HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,30LB5CDZNCA6SFA0DKTGI57FBE30Z8,A33Z2265ZOIZOZ,Submitted,Sun Jan 20 09:08:35 PST 2019,Sun Jan 20 09:10:25 PST 2019,Wed Jan 23 09:10:25 PST 2019,,,,110,0% (0/0),0% (0/0),0% (0/0),"Sir, we need your men on security.|Sir, it would be best for the mission if your men were on security.|Your soldiers can help with the aid station, but we will hand out supplies. |Okay. Your men can pack the supply bags and my men will distribute them.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3KWTYT08703LIXFXVP8JRLS8DD35LC,ASI6KXF2GAUTQ,Submitted,Sun Jan 20 08:28:30 PST 2019,Sun Jan 20 08:32:00 PST 2019,Wed Jan 23 08:32:00 PST 2019,,,,210,0% (0/0),0% (0/0),0% (0/0),"Sir, I think we have supply distribution handled here. We need men back at the aid station to work security. |Your team has been instrumental to our success by providing their services in securing the station.|My soldiers will stay here to hand out supplies, and your men can return to the station to provide the security needed there.|For the men that remain here, they can help facilitate distribution by packing the supply bags and my men will give the packs to the refugees.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3LPW2N6LKT2O1N2R430KI8ORQ4W5U6,AUB2Y2EREGBUZ,Submitted,Sun Jan 20 08:29:20 PST 2019,Sun Jan 20 08:35:37 PST 2019,Wed Jan 23 08:35:37 PST 2019,,,,377,0% (0/0),0% (0/0),0% (0/0),"The United States needs you promptly on security.|It will help the collective mission if you are on security.|Your team can assist with the aid station, but your soodsold will distribute the supplies.|I have surrendered the fight. Your team can assist by packing supply bags and distributing them.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3LRKMWOKB5HDOPDES7XU1T0U8CLZ2P,A1HH3ZNP1JP6KP,Submitted,Sun Jan 20 08:49:34 PST 2019,Sun Jan 20 08:51:51 PST 2019,Wed Jan 23 08:51:51 PST 2019,,,,137,0% (0/0),0% (0/0),0% (0/0),"We could really use your help on security.|If your team could work on security it would greatly help the mission.|If your team can help in the aid station that would be great. The United States soldiers will be handing out the actual supplies though.|All right, I know we need to compromise and I can tell this is important to you. Your team can pack up supply bags and my team will hand them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3M1CVSFP605TF07RIQ7WGI7OFXRQAS,A24TZJJTNK7XRS,Submitted,Sun Jan 20 08:29:24 PST 2019,Sun Jan 20 08:33:18 PST 2019,Wed Jan 23 08:33:18 PST 2019,,,,234,0% (0/0),0% (0/0),0% (0/0),"The United States needs the Chinese Army for security. Without your help, the refugees and medics would be in danger.|The overall mission depends on your cooperation and expertise in the securing the area. We need you to focus on protection we can focus on saving lives.|Your team is vital to the running of things. While the Chinese soldiers can help with the aid station, the Americans will be handing out the supplies.|Overall, we understand the impact of unity and cooperation. We need the Chinese Army to help with packing the supply bags and assist the American medics in handing them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3MX2NQ3YC9UGIRWM98B72FNVKMD5XY,ARMNJ45ULKPD1,Submitted,Sun Jan 20 08:29:39 PST 2019,Sun Jan 20 08:32:16 PST 2019,Wed Jan 23 08:32:16 PST 2019,,,,157,0% (0/0),0% (0/0),0% (0/0),We need you guys on security.|Your team need to be on security to make this successful.|Your team stays at the help station we will hand out the supplies|Fine you can help us bag up.,,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3OLQQLKKNSPFJQKQ35P9F0LTMHXJEP,AW1QY7Q83DYCJ,Submitted,Sun Jan 20 08:34:19 PST 2019,Sun Jan 20 08:37:40 PST 2019,Wed Jan 23 08:37:40 PST 2019,,,,201,0% (0/0),0% (0/0),0% (0/0),"We require your team to proceed to security detail.|This will greatly aid in the security of the mission.|Please assist at the aid station, while my team passes out supplies.|Since your team has ceased the conflict, they can pack the supplies that are troop are handing out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3OSWBBLG1EXBM4BFOETQ0RBNX3CXDZ,A1FOZ4Y26FB6RP,Submitted,Sun Jan 20 08:54:00 PST 2019,Sun Jan 20 09:02:05 PST 2019,Wed Jan 23 09:02:05 PST 2019,,,,485,0% (0/0),0% (0/0),0% (0/0),"Thanks for the work you have done so far but please your task on this mission is to work security. I kindly request you and your men to take back supplies to the aid station and you concentrate on security. |Sir, each one doing their assigned duty on this mission will help the overall productivity of this mission. We both cant be doing the same task yet we are assigned differently|Okay, I will compromise a bit. Your team can help with the aid station but distributing the supplies will be done solely by my soldiers. How about that?|Look, I dont want us to fight over this. If it helps your men, your team can pack the supply bags and hand them to my team for handing them out. I think we can work together with such an arrangement.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3OWEPKL089CQT1W1VV3V2XAT9EYN7B,A2KGDRYFAICG4Y,Submitted,Sun Jan 20 08:28:14 PST 2019,Sun Jan 20 08:31:43 PST 2019,Wed Jan 23 08:31:43 PST 2019,,,,209,0% (0/0),0% (0/0),0% (0/0),The Chinese have been assigned immediately to security.|Security is imperative to the mission.|The United States will hand out supplies and the Chinese will help handle the aid station.|The fight is over. Have your team pack supplies.,,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3P1L2B7AD1P7Q7LF044I0RSZU8BLO0,AM6TZ7QYEU6RU,Submitted,Sun Jan 20 09:11:44 PST 2019,Sun Jan 20 09:14:41 PST 2019,Wed Jan 23 09:14:41 PST 2019,,,,177,0% (0/0),0% (0/0),0% (0/0),"Excuse me sir, but we are going to need your team on security.|This will greatly benefit the overall objective if you team goes on security.|My soldiers will hand out supplies, and your team will help in other ways.|It's settled, your team may help by packing supply bags, and my team will hand them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3R3YRB5GRF3L7TE8ZZR1QJ4DIIYUA2,A1V6CP5I0TOSAR,Submitted,Sun Jan 20 09:08:18 PST 2019,Sun Jan 20 09:12:45 PST 2019,Wed Jan 23 09:12:45 PST 2019,,,,267,0% (0/0),0% (0/0),0% (0/0),"Hey soldiers, I need you guys on security detail now. |Security detail is helpful and needed on this mission. |You guys can help at the station and my soldiers will give out supplies. |It will really help us out if your guys can pack supply bags.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3R9WASFE2ZGXPJPQG2C1LCUJHGPZF8,AKX5RHHO8BIUX,Submitted,Sun Jan 20 08:38:56 PST 2019,Sun Jan 20 08:41:49 PST 2019,Wed Jan 23 08:41:49 PST 2019,,,,173,100% (1/1),0% (0/0),0% (0/0),"My country needs your troops to set up a security perimeter.|Doing this will be a great help to the success of our joint mission.|We appreciate your assistance with the supplies, but my men can take it from here. |Alright, fine. Set up your troops over there to pack the supply bags. My team will hand them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3STRJBFXOWRCJT85BLEGF1L74GNTKR,A284NAH14HTUD4,Submitted,Sun Jan 20 09:13:03 PST 2019,Sun Jan 20 09:16:06 PST 2019,Wed Jan 23 09:16:06 PST 2019,,,,183,0% (0/0),0% (0/0),0% (0/0),"Hi, we need your team's skills put in security.|You team is better equipped to work security to help out the cause.|If anyone wants to help at the aid station, they can, but the actual handing out of supplies will be done by my team.|We do need help packing the supply bags. Please give Tony a hand with the aid packing.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3T111IHZ5EQFMICM3ZIWPD6951CR9G,A2WKZI3JQCE3Z6,Submitted,Sun Jan 20 08:48:12 PST 2019,Sun Jan 20 08:54:01 PST 2019,Wed Jan 23 08:54:01 PST 2019,,,,349,0% (0/0),0% (0/0),0% (0/0),"We're so busy handing out supplies, the best thing you could do is handle security.|Since we're already working if you handle security we can concentrate on supplies.|We'll hand out supplies but we've already got a system going so if you find other places to help you're welcome.|I don't want to argue, have your guys pack those supply bags and we'll hand them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3TE3O8573084MYRNIQ3HFQYVZV32R0,AGQ9OEI9LOVZY,Submitted,Sun Jan 20 08:52:18 PST 2019,Sun Jan 20 08:53:38 PST 2019,Wed Jan 23 08:53:38 PST 2019,,,,80,0% (0/0),0% (0/0),0% (0/0),"We need you to work on security instead.|You'll be more helpful to the overall mission if you are on security.|You can help at the aid station, but we will hand out the supplies.|I'm not going to argue with you. Your team can help pack supply bags, and we will hand them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3TVSS0C0E103ET2M0ZXJ3CF2RNUWTO,A2EED3HLTA96CP,Submitted,Sun Jan 20 08:51:57 PST 2019,Sun Jan 20 08:53:52 PST 2019,Wed Jan 23 08:53:52 PST 2019,,,,115,100% (3/3),0% (0/0),0% (0/0),"Our United States team needs your men on security.|If your men do the security it will help our mission.|You can help with the aid station, but we'll pass out the supplies.|OK, this is not worth an argument. Go ahead and pack the bags, we'll hand them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3VBEN272MKZ627Z7WUOB74XSVGQSGW,ALOYY3E72AQ1K,Submitted,Sun Jan 20 08:52:16 PST 2019,Sun Jan 20 08:53:47 PST 2019,Wed Jan 23 08:53:47 PST 2019,,,,91,0% (0/0),0% (0/0),0% (0/0),"We really need you on security.|It would be extremely beneficial to the mission if you work security.|Your team can certainly help with the aid station, but my soldiers will be handing out supplies.|I don't want to keep arguing about this.  Your team can pack supply bags and my team will pass them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3WI0P0II61SRP8P3FFNYB9PZWMQRDW,A2X00K0L67M360,Submitted,Sun Jan 20 08:33:27 PST 2019,Sun Jan 20 08:43:34 PST 2019,Wed Jan 23 08:43:34 PST 2019,,,,607,0% (0/0),0% (0/0),0% (0/0),"The United States team needs you to work in security.|It will be very helpful for overall mission, if you are in security.|The team will help you with the aid station, but the soldiers will pass out the supplies|They are handling supplies out haphazardly and the supplies need go back to the aid station.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3WMINLGALB3PLZX8D861WDI7BIQAC7,A3E5LA62R563X0,Submitted,Sun Jan 20 08:29:43 PST 2019,Sun Jan 20 08:32:14 PST 2019,Wed Jan 23 08:32:14 PST 2019,,,,151,0% (0/0),0% (0/0),0% (0/0),"The United States requires your team to move to security.|The entire mission will be greatly benefitted with your team on security.|Your team may assist at the aid station, however our team will be the ones to hand out supplies.|Alright, your team can make themselves useful by packing the supply bags for my team to distribute.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3X31TUMD7XMMUFEEU267OVFR1X0L1C,A17SWXSZOWCC3M,Submitted,Sun Jan 20 08:59:29 PST 2019,Sun Jan 20 09:03:22 PST 2019,Wed Jan 23 09:03:22 PST 2019,,,,233,0% (0/0),0% (0/0),0% (0/0),"I appreciate you handing out supplies, but we need your team to work security.|The supplies are being take care of, it would help the mission better if your guys were on security. |Your team can help with security at the aid station, but I already have my soldiers handing out supplies. |Fine, your team can help packaging the supply bags, but my team will hand them out.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3Y5140Z9DXGNL6PAU1KKXB5XN9DIP0,A2SAE8KJY4HF8Y,Submitted,Sun Jan 20 09:09:17 PST 2019,Sun Jan 20 09:11:06 PST 2019,Wed Jan 23 09:11:06 PST 2019,,,,109,0% (0/0),0% (0/0),0% (0/0),"Hey, I understand you are trying to help, but we really need you guys on security.|It would be such a huge help and it would create a barrier around us to ensure the mission is completed correctly and favorably for us.|Your men can help with the aid station, too, I would just prefer if you'd let my soldiers hand out the supplies, deal?|I am done arguing with you. Your team can pack the supplies and mine will hand them out, since this is a no-win situation.",,
3XU80RHWHZG42M6ILPKRCSOYDBA44G,3S9TI1T3V0PDRIS780WH0F0GJKOAF7,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 16",$0.25 ,Sun Jan 20 08:27:06 PST 2019,50,BatchId:3505147;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:27:06 PST 2019,,,3Y9N9SS8LYBZ66414PM2TBMJQ8AD3E,A3117JX5H0COWZ,Submitted,Sun Jan 20 08:29:19 PST 2019,Sun Jan 20 08:31:52 PST 2019,Wed Jan 23 08:31:52 PST 2019,,,,153,0% (0/0),0% (0/0),0% (0/0),"We require your team to be on security. |It would be most beneficial for the mission if your team is on security.|Your team can be of assistance by distributing the supplies.|If you insist, you can compile the items in the supply bag that our team will distribute.",,
