HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Q5FreeTextInput,Approve,Reject
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,304SM51WA34ABQRWG8WX6T6VF3YSBF,A1ZE52NWZPN85P,Submitted,Sun Jan 20 08:51:54 PST 2019,Sun Jan 20 08:53:12 PST 2019,Wed Jan 23 08:53:12 PST 2019,,,,78,0% (0/0),0% (0/0),0% (0/0),"Please don't leave, sir. This will hurt the mission.|If you stay, your men can pack supplies and pass out water.|If you leave now it will hurt the mission.|I understand that you don't want to do this, but leaving will hurt the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3OWEPKL089CQT1W1VV3V2XAT9EZ7NW,AUB2Y2EREGBUZ,Submitted,Sun Jan 20 08:42:15 PST 2019,Sun Jan 20 08:44:39 PST 2019,Wed Jan 23 08:44:39 PST 2019,,,,144,0% (0/0),0% (0/0),0% (0/0),"Please, do not walk away. It will wreak havoc on the mission.|Ok, if you insist, your men can pack supplies and hand out water and other essentials.|Your departure would severely impact the mission.|I understand that you don't want to follow through, but it will be detrimental to the mission if you go.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3P4MQ7TPPXCBU4AU5MA2G4WVBFDBBY,A33Z2265ZOIZOZ,Submitted,Sun Jan 20 08:59:12 PST 2019,Sun Jan 20 09:02:10 PST 2019,Wed Jan 23 09:02:10 PST 2019,,,,178,0% (0/0),0% (0/0),0% (0/0),"Please do not leave, it'll hurt the mission. |Your men can pack supplies and pass out water in compromise. |If you leave it would hurt the mission.|I know this is not the most desirable job, but it is a necessity and it will hurt the mission if we do not have your support.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3P59JYT76LKH2D4FMF8CF5ZDNG1T25,A1FNKCG8WIUHC7,Submitted,Sun Jan 20 09:10:47 PST 2019,Sun Jan 20 09:15:31 PST 2019,Wed Jan 23 09:15:31 PST 2019,,,,284,0% (0/0),0% (0/0),0% (0/0),"Hello sir. In the interest of mission success I strongly believe it's in both of our interests to see this through until completion.|As an act of goodwill, how about if you instruct your men to pack supplies and dispense water?|If you abandon your post I fear that the mission will fail for both of us. I need you and you need me, so let's try to work this out and cooperate?|I understand you and sympathize with your position, however we must try to put feelings aside and work it out for the benefit of the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3PEIJLRY6TTAVAB659YGSF084JJWX8,ANNVWKERLZG9A,Submitted,Sun Jan 20 09:03:02 PST 2019,Sun Jan 20 09:06:53 PST 2019,Wed Jan 23 09:06:53 PST 2019,,,,231,0% (0/0),0% (0/0),0% (0/0),"Please remain a part of this process. Your absence will hinder advancement of our goals.|Instead, let's agree that your soldiers will help the cause by packing supplies and handing out water.|If you remove yourself from the process, it will negatively impact the mission.|I acknowledge and respect your reluctance to continue. However, the mission will suffer without your involvement.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3R5F3LQFV2KRVW2JF5VR863X9HGZOU,A1YCGICA8XCNBH,Submitted,Sun Jan 20 08:40:42 PST 2019,Sun Jan 20 08:42:34 PST 2019,Wed Jan 23 08:42:34 PST 2019,,,,112,0% (0/0),0% (0/0),0% (0/0),"Our mission is to help. Lets try and make a comprise that makes both sides happy.|I will allow your men to pack the supplies and pass water out if that is what you are concerned about.|We must come to an understanding as our sole mission is to be here to help with you by our side.|I completely understand you are wanting to leave, but we come a long way on this mission to help your people.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3R6P78PK7KB7H7CMLUT1H9TEXZ6GTB,A1YWJ4T2G7ALB0,Submitted,Sun Jan 20 09:12:06 PST 2019,Sun Jan 20 09:14:37 PST 2019,Wed Jan 23 09:14:37 PST 2019,,,,151,0% (0/0),0% (0/0),0% (0/0),"Please allow us to distribute the supplies.  We have organized a way to do it, and having more than one group do it will make us less efficient.|Would you be willing to take on the responsibility of packing up the supplies and distributing water?|We don't want you to go.  We want you to help.  Please stay and work with us.|I know you are here to help.  We all need to work together to keep the mission going.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3RRCEFRB7MCR95PLQ70F8QQP1NVB4R,AAPN98GLGFZZR,Submitted,Sun Jan 20 08:43:41 PST 2019,Sun Jan 20 08:48:45 PST 2019,Wed Jan 23 08:48:45 PST 2019,,,,304,0% (0/0),0% (0/0),0% (0/0),"We need to work together to complete this mission. Both of our teams are equally important in this, if your team retreats these refugees will not get the security, care and aid that they desperately need. |We'll work together to hand out the supplies if you feel so strongly about it. We can divide up the camp and your men can hand out supplies on the right half, and my team will hand out supplies to the left half. |These people need us, we were sent here to complete this task, and it can't be done if you leave. You need to stay for these people, and so we finish doing what we came here to do |I know that you don't want to leave these people. I know the Chinese military has come to help these refugees. If you leave now they won't receive the help they desperately need. They need both of our armies to help.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3RXPCZQMQPB68N0DJB9RB3AJ5GE1GM,A2WKZI3JQCE3Z6,Submitted,Sun Jan 20 08:48:11 PST 2019,Sun Jan 20 08:52:24 PST 2019,Wed Jan 23 08:52:24 PST 2019,,,,253,0% (0/0),0% (0/0),0% (0/0),"Please stay, we'd like your help and it would really hamper the mission if you go.|It would really help if you can have your men pack the supplies and pass out water.|If you leave, we're going to have a hard time getting supplies to these people.|I know you would rather not be here, but your team is really helping and we'll have a hard time if you go.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3SUWZRL0MYD3VV5JJMVK6WGO0BDE6E,A3OLRWACCCCUTU,Submitted,Sun Jan 20 08:32:17 PST 2019,Sun Jan 20 08:33:53 PST 2019,Wed Jan 23 08:33:53 PST 2019,,,,96,0% (0/0),0% (0/0),0% (0/0),"I hope that you will not leave.  That would be detrimental to the mission.|How about if your men pack supplies and handle passing out water?|It will seriously hurt the mission if you were to leave.|I understand that you don't want to do this, but it will be extremely detrimental to the mission if you and your troops leave.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3TS1AR6UQQEE59JKX7KIUS1K7NFF7Z,A2SAE8KJY4HF8Y,Submitted,Sun Jan 20 09:05:41 PST 2019,Sun Jan 20 09:08:35 PST 2019,Wed Jan 23 09:08:35 PST 2019,,,,174,0% (0/0),0% (0/0),0% (0/0),"Please, sir. Don't leave. Not only will it hurt the mission, it makes us vulnerable to the enemy. We're supposed to be allies.|How about this, my team can take care of the first aid and treating patients and your team can focus on packing the supplies we need and passing out water to the patients?|You probably shouldn't leave because it could negatively impact this mission.|I have been where you are and I understand your frustrations, but if you leave us now the mission is going to be in jeopardy.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3VFJCI1K4ZZU1SZUH5O6HUSW9E6RG6,A24TZJJTNK7XRS,Submitted,Sun Jan 20 08:33:44 PST 2019,Sun Jan 20 08:38:00 PST 2019,Wed Jan 23 08:38:00 PST 2019,,,,256,0% (0/0),0% (0/0),0% (0/0),"Please do not go. You being here is vital to the mission and if you leave, we all fail.|Your men are necessary for the success of this mission. If you feel it is okay with your team, the American soldiers do need help packing supplies and handing out water. They would love it if the Chinese Army would help.|The point of this mission is to succeed. We are united in this front and if the Chinese Army leaves, it would cause failure.|I understand how handing out supplies is a necessary task for the Chinese Army, but the best teams play to their strengths and everyone has a purpose on this mission. Please do not let tasks come between the overall goal of success.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3WS1NTTKEYC0NYJ0C8Z9FDRXZ980FJ,A11BACV6DY5S8M,Submitted,Sun Jan 20 08:55:37 PST 2019,Sun Jan 20 08:58:10 PST 2019,Wed Jan 23 08:58:10 PST 2019,,,,153,92% (11/12),0% (0/0),0% (0/0),"I would really appreciate it if you wouldn't leave-it may cause our men injuries.|What about if we compromise, and your men pack and pass out important supplies like water?|I really wish you wouldn't leave, this could hurt our entire mission.|I completely understand why you feel that way. I just have to ask if you'd please stay because otherwise our entire mission may be compromised.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3X0H8UUIT1O2ZTP7BZSTT7JGP4FSWU,A1Y4C2TYJFRF1G,Submitted,Sun Jan 20 08:33:01 PST 2019,Sun Jan 20 08:36:37 PST 2019,Wed Jan 23 08:36:37 PST 2019,,,,216,0% (0/0),0% (0/0),0% (0/0),"Please do not leave sir. If you do, that will hurt the mission. |It is very important that your soldiers assist with packing the supply bags and passing out water. |Your leaving would hurt the mission. |I understand your feelings about this, as well as your desires and concerns, but you and your soldiers leaving would hurt the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3X87C8JFV6BXFWTLZQTN1I1U13YSQQ,A3E5LA62R563X0,Submitted,Sun Jan 20 08:32:20 PST 2019,Sun Jan 20 08:34:41 PST 2019,Wed Jan 23 08:34:41 PST 2019,,,,141,0% (0/0),0% (0/0),0% (0/0),"Please don't leave; that will only impair the mission.|How about if your men are able to pack the supplies and distribute water?|The mission will suffer if you leave.|Look, I get that you don't want to do this, but you leaving will only damage the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3XM0HYN6NKZB51NOYIUTCW75VG4PEW,A1EOVMNNT8Q370,Submitted,Sun Jan 20 08:49:37 PST 2019,Sun Jan 20 08:51:13 PST 2019,Wed Jan 23 08:51:13 PST 2019,,,,96,0% (0/0),0% (0/0),0% (0/0),"Please do not take off, it will affect the mission.|You can help by passing out supplies and hand out some water.|Taking off now will hurt the mission. |I know you don't like to help, but if you leave you'll hurt the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3Y4W8Q93LZKJIF6KOZS8C6E2HS3DVB,ASI6KXF2GAUTQ,Submitted,Sun Jan 20 08:34:13 PST 2019,Sun Jan 20 08:37:33 PST 2019,Wed Jan 23 08:37:33 PST 2019,,,,200,0% (0/0),0% (0/0),0% (0/0),"Sir, your team is essential to the success of the mission. Let's work out a compromise.|Please have your team pack supplies and pass out water, we will handle the distribution of the supplies.|Commander, if you leave we cannot be successful. |I understand your concerns, but the efforts of you and your team are critical to the mission.",,
3XT3KXP24ZYCPG9BP2FA3RIVEKH6II,3OSXIFYM55HJ5IO2JK2ZI00SKZOAG6,Write a response given some context and feedback,"We give you context and some feedback, we ask that you provide a response that matches the context and feedback.","rewrite, writing, response, 17",$0.25 ,Sun Jan 20 08:30:46 PST 2019,50,BatchId:3505148;OriginalHitTemplateId:920937336;,900,259200,Thu Jan 24 08:30:46 PST 2019,,,3ZOTGHDK5IBUUKG5KD1JCD6UM2GSOI,A28PSBVTD53WQV,Submitted,Sun Jan 20 08:32:36 PST 2019,Sun Jan 20 08:40:39 PST 2019,Wed Jan 23 08:40:39 PST 2019,,,,483,0% (0/0),0% (0/0),0% (0/0),"Commander, I understand your frustration. In order for us to help these refugees it is essential that we work together. I appreciate your help here.|I believe that the best option is to have your men pack supplies and have another team pass out water to refugees. |Leaving the mission would put a massive dent in what we are trying to do here.|Commander, your choices are highly respected and I acknowledge that. However, this would hurt the mission.",,
