,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14
428,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.007142884656786919,0.007142901420593262,0.007142877206206322,0.00714288093149662,0.007142882794141769,0.007142884191125631,0.9071425199508667,0.007142879534512758,0.007142879068851471,0.007142881862819195,0.007142884191125631,0.007142881862819195,0.007142883259803057,0.00714287580922246
429,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.008928601630032063,0.008928605355322361,0.008928603492677212,0.008928601630032063,0.008928598836064339,0.008928599767386913,0.00892859697341919,0.008928603492677212,0.8839281797409058,0.008928597904741764,0.008928610011935234,0.008928598836064339,0.008928596042096615,0.008928596042096615
430,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.008928658440709114,0.008928644470870495,0.008928665891289711,0.008928653784096241,0.008928637951612473,0.008928644470870495,0.008928636088967323,0.8839274644851685,0.008928640745580196,0.008928650058805943,0.008928714320063591,0.008928641676902771,0.008928666822612286,0.008928671479225159
431,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952413659542799,0.005952412262558937,0.005952414125204086,0.9226186275482178,0.005952415522187948,0.005952432285994291,0.005952414125204086,0.0059524159878492355,0.005952418316155672,0.005952414125204086,0.005952432751655579,0.0059524159878492355,0.005952415522187948,0.005952415522187948
432,He is busy today,0.023809602484107018,0.023809611797332764,0.023809581995010376,0.023809578269720078,0.0238096471875906,0.023809611797332764,0.6904751062393188,0.023809654638171196,0.023809587582945824,0.023809578269720078,0.023809630423784256,0.023809639737010002,0.023809581995010376,0.023809578269720078
433,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.005494537763297558,0.005494535900652409,0.005494539625942707,0.9285709857940674,0.005494541954249144,0.0054945750162005424,0.005494536366313696,0.005494546610862017,0.0054945386946201324,0.00549453916028142,0.005494546610862017,0.005494541022926569,0.0054945447482168674,0.005494539625942707
434,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.003968273289501667,0.003968270495533943,0.003968272358179092,0.003968273755162954,0.003968273755162954,0.003968275152146816,0.003968272358179092,0.003968273289501667,0.003968273289501667,0.003968275152146816,0.003968279808759689,0.00396827282384038,0.003968283999711275,0.9484124779701233
435,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.011904796585440636,0.011904791928827763,0.011904800310730934,0.011904808692634106,0.011904792860150337,0.011904810555279255,0.01190479751676321,0.01190479751676321,0.8452376127243042,0.011904803104698658,0.011904793791472912,0.011904795654118061,0.011904827319085598,0.011904804036021233
436,He is busy today,0.023809604346752167,0.023809611797332764,0.023809581995010376,0.023809578269720078,0.02380964532494545,0.023809611797332764,0.6904751062393188,0.02380969189107418,0.023809587582945824,0.023809578269720078,0.023809630423784256,0.023809639737010002,0.023809581995010376,0.023809578269720078
437,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.007936568930745125,0.00793656799942255,0.007936568930745125,0.007936562411487103,0.007936582900583744,0.007936571724712849,0.007936614565551281,0.8968244791030884,0.0079365698620677,0.00793655775487423,0.007936598733067513,0.007936600595712662,0.007936554029583931,0.00793655589222908
438,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.9380945563316345,0.004761944990605116,0.004761948715895414,0.004761970601975918,0.004761952906847,0.004761972464621067,0.004761953838169575,0.004761956166476011,0.0047619822435081005,0.004761946387588978,0.004761953372508287,0.004761943593621254,0.0047619580291211605,0.0047619459219276905
439,He is busy today,0.023809602484107018,0.023809611797332764,0.023809581995010376,0.023809578269720078,0.02380964532494545,0.023809611797332764,0.6904751062393188,0.023809654638171196,0.023809587582945824,0.023809578269720078,0.023809630423784256,0.023809639737010002,0.023809581995010376,0.023809578269720078
440,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.006493533495813608,0.006493531633168459,0.006493537686765194,0.9155839681625366,0.00649353489279747,0.006493542343378067,0.006493534427136183,0.006493545137345791,0.006493539083749056,0.006493542343378067,0.006493536289781332,0.006493544206023216,0.006493539549410343,0.006493534427136183
441,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.8968242406845093,0.007936621084809303,0.007936576381325722,0.00793658010661602,0.007936601527035236,0.00793660432100296,0.00793661642819643,0.007936591282486916,0.007936608977615833,0.007936571724712849,0.00793660432100296,0.00793658196926117,0.007936578243970871,0.007936568930745125
442,"I'd really prefer just to wait until the brief, if that is ok.",0.011904909275472164,0.011904817074537277,0.011904810555279255,0.011904810555279255,0.011904846876859665,0.011904842220246792,0.011904846876859665,0.011904810555279255,0.011904810555279255,0.011904866434633732,0.01190480962395668,0.8452371954917908,0.011904816143214703,0.011904812417924404
443,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.004464309196919203,0.004464305471628904,0.004464308265596628,0.004464309196919203,0.9419639706611633,0.004464312922209501,0.004464307334274054,0.004464305471628904,0.004464306868612766,0.004464311990886927,0.004464308265596628,0.004464305005967617,0.00446432176977396,0.004464305005967617
444,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.007936542853713036,0.007936541922390461,0.00793658010661602,0.007936565205454826,0.007936544716358185,0.007936552166938782,0.007936542853713036,0.007936551235616207,0.00793654378503561,0.007936558686196804,0.007936556823551655,0.896824836730957,0.007936552166938782,0.007936553098261356
445,I’d rather not say.,0.023809630423784256,0.023809634149074554,0.023809658363461494,0.023809704929590225,0.023809680715203285,0.023809630423784256,0.023809650912880898,0.023809630423784256,0.690474271774292,0.023809777572751045,0.023809630423784256,0.023809678852558136,0.023809732869267464,0.023809678852558136
446,"Hello, sir. Have you eaten yet?",0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285789802670479,0.014285800978541374,0.014285787008702755,0.014285806566476822,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.8142847418785095
447,"No, he is not here. I am taking his place.",0.023809731006622314,0.6904739141464233,0.02380966581404209,0.023809650912880898,0.023809954524040222,0.0238097682595253,0.023809654638171196,0.023809650912880898,0.023809650912880898,0.023809658363461494,0.023809654638171196,0.02380974404513836,0.023809650912880898,0.023809686303138733
448,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.007936582900583744,0.007936551235616207,0.00793654564768076,0.007936550304293633,0.8968246579170227,0.007936591282486916,0.007936573587357998,0.007936552166938782,0.007936547510325909,0.007936560548841953,0.007936559617519379,0.007936574518680573,0.00793655589222908,0.007936553098261356
449,He is busy today,0.023809604346752167,0.023809611797332764,0.023809581995010376,0.023809578269720078,0.02380964532494545,0.023809611797332764,0.6904751062393188,0.02380966767668724,0.023809587582945824,0.023809578269720078,0.023809630423784256,0.023809639737010002,0.023809581995010376,0.023809578269720078
450,I don't have any questions right now.,0.01785733364522457,0.017857283353805542,0.7678546905517578,0.01785730943083763,0.017857305705547333,0.01785730943083763,0.017857294529676437,0.017857354134321213,0.017857275903224945,0.01785731501877308,0.017857592552900314,0.017857320606708527,0.017857277765870094,0.017857305705547333
451,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952414590865374,0.005952413193881512,0.005952415056526661,0.922618567943573,0.005952416453510523,0.005952433217316866,0.005952415056526661,0.00595241691917181,0.005952419247478247,0.005952415056526661,0.005952433682978153,0.00595241691917181,0.005952416453510523,0.005952416453510523
452,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.010204221121966839,0.010204165242612362,0.010204238817095757,0.01020416896790266,0.01020415872335434,0.010204161517322063,0.010204161517322063,0.010204208083450794,0.01020416896790266,0.010204165242612362,0.010204171761870384,0.010204157792031765,0.8673456907272339,0.010204179212450981
453,I’d rather not say.,0.023809628561139107,0.023809632286429405,0.023809656500816345,0.023809699341654778,0.023809678852558136,0.023809628561139107,0.02380964905023575,0.023809628561139107,0.6904743313789368,0.023809751495718956,0.023809628561139107,0.023809676989912987,0.023809699341654778,0.023809676989912987
454,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.007936583831906319,0.007936552166938782,0.007936546579003334,0.007936551235616207,0.8968246579170227,0.007936595939099789,0.007936574518680573,0.007936553098261356,0.007936548441648483,0.007936561480164528,0.007936560548841953,0.007936575450003147,0.007936556823551655,0.007936554029583931
455,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952414590865374,0.005952413193881512,0.005952415056526661,0.9226185083389282,0.005952416453510523,0.0059524462558329105,0.005952415056526661,0.00595241691917181,0.005952419247478247,0.005952415056526661,0.005952443461865187,0.00595241691917181,0.005952416453510523,0.005952416453510523
456,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.0035714611876755953,0.0035714558325707912,0.003571461420506239,0.0035714644473046064,0.0035714583937078714,0.0035714656114578247,0.0035714583937078714,0.0035714630503207445,0.0035714569967240095,0.00357146211899817,0.9535710215568542,0.003571459325030446,0.003571461420506239,0.003571457462385297
457,"I'd really prefer just to wait until the brief, if that is ok.",0.011905007064342499,0.011904817074537277,0.011904810555279255,0.011904810555279255,0.011904846876859665,0.011904842220246792,0.011904846876859665,0.011904810555279255,0.011904810555279255,0.011904866434633732,0.01190480962395668,0.845237135887146,0.011904816143214703,0.011904812417924404
458,He is busy today,0.023809602484107018,0.023809611797332764,0.023809581995010376,0.023809578269720078,0.02380964532494545,0.023809611797332764,0.6904751062393188,0.023809652775526047,0.023809587582945824,0.023809578269720078,0.023809630423784256,0.023809639737010002,0.023809581995010376,0.023809578269720078
459,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.011904796585440636,0.011904791928827763,0.011904800310730934,0.011904808692634106,0.011904792860150337,0.011904810555279255,0.01190479751676321,0.01190479751676321,0.8452376127243042,0.011904803104698658,0.011904793791472912,0.011904795654118061,0.011904827319085598,0.011904804036021233
460,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.00793654378503561,0.007936542853713036,0.007936581037938595,0.007936566136777401,0.00793654564768076,0.007936553098261356,0.00793654378503561,0.007936552166938782,0.007936544716358185,0.007936559617519379,0.00793655775487423,0.896824836730957,0.007936553098261356,0.007936553098261356
461,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952413193881512,0.00595241179689765,0.005952413659542799,0.9226185083389282,0.005952415056526661,0.005952470004558563,0.005952413659542799,0.005952415522187948,0.005952417850494385,0.005952413659542799,0.005952434614300728,0.005952415522187948,0.005952415056526661,0.005952415056526661
462,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.8968241214752197,0.00793671328574419,0.007936577312648296,0.007936581037938595,0.007936602458357811,0.007936605252325535,0.007936617359519005,0.00793659221380949,0.007936608977615833,0.007936571724712849,0.007936605252325535,0.007936582900583744,0.007936579175293446,0.0079365698620677
463,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0064935325644910336,0.006493530236184597,0.006493536755442619,0.9155839681625366,0.0064935339614748955,0.006493540480732918,0.006493533030152321,0.006493540480732918,0.006493537686765194,0.006493539083749056,0.006493535358458757,0.00649354187771678,0.0064935386180877686,0.006493533030152321
464,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0071428860537707806,0.007142895366996527,0.007142878137528896,0.007142881862819195,0.007142883259803057,0.007142884656786919,0.9071425199508667,0.007142880465835333,0.007142879534512758,0.007142882328480482,0.007142884656786919,0.007142882328480482,0.007142884191125631,0.007142876740545034
465,Why does it have to be in private? We don't have a ton of time. ,0.017857272177934647,0.01785731501877308,0.017857348546385765,0.017857275903224945,0.017857244238257408,0.017857275903224945,0.0178572665899992,0.017857268452644348,0.01785724237561226,0.01785728894174099,0.017857324331998825,0.7678553462028503,0.017857244238257408,0.017857274040579796
466,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.007142943330109119,0.007142961025238037,0.00714295357465744,0.007142928428947926,0.007142928894609213,0.007142930757254362,0.007142986636608839,0.007142938207834959,0.007142925169318914,0.007142945658415556,0.9071417450904846,0.007142947521060705,0.007142938673496246,0.007142943795770407
467,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0064935325644910336,0.006493530236184597,0.006493536755442619,0.9155839681625366,0.0064935339614748955,0.006493540480732918,0.006493533030152321,0.006493540480732918,0.006493537686765194,0.006493539083749056,0.006493535358458757,0.00649354187771678,0.0064935386180877686,0.006493533030152321
468,I’d rather not say.,0.023809630423784256,0.023809634149074554,0.023809658363461494,0.023809701204299927,0.023809680715203285,0.023809630423784256,0.023809650912880898,0.023809630423784256,0.6904743313789368,0.023809734731912613,0.023809630423784256,0.023809678852558136,0.023809701204299927,0.023809678852558136
469,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.007142885588109493,0.00714291213080287,0.007142878137528896,0.007142881862819195,0.007142883259803057,0.007142884656786919,0.9071425199508667,0.007142880465835333,0.007142879534512758,0.007142882328480482,0.007142884656786919,0.007142882328480482,0.007142884191125631,0.007142876740545034
470,The plan was to use one large aid station with American medics running it. How is this way better?,0.005952422507107258,0.9226183891296387,0.0059524355456233025,0.00595242902636528,0.005952421110123396,0.0059524234384298325,0.005952438339591026,0.0059524355456233025,0.005952422507107258,0.005952426232397556,0.00595243601128459,0.005952430889010429,0.005952424835413694,0.005952442996203899
471,I’d rather not say.,0.023809630423784256,0.023809634149074554,0.023809658363461494,0.023809701204299927,0.023809680715203285,0.023809630423784256,0.023809650912880898,0.023809630423784256,0.6904743313789368,0.023809764534235,0.023809630423784256,0.023809678852558136,0.023809701204299927,0.023809678852558136
472,The plan was to use one large aid station with American medics running it. How is this way better?,0.005952422972768545,0.9226183891296387,0.00595243601128459,0.0059524294920265675,0.005952421575784683,0.00595242390409112,0.005952438805252314,0.005952436476945877,0.005952422972768545,0.005952426698058844,0.005952437873929739,0.005952431354671717,0.005952425301074982,0.0059524462558329105
473,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.008928610943257809,0.008928624913096428,0.008928617462515831,0.008928605355322361,0.008928602561354637,0.00892860721796751,0.8839280009269714,0.008928610011935234,0.008928603492677212,0.008928629569709301,0.00892861932516098,0.008928620256483555,0.00892862118780613,0.008928617462515831
474,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.008928659372031689,0.00892864540219307,0.008928666822612286,0.008928654715418816,0.008928638882935047,0.00892864540219307,0.008928637020289898,0.8839275240898132,0.008928641676902771,0.008928650990128517,0.00892868172377348,0.008928642608225346,0.00892866775393486,0.008928672410547733
475,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.008928611874580383,0.008928625844419003,0.008928618393838406,0.008928606286644936,0.008928603492677212,0.008928608149290085,0.8839280009269714,0.008928610943257809,0.008928604423999786,0.00892863143235445,0.008928620256483555,0.00892862118780613,0.008928622119128704,0.008928618393838406
476,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.00446429755538702,0.9419640898704529,0.004464301280677319,0.00446429755538702,0.004464297089725733,0.004464297089725733,0.004464320372790098,0.004464299418032169,0.00446429755538702,0.004464300815016031,0.004464299883693457,0.004464299418032169,0.004464298486709595,0.004464298486709595
477,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.00892865750938654,0.00892864353954792,0.008928664959967136,0.008928652852773666,0.008928637020289898,0.00892864353954792,0.008928635157644749,0.8839275240898132,0.008928639814257622,0.008928649127483368,0.00892867986112833,0.008928640745580196,0.008928665891289711,0.008928670547902584
478,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8839280605316162,0.008928604423999786,0.008928605355322361,0.008928601630032063,0.008928615599870682,0.008928624913096428,0.008928604423999786,0.008928604423999786,0.008928604423999786,0.008928614668548107,0.008928612805902958,0.008928615599870682,0.008928605355322361,0.008928613737225533
479,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.007142885588109493,0.00714291213080287,0.007142878137528896,0.007142881862819195,0.007142883259803057,0.007142884656786919,0.9071425199508667,0.007142880465835333,0.007142879534512758,0.007142882328480482,0.007142884656786919,0.007142882328480482,0.007142884656786919,0.007142876740545034
480,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.003571461420506239,0.0035714562982320786,0.0035714618861675262,0.0035714649129658937,0.0035714588593691587,0.0035714651457965374,0.0035714588593691587,0.003571463283151388,0.003571457462385297,0.003571462584659457,0.9535710215568542,0.0035714595578610897,0.0035714618861675262,0.0035714576952159405
481,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.005952476989477873,0.0059524462558329105,0.005952467210590839,0.005952486302703619,0.005952454172074795,0.005952474195510149,0.005952454637736082,0.0059524900279939175,0.0059524523094296455,0.005952459294348955,0.9226179718971252,0.005952461622655392,0.005952456034719944,0.00595244811847806
482,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.00595247745513916,0.005952446721494198,0.005952467676252127,0.005952486768364906,0.005952454637736082,0.005952474661171436,0.005952455103397369,0.005952505394816399,0.005952452775090933,0.0059524597600102425,0.9226179718971252,0.005952462088316679,0.005952456500381231,0.005952448584139347
483,"Hello, sir. Have you eaten yet?",0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.014285789802670479,0.014285800978541374,0.014285787008702755,0.014285806566476822,0.014285787008702755,0.014285787008702755,0.014285787008702755,0.8142847418785095
484,"I'd really prefer just to wait until the brief, if that is ok.",0.011905118823051453,0.011904816143214703,0.01190480962395668,0.01190480962395668,0.01190484594553709,0.011904841288924217,0.01190484594553709,0.01190480962395668,0.01190480962395668,0.011904865503311157,0.011904808692634106,0.8452369570732117,0.011904815211892128,0.01190481148660183
485,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.005494537763297558,0.005494535434991121,0.00549453916028142,0.9285709857940674,0.005494541488587856,0.005494569428265095,0.005494535900652409,0.005494546145200729,0.005494538228958845,0.0054945386946201324,0.005494546145200729,0.005494540557265282,0.00549454428255558,0.00549453916028142
486,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.00396827282384038,0.003968270029872656,0.003968271892517805,0.003968273289501667,0.003968273289501667,0.003968274686485529,0.003968271892517805,0.00396827282384038,0.00396827282384038,0.003968274686485529,0.003968279343098402,0.00396827282384038,0.003968286328017712,0.9484123587608337
487,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.007142884656786919,0.007142895366996527,0.007142877206206322,0.00714288093149662,0.007142882794141769,0.007142884191125631,0.9071425199508667,0.007142879534512758,0.007142879068851471,0.007142881862819195,0.007142884191125631,0.007142881862819195,0.007142883259803057,0.00714287580922246
488,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8839280605316162,0.008928606286644936,0.00892860721796751,0.008928603492677212,0.008928617462515831,0.008928626775741577,0.008928606286644936,0.008928606286644936,0.008928606286644936,0.008928616531193256,0.008928614668548107,0.008928617462515831,0.00892860721796751,0.008928615599870682
489,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.011904796585440636,0.011904791928827763,0.011904800310730934,0.011904808692634106,0.011904792860150337,0.011904810555279255,0.01190479751676321,0.01190479751676321,0.8452376127243042,0.011904803104698658,0.011904793791472912,0.011904795654118061,0.011904827319085598,0.011904804036021233
490,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952413193881512,0.00595241179689765,0.005952413659542799,0.9226185083389282,0.005952415056526661,0.005952462553977966,0.005952413659542799,0.005952415522187948,0.005952417850494385,0.005952413659542799,0.005952432285994291,0.005952415522187948,0.005952415056526661,0.005952415056526661
491,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8839280605316162,0.008928605355322361,0.008928606286644936,0.008928602561354637,0.008928616531193256,0.008928626775741577,0.008928605355322361,0.008928605355322361,0.008928605355322361,0.008928615599870682,0.008928613737225533,0.008928616531193256,0.008928606286644936,0.008928614668548107
492,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005102089606225491,0.005102082621306181,0.005102090537548065,0.005102110095322132,0.005102089140564203,0.005102130584418774,0.005102085880935192,0.005102097988128662,0.005102092400193214,0.005102087277919054,0.005102093797177076,0.005102086346596479,0.9336727857589722,0.005102090537548065
493,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005102088674902916,0.005102081689983606,0.005102090071886778,0.005102109629660845,0.005102088209241629,0.005102116614580154,0.0051020849496126175,0.005102097522467375,0.00510209146887064,0.005102086812257767,0.005102092865854502,0.005102085415273905,0.9336727857589722,0.005102090071886778
494,Can you explain to me why we are setting up two individual aid stations?,0.01020427793264389,0.010204277001321316,0.010204270482063293,0.010204246267676353,0.010204244405031204,0.010204247198998928,0.8673444390296936,0.010204249992966652,0.010204245336353779,0.01020427793264389,0.01020430400967598,0.010204315185546875,0.01020435243844986,0.010204249992966652
495,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.008928601630032063,0.008928605355322361,0.008928603492677212,0.008928601630032063,0.008928598836064339,0.008928599767386913,0.00892859697341919,0.008928603492677212,0.8839281797409058,0.008928597904741764,0.008928610943257809,0.008928598836064339,0.008928596042096615,0.008928596042096615
496,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8839280605316162,0.008928604423999786,0.008928605355322361,0.008928601630032063,0.008928615599870682,0.008928625844419003,0.008928604423999786,0.008928604423999786,0.008928604423999786,0.008928614668548107,0.008928612805902958,0.008928615599870682,0.008928605355322361,0.008928613737225533
497,I’d rather not say.,0.023809628561139107,0.023809632286429405,0.023809656500816345,0.023809699341654778,0.023809678852558136,0.023809628561139107,0.02380964905023575,0.023809628561139107,0.6904743313789368,0.02380974404513836,0.023809628561139107,0.023809676989912987,0.023809699341654778,0.023809676989912987
498,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.004464298486709595,0.9419641494750977,0.004464302211999893,0.004464298486709595,0.004464298021048307,0.004464298021048307,0.004464311525225639,0.004464300349354744,0.004464298486709595,0.004464301746338606,0.004464300815016031,0.004464300349354744,0.004464299418032169,0.004464299418032169
499,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00446430966258049,0.004464305937290192,0.0044643087312579155,0.00446430966258049,0.9419639706611633,0.004464313387870789,0.004464307799935341,0.004464305937290192,0.004464307334274054,0.004464312456548214,0.0044643087312579155,0.004464305471628904,0.0044643459841609,0.004464305471628904
500,"No, he is not here. I am taking his place.",0.023809783160686493,0.02380995824933052,0.023809701204299927,0.023809682577848434,0.6904734373092651,0.023809831589460373,0.023809686303138733,0.023809682577848434,0.023809682577848434,0.02380969002842903,0.023809684440493584,0.023809798061847687,0.023809682577848434,0.023809727281332016
501,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.008928610943257809,0.008928624913096428,0.008928617462515831,0.008928605355322361,0.008928602561354637,0.00892860721796751,0.8839280009269714,0.008928610011935234,0.008928603492677212,0.008928629569709301,0.00892861932516098,0.008928620256483555,0.00892862118780613,0.008928617462515831
502,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.007142884191125631,0.007142896298319101,0.007142876740545034,0.007142880465835333,0.007142881862819195,0.007142883259803057,0.9071425199508667,0.007142879068851471,0.007142878137528896,0.0071428813971579075,0.007142883259803057,0.0071428813971579075,0.007142882794141769,0.0071428753435611725
503,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.005952436942607164,0.005952424369752407,0.0059524294920265675,0.005952433682978153,0.00595243601128459,0.005952440667897463,0.0059524294920265675,0.005952431354671717,0.005952432285994291,0.005952433682978153,0.9226183295249939,0.005952438805252314,0.005952431354671717,0.005952437873929739
504,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.005952413659542799,0.005952412262558937,0.005952414125204086,0.9226186275482178,0.005952415522187948,0.005952432285994291,0.005952414125204086,0.0059524159878492355,0.005952418316155672,0.005952414125204086,0.005952432751655579,0.0059524159878492355,0.005952415522187948,0.005952415522187948
505,"I'd really prefer just to wait until the brief, if that is ok.",0.011904902756214142,0.011904816143214703,0.01190480962395668,0.01190480962395668,0.01190484594553709,0.011904841288924217,0.01190484594553709,0.01190480962395668,0.01190480962395668,0.011904865503311157,0.011904808692634106,0.8452371954917908,0.011904815211892128,0.01190481148660183
506,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.007142943795770407,0.007142961956560612,0.007142954505980015,0.007142928894609213,0.0071429298259317875,0.007142931222915649,0.007142985705286264,0.007142938673496246,0.007142926100641489,0.007142946124076843,0.9071417450904846,0.00714294845238328,0.007142939604818821,0.007142944727092981
507,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.007936542853713036,0.007936541922390461,0.00793658196926117,0.007936565205454826,0.007936544716358185,0.007936552166938782,0.007936542853713036,0.007936551235616207,0.00793654378503561,0.007936558686196804,0.007936556823551655,0.896824836730957,0.007936552166938782,0.007936553098261356
508,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.005494537763297558,0.005494535434991121,0.00549453916028142,0.9285709261894226,0.005494541488587856,0.0054945857264101505,0.005494535900652409,0.005494546145200729,0.005494538228958845,0.0054945386946201324,0.005494546145200729,0.005494540557265282,0.00549454428255558,0.00549453916028142
509,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.007142885588109493,0.007142915856093168,0.007142878137528896,0.007142881862819195,0.007142883259803057,0.007142884656786919,0.9071425199508667,0.007142880465835333,0.007142879534512758,0.007142882328480482,0.007142884656786919,0.007142882328480482,0.007142884191125631,0.007142876740545034
510,I’d rather not say.,0.023809630423784256,0.023809634149074554,0.023809658363461494,0.023809701204299927,0.023809680715203285,0.023809630423784256,0.023809650912880898,0.023809630423784256,0.6904743313789368,0.023809777572751045,0.023809630423784256,0.023809678852558136,0.023809701204299927,0.023809678852558136
511,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.01190479751676321,0.011904792860150337,0.011904801242053509,0.011904810555279255,0.011904793791472912,0.01190481148660183,0.01190479937940836,0.01190479937940836,0.8452375531196594,0.011904804036021233,0.011904795654118061,0.011904796585440636,0.011904829181730747,0.011904804967343807
512,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.8839280605316162,0.008928604423999786,0.008928605355322361,0.008928601630032063,0.008928615599870682,0.008928624913096428,0.008928604423999786,0.008928604423999786,0.008928604423999786,0.008928614668548107,0.008928612805902958,0.008928615599870682,0.008928605355322361,0.008928613737225533
