,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
296,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382580190896988,0.023828040808439255,0.023842070251703262,0.02382282167673111,0.023910455405712128,0.02383926697075367,0.8569315075874329
297,Can you explain to me why we are setting up two individual aid stations?,0.020465100184082985,0.020408282056450844,0.020453788340091705,0.02041175775229931,0.8773704767227173,0.020481517538428307,0.020409101620316505
298,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.015892427414655685,0.015944387763738632,0.015909980982542038,0.9045278429985046,0.015925072133541107,0.015883050858974457,0.015917222946882248
299,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.012999216094613075,0.9219501614570618,0.013000497594475746,0.013013018295168877,0.013001787476241589,0.013002606108784676,0.013032680377364159
300,I don't have any questions right now.,0.035802196711301804,0.7852834463119507,0.03580315783619881,0.03578430041670799,0.035748887807130814,0.03575307875871658,0.03582492843270302
301,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.011936702765524387,0.011957215145230293,0.011926138773560524,0.01195773109793663,0.011918424628674984,0.01192279439419508,0.9283809661865234
302,I’d rather not say.,0.04761916771531105,0.047626934945583344,0.04765593260526657,0.7141920924186707,0.047661785036325455,0.04762428253889084,0.0476197674870491
303,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.01193923968821764,0.011942478828132153,0.011937771923840046,0.01194196566939354,0.01192102674394846,0.9283493161201477,0.011968228034675121
304,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.007152990438044071,0.007173579651862383,0.0071486919187009335,0.9570642709732056,0.007149509619921446,0.007153157144784927,0.007157783955335617
305,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.010997917503118515,0.011029288172721863,0.010992036201059818,0.01099389512091875,0.010992581956088543,0.010997572913765907,0.9339967370033264
306,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.023886358365416527,0.8569586873054504,0.023866908624768257,0.023823164403438568,0.023810435086488724,0.023829441517591476,0.02382495626807213
307,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005956714507192373,0.0059550171718001366,0.005964236333966255,0.005956192500889301,0.0059576318599283695,0.9642528295516968,0.005957372952252626
308,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.011009578593075275,0.011031821370124817,0.011028535664081573,0.011002818122506142,0.0109940767288208,0.011009360663592815,0.9339237809181213
309,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522576928138733,0.007954816333949566,0.007972905412316322,0.007949315942823887,0.00794527679681778,0.00795567873865366,0.007964280433952808
310,"No, he is not here. I am taking his place.",0.713987410068512,0.04763645678758621,0.04761927202343941,0.04768436402082443,0.04776401445269585,0.047686826437711716,0.04762164130806923
311,"No, he is not here. I am taking his place.",0.7140042781829834,0.04763643071055412,0.04761927202343941,0.04768421873450279,0.04774755612015724,0.04768666252493858,0.04762163385748863
312,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.011936704628169537,0.01195778138935566,0.011926140636205673,0.011957029812037945,0.011918426491320133,0.011922796256840229,0.9283811450004578
313,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.008941100910305977,0.008928663097321987,0.9463649988174438,0.00892979372292757,0.00893644243478775,0.00897027738392353,0.008928726427257061
314,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.933932363986969,0.011011052876710892,0.011010429821908474,0.011003542691469193,0.010994983837008476,0.011032291688024998,0.011015336029231548
315,"I'd really prefer just to wait until the brief, if that is ok.",0.023827623575925827,0.023821193724870682,0.023831719532608986,0.023831000551581383,0.8570517301559448,0.02381567284464836,0.023821059614419937
316,Can I talk with you in private once questions are over?,0.03583814203739166,0.035905301570892334,0.0357632115483284,0.03581276908516884,0.7851707339286804,0.03574301302433014,0.03576682507991791
317,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.01588587276637554,0.015894556418061256,0.015883581712841988,0.015919577330350876,0.01588551141321659,0.01588275283575058,0.9046481847763062
318,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.01194220595061779,0.9284206032752991,0.011922713369131088,0.011932524852454662,0.011914826929569244,0.011925204657018185,0.011941961012780666
319,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.015892427414655685,0.015939965844154358,0.01590997353196144,0.9045323133468628,0.01592506282031536,0.015883050858974457,0.015917213633656502
320,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.023886460810899734,0.8569586277008057,0.023866910487413406,0.023823166266083717,0.023810436949133873,0.023829443380236626,0.023824958130717278
321,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214258916676044,0.010219503194093704,0.010211450047791004,0.010215221904218197,0.01021207682788372,0.01022376585751772,0.938703715801239
322,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01099791657179594,0.011029180139303207,0.010992034338414669,0.010993894189596176,0.010992580093443394,0.010997570119798183,0.9339967966079712
323,He is busy today,0.04761924967169762,0.04775775596499443,0.7139126062393188,0.04770293086767197,0.04771143198013306,0.04762910678982735,0.04766690731048584
324,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.017901699990034103,0.017861999571323395,0.017901703715324402,0.017863767221570015,0.01791524700820446,0.8926966786384583,0.017858920618891716
325,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.015885869041085243,0.015894552692770958,0.01588357985019684,0.015919141471385956,0.015885507687926292,0.01588275097310543,0.9046486020088196
326,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.020424192771315575,0.02046169526875019,0.020427105948328972,0.02049737051129341,0.8772827982902527,0.020435165613889694,0.02047167345881462
327,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.01790180429816246,0.017862001433968544,0.01790173165500164,0.017863770946860313,0.017917422577738762,0.892694354057312,0.017858922481536865
328,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.017868462949991226,0.017875483259558678,0.017869843170046806,0.017902690917253494,0.8926907181739807,0.0178949236869812,0.01789785735309124
329,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9141301512718201,0.014301636256277561,0.014305103570222855,0.0143033592030406,0.014347436837852001,0.014310365542769432,0.014301959425210953
330,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939224787056446,0.01194246206432581,0.011937757954001427,0.011941948905587196,0.011921020224690437,0.9283590912818909,0.011958479881286621
331,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.01590694673359394,0.015876969322562218,0.01592285744845867,0.015915611758828163,0.9045748114585876,0.01591707020998001,0.015885736793279648
332,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.011936702765524387,0.01195705309510231,0.011926138773560524,0.011957855895161629,0.011918424628674984,0.01192279439419508,0.928381085395813
333,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939224787056446,0.01194246206432581,0.011937757954001427,0.011941948905587196,0.011921020224690437,0.9283590912818909,0.011958470568060875
334,"No, he is not here. I am taking his place.",0.7140063047409058,0.04763643071055412,0.047619275748729706,0.0476842075586319,0.04774551838636398,0.04768664762377739,0.04762163758277893
335,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.011945800855755806,0.9284167289733887,0.011922718025743961,0.011932534165680408,0.011914829723536968,0.011925210244953632,0.011942148208618164
336,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522581100463867,0.007954815402626991,0.0079725356772542,0.007949315942823887,0.00794527679681778,0.00795567873865366,0.007964280433952808
337,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.012999214231967926,0.9219509959220886,0.013000495731830597,0.013013015501201153,0.01300178561359644,0.013002605177462101,0.01303189154714346
338,The plan was to use one large aid station with American medics running it. How is this way better?,0.011930088512599468,0.011908680200576782,0.9284917116165161,0.011910763569176197,0.011915241368114948,0.011938117444515228,0.011905424296855927
339,"I'd really prefer just to wait until the brief, if that is ok.",0.023827625438570976,0.023821193724870682,0.023831704631447792,0.02383100613951683,0.8570517301559448,0.02381567284464836,0.023821059614419937
340,"I'd really prefer just to wait until the brief, if that is ok.",0.023827621713280678,0.023821191862225533,0.023831699043512344,0.02383100427687168,0.8570517301559448,0.023815670982003212,0.023821057751774788
341,He is busy today,0.04761924967169762,0.047758352011442184,0.7139120101928711,0.04770293086767197,0.047711458057165146,0.04762910678982735,0.04766691476106644
342,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.010997920297086239,0.011036276817321777,0.010992036201059818,0.010993897914886475,0.010992582887411118,0.010997574776411057,0.9339897632598877
343,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.011942963115870953,0.9284197688102722,0.011922716163098812,0.01193252857774496,0.011914827860891819,0.011925206519663334,0.011941968463361263
344,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.011012587696313858,0.9339190125465393,0.011004244908690453,0.011029534973204136,0.011001559905707836,0.011013912037014961,0.011019144207239151
345,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005956713575869799,0.005955016706138849,0.005963240284472704,0.005956191569566727,0.005957630462944508,0.9642537832260132,0.0059573715552687645
346,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382580377161503,0.023828044533729553,0.02384207583963871,0.02382282353937626,0.02391284517943859,0.02383926883339882,0.8569291234016418
347,The plan was to use one large aid station with American medics running it. How is this way better?,0.011930068954825401,0.011908678337931633,0.9284926056861877,0.011910761706531048,0.011915238574147224,0.011937218718230724,0.011905422434210777
348,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.011939233168959618,0.011942470446228981,0.011937765404582024,0.011941958218812943,0.011921023018658161,0.9283530712127686,0.011964480392634869
349,I’d rather not say.,0.04761916771531105,0.047626934945583344,0.04765603691339493,0.7141916155815125,0.04766218736767769,0.04762428253889084,0.0476197674870491
350,He is busy today,0.04761924967169762,0.047757964581251144,0.7139123678207397,0.04770292341709137,0.04771144315600395,0.04762910678982735,0.04766690731048584
351,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382580190896988,0.023828040808439255,0.023842070251703262,0.02382282167673111,0.023910269141197205,0.02383926697075367,0.856931746006012
352,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01587977632880211,0.01589280180633068,0.015896907076239586,0.0159134604036808,0.9046230912208557,0.015892215073108673,0.01590171828866005
353,"No, he is not here. I am taking his place.",0.7139904499053955,0.047636453062295914,0.04761927202343941,0.04768437519669533,0.047760970890522,0.0476868711411953,0.04762164130806923
354,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0110095776617527,0.01103226374834776,0.011027870699763298,0.011002818122506142,0.0109940767288208,0.01100935973227024,0.9339240193367004
355,I don't have any questions right now.,0.035802219063043594,0.7852857708930969,0.03580314293503761,0.0357842817902565,0.03574888035655022,0.035753071308135986,0.03582262992858887
356,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522584080696106,0.007954816333949566,0.00797218456864357,0.007949316874146461,0.007945277728140354,0.00795567873865366,0.007964280433952808
357,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9141560196876526,0.014300232753157616,0.014329381287097931,0.014303195290267467,0.014309396967291832,0.014314884319901466,0.014286900870501995
358,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.017924852669239044,0.892534077167511,0.017908036708831787,0.017932238057255745,0.01790344901382923,0.017906349152326584,0.01789097487926483
359,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.007152989506721497,0.007169863674789667,0.0071486919187009335,0.9570680260658264,0.007149508688598871,0.00715315667912364,0.007157782558351755
360,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.011936711147427559,0.0119638005271554,0.011926144361495972,0.01195708941668272,0.011918428353965282,0.011922800913453102,0.9283750057220459
361,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.023886768147349358,0.8569583296775818,0.023866912350058556,0.023823164403438568,0.023810435086488724,0.023829441517591476,0.02382495626807213
362,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.010997919365763664,0.011031121015548706,0.010992036201059818,0.0109938969835639,0.010992581956088543,0.010997572913765907,0.9339948892593384
363,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9141315221786499,0.014301635324954987,0.01430510263890028,0.0143033592030406,0.01434604823589325,0.014310363680124283,0.014301959425210953
364,I’d rather not say.,0.04761916771531105,0.047626934945583344,0.047655850648880005,0.7141918540000916,0.047662124037742615,0.04762428253889084,0.0476197674870491
365,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214259847998619,0.010219521820545197,0.010211450979113579,0.010215221904218197,0.01021207682788372,0.010223736986517906,0.938703715801239
366,I’d rather not say.,0.04761916771531105,0.047626931220293045,0.04765576496720314,0.714192271232605,0.04766182601451874,0.04762428253889084,0.0476197674870491
367,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005956714041531086,0.0059550171718001366,0.005963892675936222,0.005956192500889301,0.0059576318599283695,0.9642531871795654,0.005957372952252626
368,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522581100463867,0.007954816333949566,0.007972481660544872,0.007949316874146461,0.007945277728140354,0.007955679669976234,0.007964280433952808
369,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9141306281089783,0.014301636256277561,0.014305103570222855,0.0143033592030406,0.014346897602081299,0.014310365542769432,0.014301959425210953
370,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.009532414376735687,0.009538351558148861,0.00953530054539442,0.009536268189549446,0.00956716202199459,0.009547109715640545,0.9427434206008911
371,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382580004632473,0.023828040808439255,0.023842064663767815,0.02382281981408596,0.02390613779425621,0.023839261382818222,0.8569358587265015
372,Can I talk with you in private once questions are over?,0.03583826124668121,0.035925690084695816,0.03576325252652168,0.0358128622174263,0.7851500511169434,0.03574303537607193,0.03576686978340149
373,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214259847998619,0.01021950226277113,0.010211450979113579,0.010215221904218197,0.01021207682788372,0.010223297402262688,0.9387041926383972
374,"No, he is not here. I am taking his place.",0.714005708694458,0.047636423259973526,0.04761926829814911,0.0476842075586319,0.04774611443281174,0.04768665134906769,0.047621630132198334
375,It won't take long.,0.03588855266571045,0.035812489688396454,0.035796359181404114,0.7851500511169434,0.035773247480392456,0.035799600183963776,0.03577970713376999
376,"I'd really prefer just to wait until the brief, if that is ok.",0.023827631026506424,0.02382119558751583,0.023831725120544434,0.02383100613951683,0.8570517301559448,0.02381567470729351,0.023821061477065086
377,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.008941102772951126,0.008928663097321987,0.9463605284690857,0.00892979372292757,0.0089364442974329,0.008974741213023663,0.008928726427257061
378,"No, he is not here. I am taking his place.",0.7140066027641296,0.047636423259973526,0.04761926829814911,0.047684196382761,0.047745220363140106,0.04768664017319679,0.047621630132198334
379,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.914129912853241,0.014301636256277561,0.014305103570222855,0.014303360134363174,0.014347662217915058,0.014310365542769432,0.014301959425210953
380,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.011012585833668709,0.9339209794998169,0.011004243046045303,0.011027549393475056,0.011001558043062687,0.011013908311724663,0.011019140481948853
381,It won't take long.,0.03588990494608879,0.03581249713897705,0.03579636290669441,0.7851486206054688,0.035773251205682755,0.03579960763454437,0.035779714584350586
382,It won't take long.,0.03590080142021179,0.035812556743621826,0.03579641133546829,0.7851375341415405,0.03577328100800514,0.03579965606331825,0.03577974811196327
383,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522584080696106,0.007954815402626991,0.007972204126417637,0.007949315942823887,0.00794527679681778,0.007955677807331085,0.007964279502630234
384,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382579818367958,0.023828038945794106,0.023842066526412964,0.02382281795144081,0.023907219991087914,0.023839261382818222,0.8569347858428955
385,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382579632103443,0.023828037083148956,0.023842062801122665,0.02382281795144081,0.02390548400580883,0.023839259520173073,0.856936514377594
386,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.011946603655815125,0.9284152388572693,0.01192271988838911,0.011932536028325558,0.011914830654859543,0.011925212107598782,0.011942878365516663
387,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01588079333305359,0.015895552933216095,0.9046668410301208,0.015890071168541908,0.015891054645180702,0.015885988250374794,0.01588972844183445
388,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01099791657179594,0.011030053719878197,0.010992034338414669,0.01099389512091875,0.010992580093443394,0.010997571051120758,0.9339959025382996
389,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.008938290178775787,0.9463927149772644,0.008930958807468414,0.008935832418501377,0.008934007957577705,0.008931375108659267,0.00893682986497879
390,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9141560196876526,0.014300234615802765,0.014329400844871998,0.014303196221590042,0.014309398829936981,0.014314885251224041,0.01428690180182457
391,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.008938578888773918,0.9463924169540405,0.008930959738790989,0.008935833349823952,0.008934009820222855,0.008931376039981842,0.008936827071011066
392,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214258916676044,0.01021950226277113,0.010211450047791004,0.010215220972895622,0.01021207682788372,0.010223422199487686,0.9387040734291077
393,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.011936703696846962,0.011956823989748955,0.011926139704883099,0.011958008632063866,0.011918425559997559,0.011922795325517654,0.9283811450004578
394,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9141260981559753,0.01430163811892271,0.014305105432868004,0.014303361065685749,0.014351440593600273,0.014310368336737156,0.014301961287856102
395,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.010997920297086239,0.011034289374947548,0.010992036201059818,0.0109938969835639,0.010992582887411118,0.010997573845088482,0.9339917302131653
396,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.008939296007156372,0.9463917016983032,0.008930958807468414,0.008935828693211079,0.008934009820222855,0.008931375108659267,0.00893681962043047
397,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.02389059215784073,0.8569545149803162,0.0238669291138649,0.023823169991374016,0.023810438811779022,0.023829447105526924,0.023824959993362427
398,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01588079333305359,0.015896260738372803,0.904666006565094,0.01589011959731579,0.015891103073954582,0.015885988250374794,0.015889734029769897
399,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.9339298605918884,0.011011054739356041,0.011010432615876198,0.011003543622791767,0.010994983837008476,0.011034767143428326,0.011015337891876698
400,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214259847998619,0.010219504125416279,0.010211450979113579,0.010215222835540771,0.01021207682788372,0.010223385877907276,0.9387041330337524
401,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.9522584080696106,0.007954816333949566,0.007972244173288345,0.007949316874146461,0.007945277728140354,0.00795567873865366,0.007964280433952808
402,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02382580377161503,0.023828042671084404,0.02384207211434841,0.02382282353937626,0.023910347372293472,0.02383926883339882,0.8569316864013672
403,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.015885870903730392,0.015894554555416107,0.01588357985019684,0.015919474884867668,0.01588550955057144,0.01588275097310543,0.9046483039855957
404,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.9339284896850586,0.011011055670678616,0.011010433547198772,0.011003544554114342,0.010994983837008476,0.011036177165806293,0.011015339754521847
405,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01588079333305359,0.015896575525403023,0.9046657681465149,0.015890078619122505,0.0158910620957613,0.015885988250374794,0.015889734029769897
406,He is busy today,0.047619253396987915,0.047757312655448914,0.713913083076477,0.04770292714238167,0.04771144688129425,0.04762910678982735,0.04766691103577614
407,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01099791657179594,0.01102959644049406,0.010992035269737244,0.01099389512091875,0.010992581024765968,0.010997571982443333,0.9339964389801025
408,"No, he is not here. I am taking his place.",0.7140060067176819,0.047636426985263824,0.04761927202343941,0.0476842038333416,0.04774577543139458,0.04768664762377739,0.04762163385748863
409,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.01588587276637554,0.015894560143351555,0.015883581712841988,0.01592286489903927,0.01588551141321659,0.01588275283575058,0.904644787311554
410,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.011009578593075275,0.011031760834157467,0.011027763597667217,0.011002819053828716,0.010994077660143375,0.011009360663592815,0.933924674987793
411,"No, he is not here. I am taking his place.",0.7139983773231506,0.04763644188642502,0.04761927202343941,0.047684308141469955,0.047753237187862396,0.04768676310777664,0.04762163385748863
412,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.007152990438044071,0.007173559162765741,0.0071486919187009335,0.9570642709732056,0.007149509619921446,0.007153157144784927,0.007157783955335617
413,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.017862385138869286,0.01785729080438614,0.8927583694458008,0.017877895385026932,0.017857292667031288,0.017929451540112495,0.01785729080438614
414,It won't take long.,0.035887639969587326,0.03581248223781586,0.03579635173082352,0.785150945186615,0.03577324375510216,0.03579959645867348,0.03577970340847969
415,"No, he is not here. I am taking his place.",0.7139921188354492,0.04763644561171532,0.04761927202343941,0.04768435284495354,0.047759298235177994,0.04768688231706619,0.04762164130806923
416,I don't have any questions right now.,0.03580213710665703,0.7852870225906372,0.03580315411090851,0.035784270614385605,0.03574887663125992,0.03575306758284569,0.03582143783569336
417,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9141243696212769,0.01430163811892271,0.014305107295513153,0.014303361997008324,0.014353185892105103,0.014310370199382305,0.014301963150501251
418,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.011012583039700985,0.9339224696159363,0.011004242114722729,0.011026102118194103,0.011001557111740112,0.011013907380402088,0.011019137687981129
419,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.008938411250710487,0.9463925957679749,0.008930958807468414,0.008935836143791676,0.00893400888890028,0.008931375108659267,0.008936830796301365
420,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.015880795195698738,0.015896650031208992,0.9046656489372253,0.015890084207057953,0.01589110679924488,0.015885991975665092,0.01588975079357624
421,"Hello, sir. Have you eaten yet?",0.8284146785736084,0.028571760281920433,0.028571760281920433,0.028588896617293358,0.028706157580018044,0.028571762144565582,0.02857498824596405
422,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214258916676044,0.01021950226277113,0.010211450047791004,0.010215220972895622,0.010212075896561146,0.01022324524819851,0.938704252243042
423,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.9339314699172974,0.011011051945388317,0.011010429821908474,0.011003541760146618,0.010994982905685902,0.011033196933567524,0.011015336029231548
424,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.010214258916676044,0.010219503194093704,0.010211450047791004,0.010215220972895622,0.010212075896561146,0.01022326946258545,0.9387041926383972
425,I’d rather not say.,0.04761916771531105,0.047626931220293045,0.047655731439590454,0.714192271232605,0.04766184464097023,0.04762428253889084,0.0476197674870491
426,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.015879778191447258,0.01589280366897583,0.015896908938884735,0.015913570299744606,0.9046229720115662,0.015892216935753822,0.015901722013950348
427,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9141310453414917,0.014301636256277561,0.014305103570222855,0.0143033592030406,0.014346505515277386,0.014310363680124283,0.014301959425210953
428,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9141275882720947,0.01430163811892271,0.014305107295513153,0.014303361997008324,0.014350006356835365,0.014310368336737156,0.014301961287856102
429,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.017868464812636375,0.017875483259558678,0.017869845032691956,0.01790330372750759,0.8926900625228882,0.017894962802529335,0.017897872254252434
430,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.017924856394529343,0.8925336599349976,0.017908040434122086,0.017932668328285217,0.01790345087647438,0.017906352877616882,0.01789097674190998
431,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.01193922944366932,0.011942464858293533,0.011937761679291725,0.01194195356220007,0.011921022087335587,0.9283574223518372,0.011960127390921116
432,He is busy today,0.04761924967169762,0.04776826500892639,0.7139018177986145,0.04770302027463913,0.047711558640003204,0.047629114240407944,0.04766695946455002
