,Original Input,Topic 1,Topic 2,Topic 3
265,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736873343586922,0.9241788983345032,0.038452401757240295
266,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.03938409686088562,0.9208971858024597,0.03971872478723526
267,Can I talk with you in private once questions are over?,0.42653948068618774,0.48777905106544495,0.08568146079778671
268,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.02736251801252365,0.030355798080563545,0.9422816634178162
269,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.027362491935491562,0.030347073450684547,0.9422904253005981
270,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.044177934527397156,0.04840227961540222,0.9074198007583618
271,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.03938201442360878,0.9208965301513672,0.03972139209508896
272,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.9026596546173096,0.04585934430360794,0.0514809787273407
273,"I'd really prefer just to wait until the brief, if that is ok.",0.05910005047917366,0.0628950372338295,0.8780049085617065
274,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.9134862422943115,0.041777294129133224,0.04473650082945824
275,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.029002109542489052,0.029672544449567795,0.941325306892395
276,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.037263497710227966,0.03986959159374237,0.9228668808937073
277,I’d rather not say.,0.1119743213057518,0.7763372659683228,0.11168840527534485
278,He is busy today,0.11150473356246948,0.7767734527587891,0.11172181367874146
279,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8812668323516846,0.05886886641383171,0.05986429378390312
280,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.02798939310014248,0.02984457090497017,0.9421660304069519
281,Can I talk with you in private once questions are over?,0.42648953199386597,0.48782822489738464,0.0856822282075882
282,Why does it have to be in private? We don't have a ton of time. ,0.0843905657529831,0.8293412327766418,0.08626821637153625
283,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.026437826454639435,0.02419675514101982,0.9493654370307922
284,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.02637234888970852,0.028089137747883797,0.9455385208129883
285,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.025160090997815132,0.02526668831706047,0.9495732188224792
286,I don't have any questions right now.,0.09550008177757263,0.8181560039520264,0.08634394407272339
287,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.027989288792014122,0.02982166036963463,0.9421890377998352
288,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9614774584770203,0.018934516236186028,0.019588034600019455
289,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.03834753856062889,0.9221786260604858,0.03947385400533676
290,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.025160247460007668,0.025269920006394386,0.949569821357727
291,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.026423707604408264,0.02419671043753624,0.9493796229362488
292,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.930753767490387,0.03509123623371124,0.03415500000119209
293,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8812642097473145,0.0588688924908638,0.059866949915885925
294,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.030963947996497154,0.9370821118354797,0.031953904777765274
295,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.03938533738255501,0.920890212059021,0.039724454283714294
296,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.9026398062705994,0.04585961252450943,0.051500577479600906
297,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.03726349398493767,0.039870232343673706,0.9228662848472595
298,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.030963901430368423,0.9370877146720886,0.031948406249284744
299,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.02798933908343315,0.02983212098479271,0.9421785473823547
300,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.04417792707681656,0.048415299504995346,0.907406747341156
301,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.05584261938929558,0.061016470193862915,0.8831409215927124
302,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.03938168287277222,0.9208976030349731,0.03972076624631882
303,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.03726349398493767,0.03987039625644684,0.9228660464286804
304,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.02516077272593975,0.0252680666744709,0.9495711922645569
305,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.027548104524612427,0.9453893899917603,0.027062522247433662
306,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.05584261193871498,0.06101082265377045,0.8831465840339661
307,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.044178083539009094,0.04834214597940445,0.9074797630310059
308,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.01904205232858658,0.9616957902908325,0.019262205809354782
309,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.029002150520682335,0.02967761643230915,0.9413202404975891
310,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.018240800127387047,0.01481712982058525,0.9669421315193176
311,"No, he is not here. I am taking his place.",0.11295293271541595,0.11253389716148376,0.7745131850242615
312,"No, he is not here. I am taking his place.",0.11295320093631744,0.11253383010625839,0.7745129466056824
313,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.03834754228591919,0.9221757054328918,0.039476774632930756
314,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.05584263801574707,0.061031416058540344,0.8831259608268738
315,Can you explain to me why we are setting up two individual aid stations?,0.0549919568002224,0.8963636159896851,0.04864438250660896
316,I’d rather not say.,0.11197447031736374,0.776337206363678,0.11168836057186127
317,"No, he is not here. I am taking his place.",0.11296923458576202,0.11254057288169861,0.7744901776313782
318,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.037368737161159515,0.9241772890090942,0.03845393657684326
319,He is busy today,0.11150691658258438,0.7767651677131653,0.11172790080308914
320,He is busy today,0.1115046814084053,0.7767736911773682,0.11172161251306534
321,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9573339819908142,0.02112041786313057,0.021545588970184326
322,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.930754542350769,0.03509043902158737,0.03415501117706299
323,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.9009785056114197,0.04996677115559578,0.049054741859436035
324,Can I talk with you in private once questions are over?,0.42542949318885803,0.4888811409473419,0.08568936586380005
325,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736873343586922,0.9241788983345032,0.03845240920782089
326,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.03938646242022514,0.920890212059021,0.03972332552075386
327,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.02637231908738613,0.028080124408006668,0.9455475807189941
328,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.029002314433455467,0.029677558690309525,0.9413200616836548
329,He is busy today,0.1115046814084053,0.7767736911773682,0.11172160506248474
330,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.03097139671444893,0.033089399337768555,0.9359391927719116
331,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.038347553461790085,0.9221727252006531,0.03947975113987923
332,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736873343586922,0.9241783618927002,0.03845294192433357
333,"No, he is not here. I am taking his place.",0.1129593700170517,0.11253773421049118,0.7745028734207153
334,Can you explain to me why we are setting up two individual aid stations?,0.055000316351652145,0.8963552713394165,0.04864438995718956
335,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.05584264174103737,0.06104222312569618,0.8831151127815247
336,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.037368737161159515,0.9241796135902405,0.03845168277621269
337,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.0441780611872673,0.048350922763347626,0.9074710011482239
338,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.029002491384744644,0.029679613187909126,0.9413178563117981
339,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.027362531051039696,0.030361317098140717,0.942276120185852
340,"I'd really prefer just to wait until the brief, if that is ok.",0.0591001957654953,0.06290089339017868,0.877998948097229
341,"I'd really prefer just to wait until the brief, if that is ok.",0.05910033732652664,0.06290759146213531,0.8779920935630798
342,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736873343586922,0.9241807460784912,0.03845052793622017
343,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.02798948809504509,0.029862143099308014,0.9421483278274536
344,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.03097139671444893,0.03309107571840286,0.9359375238418579
345,Why does it have to be in private? We don't have a ton of time. ,0.08439041674137115,0.8293487429618835,0.0862608402967453
346,"Hello, sir. Have you eaten yet?",0.0669991597533226,0.06685955822467804,0.8661412596702576
347,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.042334672063589096,0.04336715489625931,0.9142981767654419
348,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.047291841357946396,0.9098241329193115,0.042884062975645065
349,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.9134995937347412,0.041777294129133224,0.044723134487867355
350,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.9134756922721863,0.04177729785442352,0.044747013598680496
351,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.0423346683382988,0.04336661472916603,0.9142987132072449
352,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.044178083539009094,0.048343729227781296,0.9074781537055969
353,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.04723489657044411,0.9098811149597168,0.0428839847445488
354,"Hello, sir. Have you eaten yet?",0.06699924916028976,0.06685955077409744,0.8661412000656128
355,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.042334649711847305,0.043364666402339935,0.9143006801605225
356,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.03062436729669571,0.02919914573431015,0.9401764869689941
357,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.027989288792014122,0.02981920726597309,0.9421915411949158
358,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.025161821395158768,0.025270791724324226,0.9495673775672913
359,"I'd really prefer just to wait until the brief, if that is ok.",0.059100739657878876,0.06292375922203064,0.8779754638671875
360,Can you explain to me why we are setting up two individual aid stations?,0.054959192872047424,0.8963963985443115,0.04864436760544777
361,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.030651940032839775,0.02919946424663067,0.9401485919952393
362,"No, he is not here. I am taking his place.",0.1129646971821785,0.11254137754440308,0.774493932723999
363,Can you explain to me why we are setting up two individual aid stations?,0.05495648458600044,0.8963991403579712,0.04864436388015747
364,It won't take long.,0.0850774422287941,0.09220702201128006,0.8227155208587646
365,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9307501316070557,0.03509480878710747,0.034155044704675674
366,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.039384305477142334,0.9208857417106628,0.03972991183400154
367,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0190421212464571,0.9616960883140564,0.019261794164776802
368,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.0279893446713686,0.029832158237695694,0.94217848777771
369,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.025159241631627083,0.025269819423556328,0.949570894241333
370,Can I talk with you in private once questions are over?,0.42632266879081726,0.48799434304237366,0.08568298816680908
371,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9573339223861694,0.02112041600048542,0.021545641124248505
372,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.019042078405618668,0.9616947174072266,0.019263243302702904
373,I’d rather not say.,0.11197439581155777,0.776337206363678,0.11168839037418365
374,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736872225999832,0.9241828918457031,0.03844834119081497
375,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0263722762465477,0.028066573664546013,0.9455611109733582
376,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736872971057892,0.924180269241333,0.03845100477337837
377,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9315473437309265,0.0340580977499485,0.034394558519124985
378,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.018238157033920288,0.014817135408520699,0.9669447541236877
379,Why does it have to be in private? We don't have a ton of time. ,0.08439058810472488,0.8293405771255493,0.08626888692378998
380,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.9026364088058472,0.04585965722799301,0.05150394141674042
381,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.03834754228591919,0.9221757650375366,0.0394766628742218
382,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.030963901430368423,0.9370872974395752,0.031948789954185486
383,"No, he is not here. I am taking his place.",0.11295250803232193,0.11253370344638824,0.7745137810707092
384,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.026372317224740982,0.028078822419047356,0.9455488920211792
385,"I'd really prefer just to wait until the brief, if that is ok.",0.0590997040271759,0.06288102269172668,0.8780192732810974
386,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.03834756091237068,0.9221731424331665,0.03947931528091431
387,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9614980816841125,0.018933404237031937,0.01956852525472641
388,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.05584261193871498,0.06100532412528992,0.8831520676612854
389,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.9134917855262756,0.041777294129133224,0.04473091661930084
390,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.029002362862229347,0.029676789417862892,0.9413208365440369
391,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.957036554813385,0.02145082876086235,0.02151261642575264
392,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.03938515856862068,0.9208880662918091,0.03972673416137695
393,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.02756630815565586,0.945370614528656,0.027063030749559402
394,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.042334653437137604,0.04336750879883766,0.9142978191375732
395,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.027362555265426636,0.03036845475435257,0.9422690272331238
396,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9573338031768799,0.02112041972577572,0.021545784547924995
397,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8812721967697144,0.05886780098080635,0.059860020875930786
398,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9315481781959534,0.034058135002851486,0.034393686801195145
399,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.03097136877477169,0.03308037668466568,0.9359482526779175
400,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.03938469663262367,0.9208925366401672,0.039722759276628494
401,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.03938515856862068,0.9208990931510925,0.03971569985151291
402,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.0409424751996994,0.9205906391143799,0.03846694901585579
403,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9573339223861694,0.02112041786313057,0.021545659750699997
404,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.05584263429045677,0.061033885926008224,0.8831234574317932
405,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.02516249008476734,0.025270745158195496,0.9495667815208435
406,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9573339223861694,0.02112041972577572,0.021545659750699997
407,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.037263501435518265,0.03987312689423561,0.9228634238243103
408,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.027362465858459473,0.030339010059833527,0.9422984719276428
409,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.037263497710227966,0.039869848638772964,0.922866702079773
410,I’d rather not say.,0.11197418719530106,0.7763373851776123,0.11168843507766724
411,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.02798929437994957,0.029822511598467827,0.9421881437301636
412,I’d rather not say.,0.11197444796562195,0.7763370871543884,0.11168847233057022
413,I don't have any questions right now.,0.09544368088245392,0.818213164806366,0.0863431841135025
414,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.03726349025964737,0.03986307978630066,0.9228734970092773
415,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.04417793080210686,0.048408158123493195,0.907413899898529
416,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9615011215209961,0.018933577463030815,0.019565265625715256
417,Can I talk with you in private once questions are over?,0.42535242438316345,0.48895764350891113,0.08568991720676422
418,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.961493968963623,0.018933532759547234,0.01957249827682972
419,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.05584261193871498,0.06100471317768097,0.8831526637077332
420,The plan was to use one large aid station with American medics running it. How is this way better?,0.9426282048225403,0.028690814971923828,0.028681011870503426
421,Can I talk with you in private once questions are over?,0.42641204595565796,0.4879055619239807,0.08568236231803894
422,"Hello, sir. Have you eaten yet?",0.06699921190738678,0.06685953587293625,0.8661412000656128
423,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.0441780611872673,0.04839030280709267,0.9074316620826721
424,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.026417747139930725,0.024196689948439598,0.9493855834007263
425,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.02798946015536785,0.029858160763978958,0.9421523809432983
426,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.05584261193871498,0.0610053688287735,0.8831520676612854
427,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.02642870508134365,0.024196727201342583,0.9493745565414429
428,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.02900228090584278,0.02967633493244648,0.9413213729858398
429,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.027548905462026596,0.9453883767127991,0.027062702924013138
430,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736873343586922,0.9241799116134644,0.03845139592885971
431,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.026372356340289116,0.028091726824641228,0.9455358982086182
432,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.04417801275849342,0.04838152229785919,0.9074404835700989
433,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.9134913086891174,0.041777294129133224,0.04473140090703964
434,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.04723777249455452,0.9098782539367676,0.042883988469839096
435,It won't take long.,0.08507738262414932,0.09219224005937576,0.8227304220199585
436,I’d rather not say.,0.11197448521852493,0.7763370871543884,0.11168844997882843
437,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9307553768157959,0.03508957102894783,0.03415503352880478
438,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.01826433092355728,0.01481708325445652,0.9669185876846313
439,I’d rather not say.,0.1119745746254921,0.7763369679450989,0.11168845742940903
440,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.03096390701830387,0.9370940327644348,0.031942009925842285
441,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9315484166145325,0.0340581052005291,0.034393519163131714
442,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.029002351686358452,0.029682442545890808,0.941315233707428
443,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.9570387005805969,0.021450601518154144,0.02151069976389408
444,"No, he is not here. I am taking his place.",0.11297035217285156,0.11254233121871948,0.774487316608429
445,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8812621831893921,0.05886833742260933,0.059869445860385895
446,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.027550172060728073,0.9453873038291931,0.027062557637691498
447,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.026372285559773445,0.028069203719496727,0.945558488368988
448,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.04417803883552551,0.04837679862976074,0.9074451327323914
449,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.02637234702706337,0.028089743107557297,0.9455378651618958
450,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.03065716288983822,0.029199574142694473,0.9401432871818542
451,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.90097975730896,0.049965936690568924,0.04905432462692261
452,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.9570392370223999,0.021450458094477654,0.021510343998670578
453,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.018263883888721466,0.01481708325445652,0.9669190645217896
454,He is busy today,0.11150467395782471,0.7767736911773682,0.11172161996364594
455,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.04417792707681656,0.048410698771476746,0.9074113965034485
456,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.026439256966114044,0.02419675700366497,0.9493639469146729
457,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736872598528862,0.9241812229156494,0.03845009580254555
458,"No, he is not here. I am taking his place.",0.1129646971821785,0.11253967881202698,0.7744956016540527
459,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.026372289285063744,0.028070345520973206,0.9455574154853821
460,The plan was to use one large aid station with American medics running it. How is this way better?,0.9426270723342896,0.02869204618036747,0.028680860996246338
461,"No, he is not here. I am taking his place.",0.11296570301055908,0.11254089325666428,0.774493396282196
462,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9315487146377563,0.03405815362930298,0.034393131732940674
463,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.018276149407029152,0.01481706090271473,0.9669068455696106
464,I’d rather not say.,0.11197450757026672,0.7763370871543884,0.11168839037418365
465,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.0393839068710804,0.9208958148956299,0.03972030431032181
466,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8812814354896545,0.058866117149591446,0.05985245853662491
467,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.030971361324191093,0.03307781368494034,0.9359508156776428
468,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9573336839675903,0.02112041786313057,0.021545903757214546
469,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.027362603694200516,0.030383817851543427,0.942253589630127
470,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.055842626839876175,0.061027515679597855,0.883129894733429
471,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.02736257016658783,0.030373694375157356,0.9422637224197388
472,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.030971385538578033,0.033087108284235,0.9359415173530579
473,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.027362504974007607,0.030350949615240097,0.9422865509986877
474,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.02756400778889656,0.945372998714447,0.027063045650720596
475,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.03736872971057892,0.9241815209388733,0.03844980522990227
476,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.038347579538822174,0.9221683740615845,0.03948407620191574
477,He is busy today,0.1115046814084053,0.7767736315727234,0.11172168701887131
478,He is busy today,0.11150467395782471,0.7767737507820129,0.11172157526016235
479,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.026406269520521164,0.024196654558181763,0.949397087097168
480,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.8812647461891174,0.058868568390607834,0.059866663068532944
481,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.018264666199684143,0.01481708325445652,0.9669182896614075
