,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
275,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.28923356533050537,0.025000905618071556,0.02513040229678154,0.025348098948597908,0.6352869868278503
276,Why does it have to be in private? We don't have a ton of time. ,0.05056190863251686,0.05025239661335945,0.050276804715394974,0.7986382842063904,0.05027060955762863
277,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.02255525253713131,0.022599248215556145,0.022486655041575432,0.9098901748657227,0.0224686861038208
278,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.023032240569591522,0.022759608924388885,0.022442400455474854,0.9093936085700989,0.02237212099134922
279,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.022311551496386528,0.022340957075357437,0.9102020263671875,0.022383563220500946,0.02276190184056759
280,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.010111384093761444,0.010052971541881561,0.010117468424141407,0.010065211914479733,0.9596529603004456
281,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.01011046115309,0.010052968747913837,0.010116692632436752,0.010065206326544285,0.959654688835144
282,"No, he is not here. I am taking his place.",0.7326158285140991,0.06737392395734787,0.0666690394282341,0.06667017936706543,0.06667104363441467
283,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.022554144263267517,0.02259152941405773,0.02248658426105976,0.9098990559577942,0.022468632087111473
284,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.022564316168427467,0.022598747164011,0.022486725822091103,0.9098814725875854,0.022468741983175278
285,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.010110026225447655,0.010052967816591263,0.010115808807313442,0.010065206326544285,0.9596560001373291
286,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9269179701805115,0.01822667382657528,0.018278243020176888,0.018304284662008286,0.01827283389866352
287,Can you explain to me why we are setting up two individual aid stations?,0.8850533366203308,0.02871876396238804,0.028707221150398254,0.028873415663838387,0.028647270053625107
288,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363838359713554,0.014332171529531479,0.9425063133239746,0.014386102557182312,0.014411582611501217
289,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194570921361446,0.011154892854392529,0.011220821179449558,0.9550573229789734,0.011372420936822891
290,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194570921361446,0.011154892854392529,0.011220821179449558,0.9550577402114868,0.011371996253728867
291,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9269124865531921,0.018226688727736473,0.018279293552041054,0.018308371305465698,0.018273187801241875
292,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.022311536595225334,0.022340936586260796,0.9102186560630798,0.02238353341817856,0.022745389491319656
293,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.01599213480949402,0.015456145629286766,0.0156104089692235,0.9374162554740906,0.015525096096098423
294,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.2893529534339905,0.025000907480716705,0.025130417197942734,0.025348149240016937,0.6351675391197205
295,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.03373384848237038,0.03443661332130432,0.0334458090364933,0.8650462627410889,0.03333750367164612
296,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.033533431589603424,0.033550504595041275,0.8657628297805786,0.03374764695763588,0.033405549824237823
297,Can you explain to me why we are setting up two individual aid stations?,0.8850484490394592,0.02871878631412983,0.028707245364785194,0.028878239914774895,0.028647279366850853
298,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02231382019817829,0.9105016589164734,0.02243633382022381,0.02238350547850132,0.022364681586623192
299,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9269112944602966,0.018226690590381622,0.018279433250427246,0.01830916292965412,0.01827346906065941
300,I don't have any questions right now.,0.05093023180961609,0.050334956496953964,0.050440553575754166,0.7979653477668762,0.05032888427376747
301,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.016922183334827423,0.01679154299199581,0.9320706725120544,0.016970153898000717,0.017245424911379814
302,I’d rather not say.,0.06668699532747269,0.0672016441822052,0.7319601774215698,0.06747914105653763,0.06667208671569824
303,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9326950311660767,0.01674686372280121,0.01685177907347679,0.016769731417298317,0.016936592757701874
304,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.010111377574503422,0.010052968747913837,0.010116001591086388,0.01006520725786686,0.9596544504165649
305,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01550997607409954,0.01540466770529747,0.015443151816725731,0.9381746053695679,0.015467558987438679
306,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.033733636140823364,0.034381236881017685,0.03344576433300972,0.8651018738746643,0.03333750367164612
307,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.008438846096396446,0.9663366079330444,0.008432854898273945,0.008384349755942822,0.008407366462051868
308,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380459785461426,0.015431993640959263,0.015584006905555725,0.015502392314374447,0.015435656532645226
309,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194570921361446,0.01115489099174738,0.011220821179449558,0.9550566673278809,0.011372999288141727
310,"No, he is not here. I am taking his place.",0.7326176762580872,0.06737206876277924,0.0666690319776535,0.06667017191648483,0.06667103618383408
311,"No, he is not here. I am taking his place.",0.7326127290725708,0.0673770010471344,0.0666690319776535,0.06667017191648483,0.06667103618383408
312,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.016922172158956528,0.016791539266705513,0.9320772886276245,0.016970140859484673,0.017238877713680267
313,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9494646787643433,0.012916268780827522,0.012511448003351688,0.012516476213932037,0.012591122649610043
314,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.01599147543311119,0.01545614656060934,0.0156104089692235,0.9374169111251831,0.015525096096098423
315,"I'd really prefer just to wait until the brief, if that is ok.",0.03340940922498703,0.8664727807044983,0.03335873410105705,0.03341841325163841,0.033340681344270706
316,Can I talk with you in private once questions are over?,0.051106736063957214,0.050049785524606705,0.05016351118683815,0.7948445677757263,0.0538354329764843
317,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.022399703040719032,0.022249354049563408,0.022316601127386093,0.0223758015781641,0.910658597946167
318,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.0170646533370018,0.016802368685603142,0.9322999715805054,0.016862593591213226,0.01697043515741825
319,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.02231382019817829,0.9105017781257629,0.02243628352880478,0.02238350547850132,0.022364675998687744
320,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.03373369202017784,0.03439490124583244,0.033445775508880615,0.8650881052017212,0.03333750367164612
321,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363829977810383,0.014332172460854053,0.9425055384635925,0.014386093243956566,0.014412330463528633
322,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.015509992837905884,0.01540466770529747,0.015443151816725731,0.9381746053695679,0.015467564575374126
323,He is busy today,0.0673452690243721,0.06878527253866196,0.06769400089979172,0.728848397731781,0.0673270970582962
324,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8992673754692078,0.025179564952850342,0.0251130573451519,0.025294240564107895,0.025145746767520905
325,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.02239968627691269,0.022249355912208557,0.02231660485267639,0.022375917062163353,0.9106584787368774
326,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.028704259544610977,0.02857195772230625,0.02865089289844036,0.028796980157494545,0.8852759003639221
327,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8992740511894226,0.02517956681549549,0.02511303685605526,0.025287620723247528,0.02514573372900486
328,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.025070739910006523,0.025056248530745506,0.025134263560175896,0.025051653385162354,0.8996871113777161
329,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9189966917037964,0.020462321117520332,0.020285658538341522,0.02004116401076317,0.020214134827256203
330,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9326959848403931,0.01674685999751091,0.016851749271154404,0.016769729554653168,0.01693570427596569
331,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.02303745038807392,0.022759636864066124,0.0224424097687006,0.9093883633613586,0.022372126579284668
332,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.01692218892276287,0.01679154671728611,0.9320690035820007,0.016970161348581314,0.017247149720788002
333,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9327037334442139,0.016746848821640015,0.016851579770445824,0.016769710928201675,0.01692814566195011
334,"No, he is not here. I am taking his place.",0.7326118350028992,0.06737788766622543,0.0666690394282341,0.06667017936706543,0.06667104363441467
335,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.017084436491131783,0.016802389174699783,0.9322794675827026,0.01686263084411621,0.01697106659412384
336,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.01119457557797432,0.011154894717037678,0.011220826767385006,0.9550541043281555,0.011375616304576397
337,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9269151091575623,0.018226683139801025,0.018278764560818672,0.018306316807866096,0.018273185938596725
338,The plan was to use one large aid station with American medics running it. How is this way better?,0.47084516286849976,0.01732119545340538,0.016736898571252823,0.016762955114245415,0.47833380103111267
339,"I'd really prefer just to wait until the brief, if that is ok.",0.033409472554922104,0.8664725422859192,0.03335873410105705,0.03341856598854065,0.033340681344270706
340,"I'd really prefer just to wait until the brief, if that is ok.",0.033409323543310165,0.8664727807044983,0.03335873410105705,0.0334184430539608,0.03334067761898041
341,He is busy today,0.06734513491392136,0.06877095252275467,0.06769374758005142,0.7288631796836853,0.06732695549726486
342,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.015510166995227337,0.015404668636620045,0.01544315367937088,0.9381744861602783,0.015467563644051552
343,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.017063582316040993,0.016802366822957993,0.9323009848594666,0.016862589865922928,0.01697046123445034
344,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.015484455972909927,0.015477407723665237,0.9380828738212585,0.015492274425923824,0.015462961047887802
345,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.00843935925513506,0.9663370251655579,0.00843194592744112,0.008384347893297672,0.00840736273676157
346,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.03353342041373253,0.0335504487156868,0.8657622933387756,0.03374826908111572,0.033405549824237823
347,The plan was to use one large aid station with American medics running it. How is this way better?,0.4707705080509186,0.017320483922958374,0.016736900433897972,0.01676296256482601,0.47840914130210876
348,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.932695209980011,0.01674685999751091,0.01685177907347679,0.016769731417298317,0.01693643443286419
349,I’d rather not say.,0.06668700277805328,0.06720390170812607,0.7319411039352417,0.06749588996171951,0.06667208671569824
350,He is busy today,0.06734517216682434,0.06877455115318298,0.0676938146352768,0.7288594841957092,0.06732699275016785
351,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.033533431589603424,0.03355048596858978,0.8657627105712891,0.03374781832098961,0.033405549824237823
352,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.02231154590845108,0.02234094962477684,0.9102057218551636,0.0223835539072752,0.022758187726140022
353,"No, he is not here. I am taking his place.",0.7326123118400574,0.06737738847732544,0.0666690394282341,0.06667017936706543,0.06667104363441467
354,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380436539649963,0.015431994572281837,0.015586266294121742,0.015502408146858215,0.0154356574639678
355,I don't have any questions right now.,0.05091974511742592,0.05033488944172859,0.050440460443496704,0.7979760766029358,0.0503288209438324
356,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.01119457557797432,0.011154893785715103,0.01122082956135273,0.955050528049469,0.011379160918295383
357,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9193890690803528,0.02011733315885067,0.02010042406618595,0.020245127379894257,0.02014802396297455
358,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.2892850935459137,0.025000905618071556,0.025130407884716988,0.02534811943769455,0.6352354288101196
359,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.010110992938280106,0.010052969679236412,0.010115673765540123,0.01006520539522171,0.9596551656723022
360,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.016922177746891975,0.016791541129350662,0.9320745468139648,0.01697014644742012,0.017241548746824265
361,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.03373374417424202,0.03440852090716362,0.03344578668475151,0.8650744557380676,0.03333750367164612
362,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.015510441735386848,0.015404668636620045,0.015443152748048306,0.9381741881370544,0.01546756736934185
363,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9190002083778381,0.020458849146962166,0.020285645499825478,0.020041165873408318,0.020214125514030457
364,I’d rather not say.,0.06668701022863388,0.06720492243766785,0.7319238781929016,0.067512147128582,0.06667208671569824
365,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363843016326427,0.014332173392176628,0.9425057172775269,0.014386204071342945,0.014412062242627144
366,I’d rather not say.,0.06668700277805328,0.06720499694347382,0.7319371700286865,0.06749872863292694,0.06667208671569824
367,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.008438837714493275,0.9663371443748474,0.008432291448116302,0.008384348824620247,0.008407369256019592
368,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194570921361446,0.011154892854392529,0.011220821179449558,0.9550573229789734,0.011372361332178116
369,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9189947843551636,0.020464183762669563,0.02028566598892212,0.02004116214811802,0.0202141385525465
370,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.013410257175564766,0.01339369360357523,0.9463405609130859,0.013419590890407562,0.013435891829431057
371,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.03353342413902283,0.033550530672073364,0.8657630085945129,0.033747509121894836,0.03340555354952812
372,Can I talk with you in private once questions are over?,0.05110638588666916,0.05004974827170372,0.050163399428129196,0.7950341105461121,0.05364639684557915
373,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363858848810196,0.014332174323499203,0.9425046443939209,0.014386158436536789,0.014413151890039444
374,"No, he is not here. I am taking his place.",0.7326173186302185,0.0673723965883255,0.0666690319776535,0.06667017191648483,0.06667103618383408
375,It won't take long.,0.05228680372238159,0.7956799864768982,0.05054526403546333,0.05099894478917122,0.050489045679569244
376,"I'd really prefer just to wait until the brief, if that is ok.",0.033409275114536285,0.8664732575416565,0.03335873410105705,0.03341803327202797,0.033340681344270706
377,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9494683146476746,0.012912653386592865,0.012511448934674263,0.012516477145254612,0.012591121718287468
378,"No, he is not here. I am taking his place.",0.7326166033744812,0.06737310439348221,0.0666690319776535,0.06667017191648483,0.06667103618383408
379,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9190056920051575,0.02045341581106186,0.02028561942279339,0.02004116028547287,0.020214106887578964
380,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.015484451316297054,0.015477390959858894,0.9380829334259033,0.015492240898311138,0.015462961047887802
381,It won't take long.,0.05219782516360283,0.7957700490951538,0.05054498463869095,0.050998326390981674,0.050488803535699844
382,It won't take long.,0.0522339828312397,0.7957334518432617,0.0505451001226902,0.050998587161302567,0.0504889041185379
383,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194582097232342,0.011154897511005402,0.011220837011933327,0.9550445079803467,0.011385229416191578
384,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.03353341296315193,0.033550433814525604,0.8657639026641846,0.03374669328331947,0.033405546098947525
385,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.03353344649076462,0.03355062007904053,0.865761935710907,0.03374838829040527,0.03340555354952812
386,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.017086157575249672,0.016802392899990082,0.9322776198387146,0.01686263643205166,0.016971224918961525
387,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.022554965689778328,0.022592000663280487,0.022486599162220955,0.9098978042602539,0.022468648850917816
388,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.015509971417486668,0.01540466770529747,0.015443151816725731,0.9381746053695679,0.015467549674212933
389,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.012593599036335945,0.012635191902518272,0.03230040892958641,0.9299107789993286,0.012560009025037289
390,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.9193862080574036,0.020117364823818207,0.020100435242056847,0.020247839391231537,0.020148176699876785
391,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.01259189285337925,0.012633372098207474,0.04085661098361015,0.9213598370552063,0.012558278627693653
392,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363842085003853,0.014332175254821777,0.9425050616264343,0.014386327937245369,0.014412575401365757
393,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.016922179609537125,0.01679154299199581,0.9320735335350037,0.01697015017271042,0.017242616042494774
394,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9189969301223755,0.02046213671565056,0.020285658538341522,0.02004116401076317,0.020214134827256203
395,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.01551030296832323,0.015404666773974895,0.015443151816725731,0.9381743669509888,0.015467562712728977
396,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.012591391801834106,0.012632840313017368,0.04336661472916603,0.918851375579834,0.012557776644825935
397,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.03373366594314575,0.03438892215490341,0.03344577178359032,0.8650941848754883,0.03333750367164612
398,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.022555477917194366,0.022599248215556145,0.022486642003059387,0.9098899364471436,0.022468693554401398
399,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.01599859818816185,0.015456147491931915,0.01561041921377182,0.9374096989631653,0.015525100752711296
400,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363844878971577,0.014332175254821777,0.9425046443939209,0.01438618078827858,0.014413140714168549
401,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194570921361446,0.01115489099174738,0.011220821179449558,0.9550565481185913,0.011373171582818031
402,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.033533427864313126,0.033550526946783066,0.8657622933387756,0.03374817967414856,0.033405549824237823
403,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.02239968068897724,0.022249354049563408,0.022316602990031242,0.022375835105776787,0.910658597946167
404,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.015994403511285782,0.015456147491931915,0.015610413625836372,0.9374139308929443,0.015525098890066147
405,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.02256043255329132,0.022597219794988632,0.022486677393317223,0.9098869562149048,0.02246870845556259
406,He is busy today,0.06734553724527359,0.06881551444530487,0.06769450753927231,0.7288170456886292,0.06732736527919769
407,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0155104985460639,0.01540466770529747,0.015443151816725731,0.9381741285324097,0.01546755712479353
408,"No, he is not here. I am taking his place.",0.732612133026123,0.06737758219242096,0.0666690394282341,0.06667017936706543,0.06667104363441467
409,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.02239970676600933,0.022249355912208557,0.02231660485267639,0.022375911474227905,0.9106584787368774
410,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380456805229187,0.015431993640959263,0.015584266744554043,0.015502405352890491,0.015435655601322651
411,"No, he is not here. I am taking his place.",0.7326173186302185,0.06737243384122849,0.0666690468788147,0.06667017936706543,0.06667104363441467
412,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.010111503303050995,0.010052970610558987,0.010116461664438248,0.010065208189189434,0.959653913974762
413,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.025086937472224236,0.899827778339386,0.025012396275997162,0.025000227615237236,0.025072649121284485
414,It won't take long.,0.0522368848323822,0.795730471611023,0.0505451075732708,0.05099860951304436,0.0504889115691185
415,"No, he is not here. I am taking his place.",0.7326151132583618,0.06737464666366577,0.0666690394282341,0.06667017936706543,0.06667104363441467
416,I don't have any questions right now.,0.0509423092007637,0.05033506825566292,0.05044083297252655,0.7979528307914734,0.050328999757766724
417,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9190065264701843,0.02045261114835739,0.02028561569750309,0.02004116214811802,0.020214106887578964
418,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.01548448484390974,0.015477407723665237,0.9380828738212585,0.015492275357246399,0.015462963841855526
419,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.012591138482093811,0.012632569298148155,0.04465767368674278,0.9175611138343811,0.01255752146244049
420,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.022567471489310265,0.02259204164147377,0.022486701607704163,0.9098851084709167,0.022468719631433487
421,"Hello, sir. Have you eaten yet?",0.04004755988717079,0.04041886329650879,0.04000082239508629,0.04000094532966614,0.8395318388938904
422,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363839291036129,0.014332173392176628,0.9425058960914612,0.014386272057890892,0.014411818236112595
423,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.015995992347598076,0.01545614656060934,0.015610414557158947,0.9374123215675354,0.015525098890066147
424,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.014363839291036129,0.014332174323499203,0.942505419254303,0.014386091381311417,0.014412447810173035
425,I’d rather not say.,0.06668701022863388,0.06720715016126633,0.7319177985191345,0.06751594692468643,0.06667208671569824
426,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.022311532869935036,0.022340932860970497,0.9102216958999634,0.02238352783024311,0.022742262110114098
427,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9190036654472351,0.02045544981956482,0.020285628736019135,0.02004116214811802,0.02021411433815956
428,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9189950823783875,0.020463939756155014,0.02028566785156727,0.020041165873408318,0.02021414041519165
429,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.02507074363529682,0.025056252256035805,0.025134330615401268,0.025051655247807503,0.8996870517730713
430,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.2892398238182068,0.025000909343361855,0.02513040602207184,0.025348104536533356,0.6352807879447937
431,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.9326942563056946,0.01674686186015606,0.016851723194122314,0.016769731417298317,0.01693742908537388
432,He is busy today,0.06734588742256165,0.06885617226362228,0.06769515573978424,0.7287750840187073,0.06732773035764694
433,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.9380442500114441,0.015431994572281837,0.015585741959512234,0.015502402558922768,0.015435656532645226
434,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.011194569990038872,0.01115489099174738,0.011220819316804409,0.9550578594207764,0.011371856555342674
435,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.03353341668844223,0.0335504487156868,0.8657647967338562,0.03374576196074486,0.033405549824237823
436,He is busy today,0.06734558939933777,0.06882146745920181,0.06769461184740067,0.7288109660148621,0.06732742488384247
437,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.022554123774170876,0.022589104250073433,0.02248656563460827,0.9099016189575195,0.02246861718595028
438,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.01341030653566122,0.013393696397542953,0.9463405609130859,0.013419607654213905,0.013435816392302513
439,He is busy today,0.06734606623649597,0.06887942552566528,0.0676955059170723,0.7287511229515076,0.06732793152332306
440,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9269179701805115,0.01822667382657528,0.01827823743224144,0.018304284662008286,0.018272841349244118
