,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12
183,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0064103505574166775,0.006410319823771715,0.006410339381545782,0.0064103808254003525,0.006410608999431133,0.00641036219894886,0.006410387344658375,0.0064103808254003525,0.006410369649529457,0.9294856786727905,0.006410394329577684,0.006410387344658375
184,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.005208409391343594,0.005208382848650217,0.005208384245634079,0.9427074790000916,0.005208385176956654,0.005208405666053295,0.00520844291895628,0.005208426155149937,0.005208380986005068,0.005208398215472698,0.005208403337746859,0.005208489950746298
185,I don't have any questions right now.,0.020834144204854965,0.02083371952176094,0.02083406038582325,0.020834054797887802,0.020834296941757202,0.020833835005760193,0.02083379216492176,0.02083381824195385,0.7708254456520081,0.020833972841501236,0.02083525061607361,0.020833590999245644
186,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.008333494886755943,0.008333586156368256,0.9083312749862671,0.008333608508110046,0.008333427831530571,0.008333543315529823,0.008333401754498482,0.008333461359143257,0.00833379477262497,0.008333423174917698,0.008333501406013966,0.008333457633852959
187,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0064103505574166775,0.006410319823771715,0.006410339381545782,0.0064103808254003525,0.006410484202206135,0.00641036219894886,0.006410387344658375,0.0064103808254003525,0.006410369649529457,0.9294858574867249,0.006410394329577684,0.006410387344658375
188,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.011905309744179249,0.33939069509506226,0.5415583848953247,0.011904980055987835,0.011905286461114883,0.01190503966063261,0.011905062012374401,0.011904975399374962,0.011904940940439701,0.01190528366714716,0.011905056424438953,0.011904974468052387
189,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.009259618818759918,0.8981465697288513,0.009259368292987347,0.009259355254471302,0.009259414859116077,0.009259460493922234,0.009259343147277832,0.009259318932890892,0.009259367361664772,0.009259452112019062,0.009259420447051525,0.009259326383471489
190,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.009259399957954884,0.009259385988116264,0.009259356185793877,0.009259401820600033,0.009259399957954884,0.898145854473114,0.009259543381631374,0.00925966165959835,0.009259538725018501,0.009259581565856934,0.009259459562599659,0.009259453043341637
191,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0064103081822395325,0.006410303525626659,0.006410337518900633,0.006410364992916584,0.006410345435142517,0.006410322152078152,0.006410351954400539,0.00641054380685091,0.0064103309996426105,0.006410354748368263,0.006410317961126566,0.9294861555099487
192,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.006410358473658562,0.006410338915884495,0.006410353817045689,0.00641032587736845,0.0064103733748197556,0.006410348229110241,0.0064103370532393456,0.006410319823771715,0.0064103794284164906,0.9294862747192383,0.006410331930965185,0.006410321686416864
193,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.00925933662801981,0.009259392507374287,0.009259320795536041,0.009259339421987534,0.00925939530134201,0.009259500540792942,0.009259413927793503,0.8981461524963379,0.009259655140340328,0.009259405545890331,0.009259660728275776,0.009259349666535854
194,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0064103505574166775,0.006410319823771715,0.006410339381545782,0.0064103808254003525,0.006410484202206135,0.00641036219894886,0.006410387344658375,0.0064103808254003525,0.006410369649529457,0.9294858574867249,0.006410394329577684,0.006410387344658375
195,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.009259861893951893,0.8981463313102722,0.009259367361664772,0.009259354323148727,0.009259413927793503,0.009259459562599659,0.009259342215955257,0.009259318001568317,0.009259366430342197,0.009259451180696487,0.00925941951572895,0.009259325452148914
196,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.010416777804493904,0.010416766628623009,0.010416778735816479,0.010416753590106964,0.010417298413813114,0.010416797362267971,0.010416907258331776,0.010416737757623196,0.01041672844439745,0.010416742414236069,0.010416754521429539,0.8854148983955383
197,"Hello, sir. Have you eaten yet?",0.016666710376739502,0.8166661262512207,0.016666721552610397,0.016666710376739502,0.016666710376739502,0.016666779294610023,0.016666710376739502,0.016666710376739502,0.016666710376739502,0.016666710376739502,0.016666710376739502,0.016666721552610397
198,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.003472310258075595,0.0034723517019301653,0.0034723097924143076,0.003472310723736882,0.0034723870921880007,0.003472347045317292,0.0034722990822046995,0.0034723125863820314,0.9618042707443237,0.00347237940877676,0.003472448093816638,0.0034723083954304457
199,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.0052084908820688725,0.005208452697843313,0.9427067041397095,0.005208514630794525,0.005208452697843313,0.005208475049585104,0.0052085211500525475,0.005208462476730347,0.005208506714552641,0.005208518356084824,0.005208431743085384,0.005208440124988556
200,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.008333494886755943,0.008333660662174225,0.9083313345909119,0.008333607576787472,0.008333427831530571,0.008333543315529823,0.008333401754498482,0.008333460427820683,0.008333642967045307,0.008333422243595123,0.008333500474691391,0.008333457633852959
201,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.013889020308852196,0.013889001682400703,0.013888966292142868,0.013889709487557411,0.013889003545045853,0.013889029622077942,0.013889160007238388,0.01388915441930294,0.013889139518141747,0.013889167457818985,0.013889145106077194,0.8472194671630859
202,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.010416772216558456,0.8854132890701294,0.01041715033352375,0.0104167889803648,0.010417112149298191,0.010417134501039982,0.010416950099170208,0.010416937060654163,0.01041728351265192,0.010416899807751179,0.010416906327009201,0.010416791774332523
203,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.009259400889277458,0.009259386919438839,0.009259357117116451,0.009259402751922607,0.009259400889277458,0.898145854473114,0.009259544312953949,0.009259662590920925,0.009259539656341076,0.009259582497179508,0.009259460493922234,0.009259453974664211
204,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005952493753284216,0.0059524718672037125,0.005952569656074047,0.005952697712928057,0.005952516105026007,0.005952494218945503,0.005952589213848114,0.0059525733813643456,0.005952486302703619,0.9345217347145081,0.005952779203653336,0.005952608771622181
205,I don't have any questions right now.,0.020834140479564667,0.02083371765911579,0.02083405666053295,0.020834051072597504,0.020834293216466904,0.020833831280469894,0.02083379030227661,0.0208338163793087,0.7708262801170349,0.020833969116210938,0.020834418013691902,0.020833589136600494
206,Why does it have to be in private? We don't have a ton of time. ,0.7708272337913513,0.020833538845181465,0.020833667367696762,0.020833663642406464,0.020834458991885185,0.0208339374512434,0.02083377167582512,0.020834313705563545,0.02083406038582325,0.020833740010857582,0.020834121853113174,0.020833510905504227
207,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.006410527043044567,0.006410430185496807,0.006410450674593449,0.006410390138626099,0.006410486996173859,0.006410621106624603,0.006410383619368076,0.0064103491604328156,0.9294851422309875,0.006410519126802683,0.006410365924239159,0.006410330533981323
208,Why does it have to be in private? We don't have a ton of time. ,0.7708272337913513,0.020833538845181465,0.020833667367696762,0.020833663642406464,0.020834460854530334,0.0208339374512434,0.02083377167582512,0.020834315568208694,0.02083406038582325,0.020833740010857582,0.020834121853113174,0.020833510905504227
209,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.009259335696697235,0.009259396232664585,0.009259323589503765,0.009259381331503391,0.009259396232664585,0.009259352460503578,0.8981468677520752,0.009259398095309734,0.00925934687256813,0.009259313344955444,0.009259330108761787,0.00925950612872839
210,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.00520849134773016,0.005208452697843313,0.9427067041397095,0.005208514630794525,0.005208452697843313,0.005208475049585104,0.005208529997617006,0.005208462476730347,0.005208506714552641,0.005208534188568592,0.005208431743085384,0.005208440124988556
211,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.013888916000723839,0.013888916000723839,0.013888956978917122,0.01388896256685257,0.013888934627175331,0.013888955116271973,0.013888945803046227,0.013888928107917309,0.013888929039239883,0.013889018446207047,0.8472215533256531,0.013888943009078503
212,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0064103081822395325,0.006410303525626659,0.006410337518900633,0.006410364992916584,0.006410345435142517,0.006410322152078152,0.006410351954400539,0.006410578265786171,0.0064103309996426105,0.006410354748368263,0.006410317961126566,0.929486095905304
213,Can you explain to me why we are setting up two individual aid stations?,0.011904923245310783,0.011904899962246418,0.01190504152327776,0.869045078754425,0.01190487202256918,0.011905264109373093,0.011904854327440262,0.011904892511665821,0.01190525759011507,0.011904875747859478,0.011905109509825706,0.011904900893568993
214,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.010416777804493904,0.010416766628623009,0.010416778735816479,0.010416753590106964,0.010417004115879536,0.010416797362267971,0.010416907258331776,0.010416737757623196,0.01041672844439745,0.010416742414236069,0.010416754521429539,0.885415256023407
215,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.010416771285235882,0.010416780598461628,0.010416902601718903,0.01041704323142767,0.010416747070848942,0.010417042300105095,0.010416725650429726,0.010416807606816292,0.885414719581604,0.010416757315397263,0.010416893288493156,0.010416826233267784
216,The plan was to use one large aid station with American medics running it. How is this way better?,0.006944657769054174,0.0069448030553758144,0.006944842636585236,0.9236079454421997,0.00694462051615119,0.006945064291357994,0.006944590248167515,0.006944696884602308,0.006944812368601561,0.006944693624973297,0.006944596767425537,0.006944636814296246
217,Why does it have to be in private? We don't have a ton of time. ,0.7708263993263245,0.020833538845181465,0.020833667367696762,0.020833663642406464,0.020834462717175484,0.02083393931388855,0.020833773538470268,0.020835136994719505,0.0208340622484684,0.02083374187350273,0.020834123715758324,0.020833512768149376
218,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.011905310675501823,0.339121550321579,0.5418275594711304,0.01190498098731041,0.011905287392437458,0.011905040591955185,0.011905062943696976,0.011904976330697536,0.011904941871762276,0.011905284598469734,0.011905057355761528,0.011904975399374962
219,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.004629679024219513,0.004629691131412983,0.9490731954574585,0.004629681818187237,0.004629712086170912,0.004629680886864662,0.004629695322364569,0.004629721865057945,0.004629670176655054,0.004629729315638542,0.004629718139767647,0.004629821516573429
220,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006944556720554829,0.006944526918232441,0.006944557186216116,0.006944540422409773,0.9236096739768982,0.006944579537957907,0.006944721098989248,0.006944548338651657,0.006944549735635519,0.006944674998521805,0.0069445157423615456,0.006944556720554829
221,The plan was to use one large aid station with American medics running it. How is this way better?,0.006944658234715462,0.006944803521037102,0.006944844499230385,0.9236081838607788,0.006944620981812477,0.006944844499230385,0.006944590713828802,0.006944697350263596,0.0069448151625692844,0.006944694090634584,0.006944597233086824,0.006944637279957533
222,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.01388902124017477,0.013889002613723278,0.013888967223465443,0.013889707624912262,0.013889004476368427,0.013889030553400517,0.013889160938560963,0.013889155350625515,0.013889140449464321,0.01388916838914156,0.013889146037399769,0.8472194671630859
223,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.009259337559342384,0.009259393438696861,0.009259321726858616,0.009259340353310108,0.009259396232664585,0.009259501472115517,0.009259414859116077,0.8981461524963379,0.009259652346372604,0.00925940740853548,0.009259750135242939,0.009259350597858429
224,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.013889022171497345,0.013889003545045853,0.013888969086110592,0.01388990506529808,0.013889006339013577,0.013889032416045666,0.013889162801206112,0.01388915628194809,0.013889141380786896,0.013889170251786709,0.013889147900044918,0.8472192883491516
225,Can I talk with you in private once questions are over?,0.7708255052566528,0.02083388715982437,0.02083459123969078,0.02083437889814377,0.020833849906921387,0.020833715796470642,0.020833689719438553,0.02083362266421318,0.020833909511566162,0.020833538845181465,0.02083570510149002,0.020833631977438927
226,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.013888915069401264,0.013888915069401264,0.013888956047594547,0.013888961635529995,0.013888933695852757,0.013888954184949398,0.013888944871723652,0.013888927176594734,0.013888928107917309,0.013889017514884472,0.8472215533256531,0.013888942077755928
227,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.006410358473658562,0.006410338915884495,0.006410353817045689,0.00641032587736845,0.00641036918386817,0.006410348229110241,0.0064103370532393456,0.006410319823771715,0.006410383619368076,0.9294862747192383,0.006410331930965185,0.006410321686416864
228,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.009259686805307865,0.009259369224309921,0.009259551763534546,0.8981450796127319,0.00925945769995451,0.009259696118533611,0.00925937108695507,0.009259413927793503,0.00925956666469574,0.009259366430342197,0.009259899146854877,0.009259485639631748
229,"I'd really prefer just to wait until the brief, if that is ok.",0.013889703899621964,0.013889133930206299,0.013889025896787643,0.013889622874557972,0.013889554888010025,0.013889424502849579,0.013889674097299576,0.013889175839722157,0.013889106921851635,0.013889018446207047,0.013889063149690628,0.8472175002098083
230,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.00694462051615119,0.006944574881345034,0.006944617256522179,0.006944738328456879,0.9236085414886475,0.006944586057215929,0.0069446624256670475,0.006944587454199791,0.006944649387151003,0.006945103406906128,0.006944600027054548,0.006944730877876282
231,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0046296794898808,0.00462969159707427,0.9490732550621033,0.004629682283848524,0.004629712551832199,0.0046296813525259495,0.004629695788025856,0.0046297223307192326,0.004629670642316341,0.0046297297812998295,0.004629718605428934,0.004629777744412422
232,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.013888915069401264,0.013888915069401264,0.013888956047594547,0.013888961635529995,0.013888933695852757,0.013888954184949398,0.013888944871723652,0.013888927176594734,0.013888928107917309,0.013889017514884472,0.8472215533256531,0.013888942077755928
233,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.009259337559342384,0.009259393438696861,0.009259321726858616,0.009259340353310108,0.009259396232664585,0.009259501472115517,0.009259414859116077,0.898145854473114,0.00925965141505003,0.00925940740853548,0.009260083548724651,0.009259350597858429
234,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.006944581866264343,0.006944556720554829,0.006944627035409212,0.0069445036351680756,0.9236096739768982,0.006944542750716209,0.006944616325199604,0.006944675464183092,0.006944528315216303,0.00694454088807106,0.006944512017071247,0.006944643799215555
235,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.00925962533801794,0.8981465697288513,0.009259367361664772,0.009259354323148727,0.009259413927793503,0.009259459562599659,0.009259342215955257,0.009259318001568317,0.009259366430342197,0.009259451180696487,0.00925941951572895,0.009259325452148914
236,"I'd really prefer just to wait until the brief, if that is ok.",0.013889703899621964,0.013889133930206299,0.013889025896787643,0.013889622874557972,0.013889554888010025,0.013889424502849579,0.013889673165977001,0.013889175839722157,0.013889106921851635,0.013889018446207047,0.013889063149690628,0.8472175002098083
237,Can you explain to me why we are setting up two individual aid stations?,0.011904923245310783,0.011904899962246418,0.01190504152327776,0.8690450191497803,0.01190487202256918,0.011905367486178875,0.011904854327440262,0.011904892511665821,0.01190525759011507,0.011904875747859478,0.011905109509825706,0.011904900893568993
238,He is busy today,0.027777832001447678,0.027778107672929764,0.027777832001447678,0.02777785435318947,0.027777863666415215,0.027778295800089836,0.027778614312410355,0.6944398880004883,0.027779078111052513,0.027778049930930138,0.02777860127389431,0.02777797356247902
239,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0075758988969028,0.00757592124864459,0.0075758276507258415,0.007575981318950653,0.007575881201773882,0.007575871888548136,0.007575864903628826,0.007575819734483957,0.007575852330774069,0.9166653156280518,0.007575914263725281,0.007575863506644964
240,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.00641035009175539,0.006410319358110428,0.006410338915884495,0.006410380359739065,0.006410484667867422,0.006410361733287573,0.0064103868789970875,0.006410380359739065,0.00641036918386817,0.9294858574867249,0.006410393863916397,0.0064103868789970875
241,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.908331573009491,0.008333398960530758,0.008333450183272362,0.008333510719239712,0.008333497680723667,0.008333454839885235,0.008333519101142883,0.008333628065884113,0.008333544246852398,0.008333434350788593,0.008333406411111355,0.008333524689078331
242,"No, he is not here. I am taking his place.",0.027779152616858482,0.027777891606092453,0.027778586372733116,0.027777891606092453,0.02777835726737976,0.6944404244422913,0.02777806669473648,0.027777891606092453,0.027777982875704765,0.02777789905667305,0.027777891606092453,0.02777796983718872
243,Can I talk with you in private once questions are over?,0.7708265781402588,0.02083388715982437,0.020834587514400482,0.02083437703549862,0.020833849906921387,0.020833713933825493,0.020833689719438553,0.02083362266421318,0.020833909511566162,0.020833538845181465,0.020834632217884064,0.020833631977438927
244,I don't have any questions right now.,0.020834142342209816,0.02083371952176094,0.0208340585231781,0.020834052935242653,0.02083429880440235,0.020833833143115044,0.02083379216492176,0.02083381824195385,0.7708261013031006,0.020833970978856087,0.020834630355238914,0.020833590999245644
245,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.005208409391343594,0.005208382848650217,0.005208384245634079,0.9427074790000916,0.005208385176956654,0.005208405666053295,0.00520844291895628,0.005208426155149937,0.005208380986005068,0.005208398215472698,0.005208403337746859,0.005208489950746298
246,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.00925962533801794,0.8981465697288513,0.009259367361664772,0.009259354323148727,0.009259413927793503,0.009259459562599659,0.009259342215955257,0.009259318001568317,0.009259366430342197,0.009259451180696487,0.00925941951572895,0.009259325452148914
247,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.009259686805307865,0.009259369224309921,0.009259551763534546,0.8981450796127319,0.00925945769995451,0.009259696118533611,0.00925937108695507,0.009259413927793503,0.00925956666469574,0.009259366430342197,0.009259899146854877,0.009259485639631748
248,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.013889018446207047,0.013889001682400703,0.013888966292142868,0.8472195863723755,0.01388899888843298,0.013889029622077942,0.01388915628194809,0.013889155350625515,0.013889137655496597,0.01388914417475462,0.013889145106077194,0.013889672234654427
249,I’d rather not say.,0.6944416165351868,0.027777953073382378,0.027777882292866707,0.02777816541492939,0.02777877263724804,0.02777804248034954,0.027778061106801033,0.027777869254350662,0.027777869254350662,0.027777893468737602,0.027777934446930885,0.027777953073382378
250,Can you explain to me why we are setting up two individual aid stations?,0.011904923245310783,0.011904899962246418,0.01190504152327776,0.869045078754425,0.01190487202256918,0.011905266903340816,0.011904854327440262,0.011904892511665821,0.01190525759011507,0.011904875747859478,0.011905109509825706,0.011904900893568993
251,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.008333494886755943,0.008333607576787472,0.9083314538002014,0.00833361316472292,0.008333427831530571,0.008333543315529823,0.008333401754498482,0.008333460427820683,0.008333642035722733,0.008333422243595123,0.008333500474691391,0.008333457633852959
252,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.01041739247739315,0.010416846722364426,0.8854146003723145,0.0104167889803648,0.010416887700557709,0.010416779667139053,0.010416829958558083,0.010416763834655285,0.010416761972010136,0.010416836477816105,0.01041678711771965,0.010416753590106964
253,I don't have any questions right now.,0.020834144204854965,0.02083372138440609,0.02083406038582325,0.020834054797887802,0.020834296941757202,0.020833835005760193,0.02083379402756691,0.020833820104599,0.7708262801170349,0.020833972841501236,0.020834455266594887,0.020833592861890793
254,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0064103505574166775,0.006410319823771715,0.006410339381545782,0.0064103808254003525,0.006410484202206135,0.00641036219894886,0.006410387344658375,0.0064103808254003525,0.006410369649529457,0.9294858574867249,0.006410394329577684,0.006410387344658375
255,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.005952493287622929,0.005952471401542425,0.00595256919041276,0.005952694918960333,0.005952515639364719,0.005952493753284216,0.005952588748186827,0.005952572915703058,0.005952485837042332,0.9345217347145081,0.005952763836830854,0.005952608305960894
256,"I'd really prefer just to wait until the brief, if that is ok.",0.013889707624912262,0.013889134861528873,0.013889026828110218,0.013889624737203121,0.0138895558193326,0.013889425434172153,0.013889674097299576,0.013889177702367306,0.01388910785317421,0.013889019377529621,0.013889064081013203,0.8472175002098083
257,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.010417252779006958,0.010416845791041851,0.885414719581604,0.010416788049042225,0.010416886769235134,0.010416778735816479,0.010416829027235508,0.01041676290333271,0.010416761040687561,0.01041683554649353,0.010416786186397076,0.01041675265878439
258,The plan was to use one large aid station with American medics running it. How is this way better?,0.0069446568377316,0.00694480212405324,0.006944841239601374,0.9236083030700684,0.006944619584828615,0.006944788154214621,0.006944588851183653,0.006944695953279734,0.006944811437278986,0.0069446926936507225,0.0069445958361029625,0.006944635417312384
259,Can I talk with you in private once questions are over?,0.7708265781402588,0.02083388715982437,0.02083461731672287,0.02083437703549862,0.020833849906921387,0.020833713933825493,0.020833689719438553,0.02083362266421318,0.020833909511566162,0.020833538845181465,0.02083461359143257,0.020833631977438927
260,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.010417128913104534,0.010416845791041851,0.8854148387908936,0.010416788049042225,0.010416886769235134,0.010416778735816479,0.010416829027235508,0.01041676290333271,0.010416761040687561,0.01041683554649353,0.010416786186397076,0.01041675265878439
261,"I'd really prefer just to wait until the brief, if that is ok.",0.013889703899621964,0.013889133930206299,0.013889025896787643,0.013889622874557972,0.013889554888010025,0.013889424502849579,0.013889879919588566,0.013889175839722157,0.013889106921851635,0.013889018446207047,0.013889063149690628,0.8472172617912292
262,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006944556720554829,0.006944526918232441,0.006944557186216116,0.006944540422409773,0.9236096739768982,0.006944579537957907,0.006944720633327961,0.006944548338651657,0.006944549735635519,0.006944674998521805,0.0069445157423615456,0.006944556720554829
263,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0064103505574166775,0.006410319823771715,0.006410339381545782,0.0064103808254003525,0.006410680245608091,0.00641036219894886,0.006410387344658375,0.0064103808254003525,0.006410369649529457,0.9294856190681458,0.006410394329577684,0.006410387344658375
264,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.011905310675501823,0.33902308344841003,0.5419260263442993,0.01190498098731041,0.011905287392437458,0.011905040591955185,0.011905062943696976,0.011904976330697536,0.011904941871762276,0.011905284598469734,0.011905057355761528,0.011904975399374962
265,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.00925933662801981,0.009259392507374287,0.009259320795536041,0.009259339421987534,0.00925939530134201,0.009259500540792942,0.009259413927793503,0.8981460928916931,0.009259775280952454,0.009259405545890331,0.009259660728275776,0.009259349666535854
266,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.00925933662801981,0.00925939716398716,0.00925932452082634,0.009259382262825966,0.009259398095309734,0.009259353391826153,0.8981468677520752,0.009259399026632309,0.009259347803890705,0.009259314276278019,0.009259331040084362,0.009259507060050964
267,Can I talk with you in private once questions are over?,0.7708265781402588,0.02083388715982437,0.020834600552916527,0.02083437703549862,0.020833849906921387,0.020833713933825493,0.020833689719438553,0.02083362266421318,0.020833909511566162,0.020833538845181465,0.020834611728787422,0.020833631977438927
268,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.006410307716578245,0.006410303059965372,0.0064103370532393456,0.006410364527255297,0.00641034496948123,0.006410321686416864,0.006410351488739252,0.00641056289896369,0.006410330533981323,0.006410354282706976,0.006410317495465279,0.929486095905304
269,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.006410307716578245,0.006410303059965372,0.0064103370532393456,0.006410364527255297,0.00641034496948123,0.006410321686416864,0.006410351488739252,0.006410683039575815,0.006410330533981323,0.006410354282706976,0.006410317495465279,0.9294860363006592
270,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.010416777804493904,0.010416766628623009,0.010416778735816479,0.010416753590106964,0.01041702926158905,0.010416797362267971,0.010416907258331776,0.010416737757623196,0.01041672844439745,0.010416742414236069,0.010416754521429539,0.8854151964187622
271,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.00925933662801981,0.00925939716398716,0.00925932452082634,0.009259382262825966,0.009259398095309734,0.009259353391826153,0.8981466889381409,0.009259399026632309,0.009259347803890705,0.009259314276278019,0.009259331040084362,0.009259707294404507
272,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.010417042300105095,0.010416846722364426,0.8854149580001831,0.0104167889803648,0.010416887700557709,0.010416779667139053,0.010416829958558083,0.010416763834655285,0.010416761972010136,0.01041683554649353,0.01041678711771965,0.010416753590106964
273,"I'd really prefer just to wait until the brief, if that is ok.",0.013889703899621964,0.013889133930206299,0.013889025896787643,0.013889622874557972,0.013889554888010025,0.013889424502849579,0.013889673165977001,0.013889175839722157,0.013889106921851635,0.013889018446207047,0.013889063149690628,0.8472175002098083
274,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.0104169687256217,0.8854146003723145,0.010416841134428978,0.01041682530194521,0.01041693426668644,0.010416829027235508,0.010416797362267971,0.010416770353913307,0.010416880249977112,0.010416936129331589,0.010416833683848381,0.010416777804493904
275,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.006944557186216116,0.006944527383893728,0.006944557651877403,0.00694454088807106,0.9236096739768982,0.006944580003619194,0.006944721564650536,0.006944549269974232,0.006944550201296806,0.006944675929844379,0.006944516208022833,0.006944557186216116
276,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.009259620681405067,0.8981465697288513,0.009259367361664772,0.009259354323148727,0.009259413927793503,0.009259459562599659,0.009259342215955257,0.009259318001568317,0.009259366430342197,0.009259451180696487,0.00925941951572895,0.009259325452148914
277,I’d rather not say.,0.6944418549537659,0.027777953073382378,0.027777882292866707,0.02777816541492939,0.02777853049337864,0.02777804248034954,0.027778061106801033,0.027777869254350662,0.027777869254350662,0.027777893468737602,0.027777934446930885,0.027777953073382378
278,He is busy today,0.027777833864092827,0.027778109535574913,0.027777833864092827,0.027777856215834618,0.027777865529060364,0.027778297662734985,0.027778618037700653,0.6944393515586853,0.027779554948210716,0.027778051793575287,0.027778606861829758,0.02777797542512417
