,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
426,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01010110229253769,0.010101500898599625,0.8989880084991455,0.010101125575602055,0.010101311840116978,0.010101059451699257,0.010101345367729664,0.010101224295794964,0.010101066902279854,0.010101069696247578,0.010101169347763062
427,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.009091144427657127,0.9090886116027832,0.009091140702366829,0.009091109037399292,0.009091198444366455,0.009091077372431755,0.009091049432754517,0.009091225452721119,0.009091071784496307,0.009091360494494438,0.009091033600270748
428,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.009091144427657127,0.9090887308120728,0.009091140702366829,0.009091108106076717,0.009091192856431007,0.009091077372431755,0.009091049432754517,0.009091205894947052,0.009091071784496307,0.009091268293559551,0.009091033600270748
429,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.011364013887941837,0.011364039033651352,0.011364343576133251,0.011364530771970749,0.01136418804526329,0.011363761499524117,0.011364292353391647,0.011364191770553589,0.011363937519490719,0.011363842524588108,0.8863588571548462
430,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.01136469841003418,0.8863567113876343,0.01136404275894165,0.011364387348294258,0.011363878846168518,0.011364038102328777,0.011363798752427101,0.01136418804526329,0.011365722864866257,0.011364276520907879,0.011364241130650043
431,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.007575955707579851,0.0075759864412248135,0.007576036732643843,0.007575978524982929,0.00757605442777276,0.0075758760794997215,0.924239993095398,0.007576076779514551,0.007576008327305317,0.00757591100409627,0.007576156873255968
432,He is busy today,0.030303137376904488,0.03030504658818245,0.030306966975331306,0.03030334785580635,0.030304456129670143,0.030303137376904488,0.6969591379165649,0.03030439093708992,0.030303137376904488,0.0303034745156765,0.030303742736577988
433,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.006993288639932871,0.006993149407207966,0.006993264425545931,0.00699337525293231,0.006993577815592289,0.006993287708610296,0.22568827867507935,0.006993409246206284,0.006993466522544622,0.006993530318140984,0.7113714218139648
434,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.005050663370639086,0.0050506191328167915,0.005050583276897669,0.9494938254356384,0.005050621926784515,0.005050569772720337,0.005050633568316698,0.0050506191328167915,0.0050506191328167915,0.005050591193139553,0.00505061075091362
435,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.015152940526604652,0.015151651576161385,0.015151940286159515,0.015152099542319775,0.015152547508478165,0.015151767991483212,0.015151808969676495,0.015151872299611568,0.015152141451835632,0.015151719562709332,0.8484795093536377
436,He is busy today,0.030303137376904488,0.03030504658818245,0.030306950211524963,0.03030334785580635,0.030304456129670143,0.030303137376904488,0.6969591379165649,0.03030439093708992,0.030303137376904488,0.0303034745156765,0.030303742736577988
437,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.010101307183504105,0.010101388208568096,0.010101852007210255,0.010101260617375374,0.010101434774696827,0.010101334191858768,0.8989858627319336,0.010101732797920704,0.010101299732923508,0.010101217776536942,0.01010130811482668
438,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.0060607376508414745,0.006061023101210594,0.006060834974050522,0.006060783751308918,0.9393920302391052,0.0060607013292610645,0.006060772575438023,0.006060866639018059,0.0060607451014220715,0.006060675717890263,0.006060798652470112
439,He is busy today,0.030303139239549637,0.030305050313472748,0.03030693717300892,0.03030335158109665,0.030304457992315292,0.030303139239549637,0.6969591975212097,0.03030439466238022,0.030303139239549637,0.030303478240966797,0.030303746461868286
440,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.008264688774943352,0.008264709264039993,0.008264775387942791,0.008264787495136261,0.008264843374490738,0.008265078067779541,0.00826522521674633,0.008265398442745209,0.008265070617198944,0.008264891803264618,0.9173505306243896
441,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.010101103223860264,0.01010152418166399,0.8989880084991455,0.01010112650692463,0.010101312771439552,0.010101060383021832,0.010101346299052238,0.010101226158440113,0.010101067833602428,0.010101070627570152,0.010101170279085636
442,"I'd really prefer just to wait until the brief, if that is ok.",0.01515264343470335,0.015153164975345135,0.015152933076024055,0.015152460895478725,0.015152685344219208,0.015151666477322578,0.015151666477322578,0.015153403393924236,0.015152055770158768,0.8484745621681213,0.015152767300605774
443,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00568191846832633,0.005681915674358606,0.005681915208697319,0.005682095885276794,0.943180501461029,0.00568186491727829,0.005681905895471573,0.005681920330971479,0.005681860726326704,0.005681900307536125,0.005682204384356737
444,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.010101143270730972,0.010101168416440487,0.010101135820150375,0.01010160893201828,0.01010114699602127,0.010101187974214554,0.8989875316619873,0.010101393796503544,0.01010128203779459,0.010101156309247017,0.010101262480020523
445,I’d rather not say.,0.6969645619392395,0.03030315972864628,0.030303452163934708,0.03030317649245262,0.030303839594125748,0.030305836349725723,0.03030315972864628,0.03030315972864628,0.030303318053483963,0.03030315972864628,0.03030315972864628
446,"Hello, sir. Have you eaten yet?",0.018181946128606796,0.01818213239312172,0.018181968480348587,0.018181899562478065,0.018181899562478065,0.8181800246238708,0.018181899562478065,0.018181899562478065,0.018182406201958656,0.018181899562478065,0.018182022497057915
447,"No, he is not here. I am taking his place.",0.03030400723218918,0.030303627252578735,0.030303223058581352,0.030303096398711205,0.030303213745355606,0.6969660520553589,0.030303150415420532,0.03030317649245262,0.0303031112998724,0.030303530395030975,0.03030381165444851
448,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.01010121963918209,0.01010143756866455,0.010102106258273125,0.010101525112986565,0.8989850878715515,0.01010107807815075,0.010101443156599998,0.010101506486535072,0.010101404041051865,0.01010143756866455,0.010101770050823689
449,He is busy today,0.030303139239549637,0.030305050313472748,0.030307002365589142,0.03030335158109665,0.030304457992315292,0.030303139239549637,0.6969591379165649,0.03030439466238022,0.030303139239549637,0.030303478240966797,0.030303746461868286
450,I don't have any questions right now.,0.022729195654392242,0.02273213490843773,0.022730085998773575,0.022728264331817627,0.022729521617293358,0.02272944711148739,0.022730493918061256,0.022728752344846725,0.022728992626070976,0.022728485986590385,0.7727046012878418
451,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0075759547762572765,0.007575985975563526,0.007576036266982555,0.007575978059321642,0.00757605442777276,0.007575875613838434,0.924239993095398,0.0075760758481919765,0.00757600786164403,0.007575910072773695,0.007576138246804476
452,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.01298748143017292,0.870125949382782,0.012987748719751835,0.012987361289560795,0.012987282127141953,0.012987775728106499,0.012987202033400536,0.012987224385142326,0.01298733614385128,0.012987207621335983,0.01298737246543169
453,I’d rather not say.,0.6969645619392395,0.030303161591291428,0.030303454026579857,0.03030317835509777,0.030303841456770897,0.03030584007501602,0.030303161591291428,0.030303161591291428,0.030303319916129112,0.030303161591291428,0.030303161591291428
454,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.01010121963918209,0.01010143756866455,0.01010213140398264,0.010101525112986565,0.8989850878715515,0.01010107807815075,0.010101443156599998,0.010101506486535072,0.010101404041051865,0.01010143756866455,0.010101770050823689
455,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0075759561732411385,0.007575987372547388,0.007576037663966417,0.0075759789906442165,0.007576054893434048,0.007575876545161009,0.924239993095398,0.0075760758481919765,0.007576008792966604,0.007575911469757557,0.007576106581836939
456,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.004546039737761021,0.004545987118035555,0.004545677453279495,0.004545718431472778,0.004545683041214943,0.004545609932392836,0.004545804113149643,0.9545424580574036,0.0045457873493433,0.004545555450022221,0.004545698408037424
457,"I'd really prefer just to wait until the brief, if that is ok.",0.015152642503380775,0.015153164975345135,0.015152931213378906,0.01515245996415615,0.015152684412896633,0.01515166461467743,0.01515166461467743,0.01515345461666584,0.015152054838836193,0.8484745025634766,0.0151527663692832
458,He is busy today,0.030303139239549637,0.030305050313472748,0.030307123437523842,0.03030335158109665,0.030304457992315292,0.030303139239549637,0.6969589591026306,0.03030439466238022,0.030303139239549637,0.030303478240966797,0.030303746461868286
459,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.015152916312217712,0.015151649713516235,0.01515193935483694,0.0151520986109972,0.01515254657715559,0.015151767060160637,0.01515180803835392,0.015151871368288994,0.015152140520513058,0.015151718631386757,0.8484795689582825
460,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.010101142339408398,0.010101167485117912,0.0101011348888278,0.010101448744535446,0.010101146064698696,0.01010118704289198,0.8989876508712769,0.010101375170052052,0.010101279243826866,0.010101155377924442,0.010101261548697948
461,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0075759561732411385,0.007575987372547388,0.007576037663966417,0.0075759789906442165,0.007576055359095335,0.007575876545161009,0.924239993095398,0.007576076779514551,0.007576008792966604,0.007575911469757557,0.007576136849820614
462,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.010101103223860264,0.010101503692567348,0.8989880084991455,0.01010112650692463,0.010101312771439552,0.010101060383021832,0.010101346299052238,0.010101226158440113,0.010101067833602428,0.010101070627570152,0.010101170279085636
463,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.008264686912298203,0.008264707401394844,0.008264774456620216,0.008264786563813686,0.008264841511845589,0.008265077136456966,0.008265224285423756,0.008265592157840729,0.00826506968587637,0.008264890871942043,0.9173502922058105
464,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.009091143496334553,0.9090887308120728,0.009091139771044254,0.009091107174754143,0.009091191925108433,0.00909107644110918,0.009091048501431942,0.009091204963624477,0.009091070853173733,0.009091268293559551,0.009091032668948174
465,Why does it have to be in private? We don't have a ton of time. ,0.7727140784263611,0.02272815816104412,0.022729292511940002,0.022727834060788155,0.022728143259882927,0.022728558629751205,0.022729717195034027,0.02272866480052471,0.022729046642780304,0.02272786572575569,0.02272859588265419
466,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.009091503918170929,0.009091353043913841,0.009091051295399666,0.009091425687074661,0.009091179817914963,0.009091097861528397,0.009090982377529144,0.0090910904109478,0.009091280400753021,0.9090876579284668,0.00909134466201067
467,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.008264687843620777,0.008264708332717419,0.008264774456620216,0.008264786563813686,0.008264842443168163,0.008265078067779541,0.00826522521674633,0.008265504613518715,0.00826506968587637,0.008264890871942043,0.9173504114151001
468,I’d rather not say.,0.6969637870788574,0.030303161591291428,0.030303454026579857,0.03030317835509777,0.030303843319416046,0.030306633561849594,0.030303161591291428,0.030303161591291428,0.030303319916129112,0.030303161591291428,0.030303161591291428
469,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.009091144427657127,0.9090887308120728,0.009091140702366829,0.009091108106076717,0.009091192856431007,0.009091077372431755,0.009091049432754517,0.009091205894947052,0.009091071784496307,0.009091268293559551,0.009091033600270748
470,The plan was to use one large aid station with American medics running it. How is this way better?,0.007576386444270611,0.007575975731015205,0.007575952913612127,0.007575950585305691,0.007575805764645338,0.007576017640531063,0.0075759305618703365,0.007575956638902426,0.007576043717563152,0.9242401719093323,0.007575829513370991
471,I’d rather not say.,0.6969627141952515,0.030303161591291428,0.030303454026579857,0.03030317835509777,0.030303843319416046,0.030307643115520477,0.030303161591291428,0.030303161591291428,0.030303319916129112,0.030303161591291428,0.030303161591291428
472,The plan was to use one large aid station with American medics running it. How is this way better?,0.0075764283537864685,0.007575974799692631,0.007575951516628265,0.007575949188321829,0.007575804367661476,0.007576016243547201,0.007575929164886475,0.0075759561732411385,0.00757604232057929,0.9242401123046875,0.007575828116387129
473,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.011364792473614216,0.011364334262907505,0.011364199221134186,0.011364339850842953,0.011363768018782139,0.01136409305036068,0.011363852769136429,0.011364158242940903,0.8863570690155029,0.011365586891770363,0.011363828554749489
474,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.011364700272679329,0.8863576054573059,0.0113640446215868,0.011364389210939407,0.011363880708813667,0.011364039964973927,0.01136380061507225,0.011364188976585865,0.011364847421646118,0.011364277452230453,0.011364242993295193
475,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.011364778503775597,0.011364275589585304,0.011364242061972618,0.011364222504198551,0.011363767087459564,0.011364058591425419,0.011363863945007324,0.011364075355231762,0.6043790578842163,0.2933438718318939,0.011363808996975422
476,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.005681956652551889,0.005681977607309818,0.005681883543729782,0.005681974813342094,0.005681860260665417,0.005682343617081642,0.005681873764842749,0.0056819431483745575,0.0056819249875843525,0.9431803822517395,0.005681848153471947
477,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.011364697478711605,0.8863576054573059,0.01136404275894165,0.011364387348294258,0.011363878846168518,0.011364038102328777,0.011363798752427101,0.011364187113940716,0.011364848352968693,0.011364275589585304,0.011364241130650043
478,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.011363852769136429,0.011364110745489597,0.011364288628101349,0.01136512216180563,0.011364114470779896,0.011363718658685684,0.011363716796040535,0.011364011093974113,0.8863587379455566,0.011364361271262169,0.011363972909748554
479,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.009091144427657127,0.9090887308120728,0.009091140702366829,0.009091108106076717,0.009091192856431007,0.009091077372431755,0.009091049432754517,0.009091205894947052,0.009091071784496307,0.009091268293559551,0.009091033600270748
480,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.00454604160040617,0.004545987583696842,0.0045456779189407825,0.004545718897134066,0.00454568350687623,0.004545610398054123,0.00454580457881093,0.9545424580574036,0.004545787815004587,0.004545555915683508,0.004545698873698711
481,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.00757629657164216,0.007576318457722664,0.0075760651379823685,0.007576862350106239,0.007576179224997759,0.007576125208288431,0.007576482370495796,0.9242362380027771,0.007576895412057638,0.007576190400868654,0.007576315198093653
482,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.007576296105980873,0.007576317992061377,0.007576064672321081,0.0075768157839775085,0.0075761787593364716,0.007576124742627144,0.007576481904834509,0.9242361783981323,0.007577016483992338,0.007576189935207367,0.007576314732432365
483,"Hello, sir. Have you eaten yet?",0.018181946128606796,0.01818213239312172,0.018181968480348587,0.018181899562478065,0.018181899562478065,0.8181800246238708,0.018181899562478065,0.018181899562478065,0.01818240061402321,0.018181899562478065,0.018182022497057915
484,"I'd really prefer just to wait until the brief, if that is ok.",0.015152642503380775,0.015153164975345135,0.015152931213378906,0.01515245996415615,0.015152684412896633,0.01515166461467743,0.01515166461467743,0.01515345461666584,0.015152054838836193,0.8484745025634766,0.0151527663692832
485,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.006993288639932871,0.0069931503385305405,0.006993264425545931,0.00699337525293231,0.006993577815592289,0.006993287708610296,0.22489984333515167,0.006993409246206284,0.006993466522544622,0.006993530783802271,0.7121598124504089
486,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.005050663370639086,0.0050506191328167915,0.005050583276897669,0.9494938254356384,0.005050621926784515,0.005050569772720337,0.005050633568316698,0.0050506191328167915,0.0050506191328167915,0.005050591193139553,0.00505061075091362
487,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.009091144427657127,0.9090887308120728,0.009091140702366829,0.009091108106076717,0.009091192856431007,0.009091077372431755,0.009091049432754517,0.009091205894947052,0.009091071784496307,0.009091268293559551,0.009091033600270748
488,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.011363852769136429,0.011364110745489597,0.011364288628101349,0.011364656500518322,0.011364114470779896,0.011363718658685684,0.011363716796040535,0.011364011093974113,0.8863592147827148,0.011364361271262169,0.011363972909748554
489,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.015152890235185623,0.015151649713516235,0.01515193935483694,0.0151520986109972,0.01515254657715559,0.015151767060160637,0.01515180803835392,0.015151871368288994,0.015152140520513058,0.015151718631386757,0.8484795689582825
490,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0075759561732411385,0.007575987372547388,0.007576037663966417,0.0075759789906442165,0.007576054893434048,0.007575876545161009,0.924239993095398,0.0075760758481919765,0.007576008792966604,0.007575911469757557,0.007576107047498226
491,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.01136385090649128,0.011364108882844448,0.0113642867654562,0.011364756152033806,0.011364112608134747,0.011363716796040535,0.011363714933395386,0.011364009231328964,0.8863590955734253,0.01136435940861702,0.011363971047103405
492,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9350597858428955,0.006493848282843828,0.006493842229247093,0.006494056899100542,0.006494374014437199,0.006493833381682634,0.00649440661072731,0.0064942194148898125,0.00649386178702116,0.006493739318102598,0.006493985652923584
493,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9350591897964478,0.0064938487485051155,0.0064938426949083805,0.006494057364761829,0.006494374945759773,0.006493833847343922,0.006495045498013496,0.0064942198805511,0.006493862252682447,0.0064937397837638855,0.006493986584246159
494,Can you explain to me why we are setting up two individual aid stations?,0.012988322414457798,0.012988182716071606,0.0129880141466856,0.012987385503947735,0.012987187132239342,0.012987484224140644,0.01298720296472311,0.012987415306270123,0.8701229691505432,0.01298872847110033,0.01298715639859438
495,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.011364012956619263,0.011364038102328777,0.011364342644810677,0.011364609003067017,0.011364187113940716,0.011363760568201542,0.011364291422069073,0.011364190839231014,0.011363936588168144,0.011363841593265533,0.8863587975502014
496,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.011363851837813854,0.011364109814167023,0.011364287696778774,0.011364688165485859,0.011364113539457321,0.01136371772736311,0.01136371586471796,0.011364010162651539,0.8863591551780701,0.011364360339939594,0.01136397197842598
497,I’d rather not say.,0.6969645023345947,0.030303161591291428,0.030303454026579857,0.03030317835509777,0.030303841456770897,0.030305907130241394,0.030303161591291428,0.030303161591291428,0.030303319916129112,0.030303161591291428,0.030303161591291428
498,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.005681956652551889,0.005681977607309818,0.005681883543729782,0.005681974813342094,0.005681860260665417,0.0056823440827429295,0.005681873764842749,0.0056819431483745575,0.0056819249875843525,0.9431803822517395,0.005681848153471947
499,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.005681918002665043,0.005681915208697319,0.005681914743036032,0.005682095419615507,0.9431804418563843,0.0056818644516170025,0.005681905429810286,0.005681919865310192,0.005681860260665417,0.005681899841874838,0.0056822276674211025
500,"No, he is not here. I am taking his place.",0.03030400350689888,0.030303625389933586,0.030303221195936203,0.030303094536066055,0.030303210020065308,0.6969661116600037,0.030303148552775383,0.030303172767162323,0.03030310943722725,0.030303528532385826,0.03030380979180336
501,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.011364792473614216,0.011364334262907505,0.011364199221134186,0.011364339850842953,0.011363768018782139,0.01136409305036068,0.011363852769136429,0.011364158242940903,0.8863571882247925,0.011365445330739021,0.011363828554749489
502,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.009091144427657127,0.9090887308120728,0.009091140702366829,0.009091108106076717,0.009091192856431007,0.009091077372431755,0.009091049432754517,0.009091205894947052,0.009091071784496307,0.009091268293559551,0.009091033600270748
503,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.007576177828013897,0.007576578296720982,0.007576028350740671,0.007576481439173222,0.007576483301818371,0.007575938943773508,0.007576314732432365,0.9242372512817383,0.007576688192784786,0.007575925439596176,0.007576114032417536
504,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0075759547762572765,0.007575985975563526,0.007576036266982555,0.007575978059321642,0.00757605442777276,0.007575875613838434,0.924239993095398,0.007576074916869402,0.00757600786164403,0.007575910072773695,0.007576107047498226
505,"I'd really prefer just to wait until the brief, if that is ok.",0.015152642503380775,0.01515316404402256,0.015152931213378906,0.01515245996415615,0.015152684412896633,0.01515166461467743,0.01515166461467743,0.01515340618789196,0.015152054838836193,0.8484746217727661,0.0151527663692832
506,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.009091537445783615,0.009091353043913841,0.009091051295399666,0.009091424755752087,0.009091179817914963,0.009091097861528397,0.009090982377529144,0.0090910904109478,0.009091280400753021,0.9090876579284668,0.00909134466201067
507,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.010101142339408398,0.010101167485117912,0.0101011348888278,0.01010142546147108,0.010101146064698696,0.01010118704289198,0.8989876508712769,0.01010139286518097,0.010101279243826866,0.010101155377924442,0.010101261548697948
508,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.006993287708610296,0.006993148475885391,0.006993262097239494,0.006993373390287161,0.006993577815592289,0.006993286777287722,0.23717521131038666,0.006993408314883709,0.006993464194238186,0.006993529852479696,0.6998844146728516
509,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.009091144427657127,0.9090887308120728,0.009091140702366829,0.009091108106076717,0.009091192856431007,0.009091077372431755,0.009091049432754517,0.009091205894947052,0.009091071784496307,0.009091268293559551,0.009091033600270748
510,I’d rather not say.,0.6969645023345947,0.030303161591291428,0.030303454026579857,0.03030317835509777,0.030303841456770897,0.03030591830611229,0.030303161591291428,0.030303161591291428,0.030303319916129112,0.030303161591291428,0.030303161591291428
511,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.015152889303863049,0.015151649713516235,0.01515193935483694,0.0151520986109972,0.01515254657715559,0.015151767060160637,0.01515180803835392,0.015151871368288994,0.015152140520513058,0.015151718631386757,0.8484795689582825
512,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.01136385090649128,0.011364108882844448,0.0113642867654562,0.011364689096808434,0.011364112608134747,0.011363716796040535,0.011363714933395386,0.011364009231328964,0.8863591551780701,0.01136435940861702,0.011363971047103405
513,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.011363852769136429,0.011364110745489597,0.011364288628101349,0.011364690028131008,0.011364114470779896,0.011363718658685684,0.011363716796040535,0.011364011093974113,0.8863591551780701,0.011364361271262169,0.011363972909748554
514,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0069932895712554455,0.006993150804191828,0.006993264891207218,0.006993375718593597,0.006993578281253576,0.0069932881742715836,0.22444939613342285,0.006993410177528858,0.00699346698820591,0.006993531249463558,0.7126103043556213
515,I don't have any questions right now.,0.022729193791747093,0.022730639204382896,0.022730082273483276,0.022728262469172478,0.02272951975464821,0.02272944338619709,0.022730490192770958,0.022728750482201576,0.022728990763425827,0.022728485986590385,0.772706151008606
516,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.011364791542291641,0.01136433333158493,0.011364198289811611,0.011364338919520378,0.011363767087459564,0.011364092119038105,0.011363851837813854,0.011364157311618328,0.8863571286201477,0.01136550959199667,0.011363827623426914
517,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9350597262382507,0.0064938487485051155,0.0064938426949083805,0.006494057364761829,0.006494374480098486,0.006493833847343922,0.006494501139968634,0.0064942198805511,0.006493862252682447,0.0064937397837638855,0.006493986118584871
518,Why does it have to be in private? We don't have a ton of time. ,0.7727141380310059,0.02272815816104412,0.022729236632585526,0.022727834060788155,0.022728143259882927,0.022728558629751205,0.022729717195034027,0.02272866480052471,0.022729046642780304,0.02272786572575569,0.02272859402000904
519,Can you explain to me why we are setting up two individual aid stations?,0.012988321483135223,0.012988181784749031,0.012988013215363026,0.01298738457262516,0.012987186200916767,0.01298748329281807,0.012987202033400536,0.012987414374947548,0.8701229095458984,0.01298874244093895,0.012987155467271805
520,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.0151533717289567,0.015151618979871273,0.01515168696641922,0.015152196399867535,0.015151756815612316,0.8484782576560974,0.015152097679674625,0.01515235286206007,0.015152760781347752,0.015151807107031345,0.015152093954384327
521,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.015153349377214909,0.015151617117226124,0.015151686035096645,0.015152194537222385,0.015151754952967167,0.8484783172607422,0.01515209674835205,0.01515235099941492,0.015152759850025177,0.015151805244386196,0.015152093023061752
522,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.006993140559643507,0.006994117517024279,0.9300661683082581,0.006993222050368786,0.006993271876126528,0.006993373855948448,0.006993643473833799,0.006993248593062162,0.006993312854319811,0.0069931927137076855,0.006993277929723263
523,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00568191846832633,0.005681915674358606,0.005681915208697319,0.005682095885276794,0.943180501461029,0.00568186491727829,0.005681905895471573,0.005681920330971479,0.005681860726326704,0.005681900307536125,0.005682202987372875
524,"I'd really prefer just to wait until the brief, if that is ok.",0.015152644366025925,0.01515316590666771,0.01515293400734663,0.015152460895478725,0.015152685344219208,0.015151666477322578,0.015151666477322578,0.01515403762459755,0.015152055770158768,0.8484739661216736,0.015152767300605774
525,I’d rather not say.,0.6969645023345947,0.030303161591291428,0.030303454026579857,0.03030317835509777,0.030303841456770897,0.03030594065785408,0.030303161591291428,0.030303161591291428,0.030303319916129112,0.030303161591291428,0.030303161591291428
526,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0056819189339876175,0.005681916140019894,0.005681915674358606,0.005682096350938082,0.943180501461029,0.005681865382939577,0.00568190636113286,0.005681920796632767,0.005681861191987991,0.0056819007731974125,0.005682204384356737
527,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.01136479340493679,0.01136433519423008,0.01136420015245676,0.011364340782165527,0.011363768950104713,0.011364093981683254,0.011363853700459003,0.011364159174263477,0.8863571286201477,0.011365490965545177,0.011363829486072063
