,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
248,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779962867498398,0.02777954936027527,0.8609896898269653,0.02780093625187874,0.027801265940070152,0.027848584577441216
249,I’d rather not say.,0.7210542559623718,0.055968884378671646,0.05555650219321251,0.05578510835766792,0.05570017173886299,0.055935088545084
250,Can you explain to me why we are setting up two individual aid stations?,0.0241802167147398,0.024091573432087898,0.02394906058907509,0.8800005316734314,0.023819120600819588,0.02395951747894287
251,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.016772758215665817,0.9164422154426575,0.016694188117980957,0.016705621033906937,0.016702450811862946,0.01668281853199005
252,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.020946495234966278,0.020947948098182678,0.020861409604549408,0.020848581567406654,0.8953843116760254,0.021011214703321457
253,I don't have any questions right now.,0.04170459881424904,0.04184187576174736,0.04173531010746956,0.04186961427330971,0.7909789681434631,0.0418696291744709
254,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012846599332988262,0.012861499562859535,0.012866521254181862,0.012912075035274029,0.7260631322860718,0.22245018184185028
255,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9401816129684448,0.011967385187745094,0.01192424539476633,0.011968814767897129,0.012004818767309189,0.011953122913837433
256,"I'd really prefer just to wait until the brief, if that is ok.",0.0282597616314888,0.02782563306391239,0.8602678179740906,0.027850981801748276,0.027998603880405426,0.027797192335128784
257,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.020946482196450233,0.020947935059666634,0.02086140587925911,0.020848581567406654,0.8953878879547119,0.021007709205150604
258,The plan was to use one large aid station with American medics running it. How is this way better?,0.9303838014602661,0.013996188528835773,0.013916382566094398,0.01390608586370945,0.013898809440433979,0.013898740522563457
259,Can I talk with you in private once questions are over?,0.04174257442355156,0.04194182902574539,0.041926268488168716,0.04194571077823639,0.7906267642974854,0.041816871613264084
260,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.020946523174643517,0.020947977900505066,0.020861413329839706,0.020848585292696953,0.8953760266304016,0.02101943828165531
261,"I'd really prefer just to wait until the brief, if that is ok.",0.028274502605199814,0.027825646102428436,0.8602530360221863,0.02785099484026432,0.027998652309179306,0.027797196060419083
262,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925982639193535,0.013910778798162937,0.013921046629548073,0.013999491930007935,0.9302855134010315,0.013957194052636623
263,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012847183272242546,0.01286114752292633,0.012868261896073818,0.012912414968013763,0.6000751256942749,0.3484358489513397
264,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.023899078369140625,0.023839008063077927,0.023810602724552155,0.023813799023628235,0.8807108998298645,0.023926643654704094
265,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165162563324,0.01852588541805744,0.01858244091272354,0.018551422283053398,0.018542258068919182,0.9072763323783875
266,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558261916041374,0.018530230969190598,0.9072138667106628,0.01856292597949505,0.018554173409938812,0.01858048513531685
267,Can I talk with you in private once questions are over?,0.04174254462122917,0.04193541035056114,0.04192623496055603,0.04194433242082596,0.7906346321105957,0.041816797107458115
268,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.012904477305710316,0.01295075286179781,0.012842312455177307,0.9355632066726685,0.012880874797701836,0.012858410365879536
269,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.012904503382742405,0.01295248232781887,0.012842313386499882,0.9355614185333252,0.01288087759166956,0.01285841129720211
270,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.020839150995016098,0.020841753110289574,0.8957974314689636,0.020840222015976906,0.02084706723690033,0.02083434723317623
271,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558243289589882,0.01853022910654545,0.9072145223617554,0.01856289431452751,0.018554113805294037,0.018579941242933273
272,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.02094653621315956,0.020947987213730812,0.020861417055130005,0.020848587155342102,0.8953723907470703,0.021023087203502655
273,"I'd really prefer just to wait until the brief, if that is ok.",0.02825969271361828,0.02782563678920269,0.8602678775787354,0.027850983664393425,0.027998605743050575,0.027797194197773933
274,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.020996639505028725,0.8956065773963928,0.020896289497613907,0.020833510905504227,0.020833507180213928,0.020833516493439674
275,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.01392598170787096,0.013910777866840363,0.013921045698225498,0.01399979181587696,0.9302852153778076,0.013957190327346325
276,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.018533701077103615,0.018596138805150986,0.018526755273342133,0.9070549011230469,0.018751559779047966,0.01853693090379238
277,I’d rather not say.,0.7210588455200195,0.05596542730927467,0.05555650219321251,0.05578504502773285,0.05570013448596001,0.05593407526612282
278,He is busy today,0.05556182190775871,0.05555572733283043,0.05577019229531288,0.055650707334280014,0.055562473833560944,0.7218990325927734
279,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.027812952175736427,0.860493540763855,0.027780681848526,0.028017016127705574,0.02788587473332882,0.028009917587041855
280,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.012903791852295399,0.012914750725030899,0.499032199382782,0.012913281098008156,0.44934791326522827,0.012888045981526375
281,Can I talk with you in private once questions are over?,0.04174255207180977,0.041932400315999985,0.04192604869604111,0.041949279606342316,0.790632963180542,0.041816797107458115
282,Why does it have to be in private? We don't have a ton of time. ,0.041720714420080185,0.041746798902750015,0.7900274991989136,0.041985247284173965,0.04222836345434189,0.04229137301445007
283,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.011164948344230652,0.011135074310004711,0.01112825982272625,0.011179080232977867,0.01115413848310709,0.9442384839057922
284,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012846763245761395,0.012861344963312149,0.012867042794823647,0.012912093661725521,0.6863009929656982,0.26221176981925964
285,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9401903748512268,0.011967361904680729,0.011924240738153458,0.011968792416155338,0.011996123008430004,0.011953109875321388
286,I don't have any questions right now.,0.04170461371541023,0.04184126853942871,0.041735339909791946,0.04187629744410515,0.7909708023071289,0.04187168553471565
287,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.012903906404972076,0.012914902530610561,0.4967603087425232,0.012913270853459835,0.4516196846961975,0.012887945398688316
288,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.008394657634198666,0.008344076573848724,0.008362305350601673,0.008367417380213737,0.9581745266914368,0.008357045240700245
289,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542734906077385,0.018532704561948776,0.01853969134390354,0.9071598649024963,0.018531329929828644,0.018693644553422928
290,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9401904344558716,0.011967363767325878,0.011924241669476032,0.011968794278800488,0.011996092274785042,0.011953110806643963
291,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.011164951138198376,0.011135074310004711,0.01112825982272625,0.01117622945457697,0.01115414034575224,0.9442413449287415
292,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.01676356792449951,0.9164513945579529,0.01669418066740036,0.016705606132745743,0.0167024377733469,0.016682812944054604
293,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.02781294286251068,0.8605057001113892,0.027780681848526,0.02800592966377735,0.027885837480425835,0.028008881956338882
294,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.013930372893810272,0.01393893826752901,0.013949683867394924,0.013956316746771336,0.9302669167518616,0.013957824558019638
295,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558254465460777,0.018530230969190598,0.9072141051292419,0.01856294274330139,0.01855413243174553,0.018580323085188866
296,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.020946472883224487,0.020947927609086037,0.02086140401661396,0.020848579704761505,0.8953899145126343,0.02100566402077675
297,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.018533701077103615,0.018596144393086433,0.018526755273342133,0.9070497155189514,0.018756786361336708,0.01853693090379238
298,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.013930375687777996,0.013938941061496735,0.01394969318062067,0.013957229442894459,0.9302657842636108,0.013957959599792957
299,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.01290380023419857,0.01291476096957922,0.49891212582588196,0.012913282960653305,0.4494680166244507,0.012888042256236076
300,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.020839150995016098,0.020841753110289574,0.8957974314689636,0.020840222015976906,0.020847072824835777,0.02083434723317623
301,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779964730143547,0.027779553085565567,0.8609897494316101,0.027800938114523888,0.0278012678027153,0.02784854732453823
302,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558256328105927,0.018530230969190598,0.9072144031524658,0.01856289431452751,0.01855411008000374,0.01858009211719036
303,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.018533699214458466,0.018596135079860687,0.018526753410696983,0.9070557951927185,0.018750756978988647,0.018536927178502083
304,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.940190851688385,0.011967360973358154,0.011924239806830883,0.011968791484832764,0.011995682492852211,0.011953108943998814
305,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.012825440615415573,0.012831890024244785,0.012826734222471714,0.012834218330681324,0.9358348250389099,0.012846914120018482
306,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779964730143547,0.027779553085565567,0.8609895706176758,0.027800938114523888,0.0278012678027153,0.027848679572343826
307,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.02083914913237095,0.020841751247644424,0.8957974314689636,0.020840220153331757,0.02084709331393242,0.020834345370531082
308,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275583550333977,0.9535707831382751,0.009287833236157894,0.009271513670682907,0.009310686960816383,0.009283599443733692
309,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925985433161259,0.013910779729485512,0.013921047560870647,0.014000516384840012,0.9302845001220703,0.013957193121314049
310,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.006973361596465111,0.9651834964752197,0.0069513581693172455,0.006965883541852236,0.006958586163818836,0.00696730799973011
311,"No, he is not here. I am taking his place.",0.05586947500705719,0.055556006729602814,0.05557813495397568,0.055686406791210175,0.055579282343387604,0.721730649471283
312,"No, he is not here. I am taking his place.",0.055859196931123734,0.055556006729602814,0.055578120052814484,0.05568629875779152,0.05557927116751671,0.7217410802841187
313,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542734906077385,0.018532704561948776,0.01853969134390354,0.9071598649024963,0.018531329929828644,0.018693707883358
314,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779964730143547,0.027779553085565567,0.8609896898269653,0.027800938114523888,0.0278012678027153,0.02784856967628002
315,Can you explain to me why we are setting up two individual aid stations?,0.024164875969290733,0.024090159684419632,0.023949021473526955,0.8800173401832581,0.02381911873817444,0.023959461599588394
316,I’d rather not say.,0.7210564017295837,0.05596616491675377,0.05555650219321251,0.055785078555345535,0.0557001568377018,0.05593569949269295
317,"No, he is not here. I am taking his place.",0.055849168449640274,0.055556003004312515,0.05557810515165329,0.055686213076114655,0.055579252541065216,0.7217512726783752
318,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165162563324,0.01852588541805744,0.018582429736852646,0.01855144090950489,0.018542258068919182,0.9072763323783875
319,He is busy today,0.05556182935833931,0.055555734783411026,0.05577292665839195,0.055650752037763596,0.05556248128414154,0.7218962907791138
320,He is busy today,0.05556182563304901,0.05555573105812073,0.055771421641111374,0.055650725960731506,0.05556247755885124,0.7218978404998779
321,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9478567242622375,0.010460404679179192,0.010424609296023846,0.01042202953249216,0.010417449288070202,0.010418797843158245
322,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.016763819381594658,0.9164511561393738,0.01669418066740036,0.016705606132745743,0.0167024377733469,0.016682812944054604
323,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.02389875054359436,0.023839006200432777,0.023810602724552155,0.023813800886273384,0.880713939666748,0.023923905566334724
324,Can I talk with you in private once questions are over?,0.041742563247680664,0.04193703085184097,0.041926026344299316,0.04194698855280876,0.790630578994751,0.0418168306350708
325,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165162563324,0.018525883555412292,0.018580984324216843,0.018551433458924294,0.018542254343628883,0.9072778224945068
326,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558252602815628,0.018530232831835747,0.9072145223617554,0.01856290176510811,0.018554115667939186,0.01858002319931984
327,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012846244499087334,0.01286202110350132,0.012865300290286541,0.012912306934595108,0.824849545955658,0.12366458773612976
328,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925984501838684,0.013910779729485512,0.013921047560870647,0.013999550603330135,0.9302854537963867,0.013957192189991474
329,He is busy today,0.055561840534210205,0.055555734783411026,0.05579053610563278,0.055651456117630005,0.055562492460012436,0.721877932548523
330,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.015158470720052719,0.015170901082456112,0.015203908085823059,0.015334634110331535,0.9239187240600586,0.0152133759111166
331,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542738631367683,0.018532706424593925,0.01853969506919384,0.9071555733680725,0.018531331792473793,0.01869797706604004
332,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165348827839,0.01852588728070259,0.018582412973046303,0.018551450222730637,0.01854225993156433,0.9072763323783875
333,"No, he is not here. I am taking his place.",0.055865779519081116,0.055556003004312515,0.05557812750339508,0.05568636953830719,0.05557927489280701,0.7217344045639038
334,Can you explain to me why we are setting up two individual aid stations?,0.02417020872235298,0.024090193212032318,0.02394903264939785,0.8800119757652283,0.023819120600819588,0.023959476500749588
335,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779964730143547,0.027779553085565567,0.8609897494316101,0.027800938114523888,0.0278012678027153,0.027848511934280396
336,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165162563324,0.01852588541805744,0.018582621589303017,0.018551448360085487,0.018542258068919182,0.9072760939598083
337,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.02083914913237095,0.020841751247644424,0.8957974314689636,0.020840222015976906,0.020847070962190628,0.020834345370531082
338,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.013925985433161259,0.013910779729485512,0.013921049423515797,0.014002729207277298,0.9302822947502136,0.013957198709249496
339,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.012904472649097443,0.012945907190442085,0.012842310592532158,0.9355680346488953,0.012880868278443813,0.012858407571911812
340,"I'd really prefer just to wait until the brief, if that is ok.",0.02826024405658245,0.02782563306391239,0.8602673411369324,0.027850981801748276,0.027998603880405426,0.027797192335128784
341,"I'd really prefer just to wait until the brief, if that is ok.",0.028274372220039368,0.027825646102428436,0.860253095626831,0.02785099484026432,0.027998652309179306,0.027797196060419083
342,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165162563324,0.01852588541805744,0.018582658842206,0.018551459535956383,0.018542258068919182,0.9072760939598083
343,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.01290378998965025,0.0129147469997406,0.49907347559928894,0.012913282960653305,0.4493066370487213,0.012888048775494099
344,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.015158470720052719,0.015170903876423836,0.015203917399048805,0.015346788801252842,0.9239065051078796,0.01521338801831007
345,Why does it have to be in private? We don't have a ton of time. ,0.041720736771821976,0.041746836155653,0.790000319480896,0.041985414922237396,0.042227502912282944,0.042319219559431076
346,"Hello, sir. Have you eaten yet?",0.0333515964448452,0.03333373740315437,0.03333376720547676,0.033347420394420624,0.03333371877670288,0.8332997560501099
347,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.02083948813378811,0.020848574116826057,0.02083439752459526,0.8957011103630066,0.0208691768348217,0.020907219499349594
348,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8950172066688538,0.021056026220321655,0.021118413656949997,0.021056082099676132,0.0208414476364851,0.02091086655855179
349,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.02099718153476715,0.8956059813499451,0.020896293222904205,0.020833510905504227,0.020833507180213928,0.020833516493439674
350,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.02099703438580036,0.8956061601638794,0.020896291360259056,0.020833510905504227,0.020833507180213928,0.020833516493439674
351,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.02083948813378811,0.020848574116826057,0.02083439566195011,0.8956999182701111,0.020869188010692596,0.020908435806632042
352,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.020839150995016098,0.020841753110289574,0.8957974314689636,0.020840222015976906,0.02084706723690033,0.02083434723317623
353,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.8949931263923645,0.021056143566966057,0.02114223688840866,0.021056191995739937,0.0208414476364851,0.020910894498229027
354,"Hello, sir. Have you eaten yet?",0.03335077315568924,0.03333373740315437,0.03333376720547676,0.03334686905145645,0.03333371877670288,0.8333011269569397
355,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.02083948813378811,0.020848575979471207,0.02083439752459526,0.8957007527351379,0.020869174972176552,0.020907612517476082
356,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.014003276824951172,0.013900619931519032,0.014021936804056168,0.9300161600112915,0.014064060524106026,0.013993892818689346
357,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.012903903611004353,0.012914899736642838,0.4967973232269287,0.012913270853459835,0.4515826404094696,0.012887946330010891
358,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.9401904940605164,0.011967361904680729,0.011924239806830883,0.011968792416155338,0.011995981447398663,0.011953108943998814
359,"I'd really prefer just to wait until the brief, if that is ok.",0.02827555499970913,0.02782564051449299,0.8602519631385803,0.02785099297761917,0.027998654171824455,0.027797194197773933
360,Can you explain to me why we are setting up two individual aid stations?,0.02416800521314144,0.02409062720835209,0.0239490307867527,0.8800137042999268,0.023819120600819588,0.02395947463810444
361,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.014003305695950985,0.013900619931519032,0.014021975919604301,0.9300024509429932,0.01407776027917862,0.013993917964398861
362,"No, he is not here. I am taking his place.",0.05587100610136986,0.055556006729602814,0.05557813495397568,0.05568639934062958,0.055579282343387604,0.7217291593551636
363,Can you explain to me why we are setting up two individual aid stations?,0.024173470214009285,0.02409021556377411,0.023949041962623596,0.8800086975097656,0.023819122463464737,0.023959489539265633
364,It won't take long.,0.041844919323921204,0.04167779162526131,0.0417821928858757,0.4921846389770508,0.04201078042387962,0.3404996991157532
365,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.016763675957918167,0.9164512753486633,0.01669417880475521,0.016705604270100594,0.01670243591070175,0.016682812944054604
366,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558263778686523,0.018530232831835747,0.9072134494781494,0.018563104793429375,0.018554167822003365,0.01858079805970192
367,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275581687688828,0.9535711407661438,0.009287831373512745,0.009271512739360332,0.009310299530625343,0.009283598512411118
368,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.012903905473649502,0.012914901599287987,0.49675047397613525,0.01291326992213726,0.45162951946258545,0.012887944467365742
369,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.940180778503418,0.011967389844357967,0.011924246326088905,0.011968819424510002,0.012005685828626156,0.011953123845160007
370,Can I talk with you in private once questions are over?,0.04174254089593887,0.04193376004695892,0.04192595183849335,0.04194409027695656,0.7906368970870972,0.04181678593158722
371,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9478579759597778,0.010459103621542454,0.010424607433378696,0.010422028601169586,0.010417448356747627,0.01041879691183567
372,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.009275582619011402,0.9535738825798035,0.009287829510867596,0.009271513670682907,0.009307600557804108,0.009283597581088543
373,I’d rather not say.,0.7210443615913391,0.05597634240984917,0.05555650219321251,0.05578524246811867,0.055700238794088364,0.05593729019165039
374,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165162563324,0.01852588541805744,0.018582649528980255,0.018551446497440338,0.018542258068919182,0.9072760939598083
375,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012846375815570354,0.01286180131137371,0.01286576222628355,0.01291218027472496,0.7867463827133179,0.16176751255989075
376,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01852165348827839,0.01852588728070259,0.018582727760076523,0.018551476299762726,0.01854225993156433,0.9072759747505188
377,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9165400862693787,0.01668214425444603,0.016691891476511955,0.0167014691978693,0.016693580895662308,0.016690824180841446
378,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.006973708048462868,0.9651831388473511,0.006951357703655958,0.006965890061110258,0.006958585232496262,0.0069673131220042706
379,Why does it have to be in private? We don't have a ton of time. ,0.04172075167298317,0.04174686595797539,0.7899754643440247,0.041985560208559036,0.04222804680466652,0.042343318462371826
380,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.020946532487869263,0.020947985351085663,0.020861415192484856,0.020848585292696953,0.8953734040260315,0.021022049710154533
381,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542738631367683,0.018532706424593925,0.01853969320654869,0.9071523547172546,0.018531331792473793,0.018701234832406044
382,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.013930372893810272,0.013938939198851585,0.013949690386652946,0.013957226648926735,0.9302656650543213,0.013958103954792023
383,"No, he is not here. I am taking his place.",0.055853769183158875,0.055556003004312515,0.05557811260223389,0.05568625405430794,0.05557925999164581,0.721746563911438
384,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.012846621684730053,0.01286147441715002,0.012866595759987831,0.01291207317262888,0.7202677726745605,0.22824545204639435
385,"I'd really prefer just to wait until the brief, if that is ok.",0.02825942263007164,0.027825631201267242,0.8602681756019592,0.027850978076457977,0.02799859829246998,0.027797190472483635
386,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.018542736768722534,0.018532704561948776,0.01853969320654869,0.9071556925773621,0.018531329929828644,0.018697861582040787
387,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.008394145406782627,0.008344074711203575,0.008362304419279099,0.008367416448891163,0.958175003528595,0.00835704430937767
388,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.027779964730143547,0.027779553085565567,0.8609895706176758,0.027800938114523888,0.0278012678027153,0.027848660945892334
389,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.020996905863285065,0.895606279373169,0.020896289497613907,0.020833509042859077,0.02083350531756878,0.020833514630794525
390,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.01392598170787096,0.013910777866840363,0.013921045698225498,0.013998420909047127,0.9302865862846375,0.013957187533378601
391,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0104353167116642,0.010452593676745892,0.010445598512887955,0.9477977156639099,0.010439593344926834,0.010429210029542446
392,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.01855824701488018,0.018530230969190598,0.9072146415710449,0.018562935292720795,0.018554095178842545,0.01857985183596611
393,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.012825440615415573,0.012831890024244785,0.012826734222471714,0.012834220193326473,0.9358347654342651,0.012846923433244228
394,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.02083948627114296,0.020848572254180908,0.02083439566195011,0.8957010507583618,0.0208691768348217,0.020907297730445862
395,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.012904473580420017,0.01294554490596056,0.012842311523854733,0.9355683922767639,0.012880869209766388,0.012858406640589237
396,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.9478573203086853,0.010459790006279945,0.010424608364701271,0.010422028601169586,0.010417448356747627,0.01041879691183567
397,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.027812950313091278,0.8604933023452759,0.027780678123235703,0.028017757460474968,0.02788587473332882,0.028009427711367607
398,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9165400862693787,0.01668214425444603,0.016691889613866806,0.016701480373740196,0.016693582758307457,0.016690824180841446
399,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.015158470720052719,0.015170902945101261,0.015203913673758507,0.015342012979090214,0.9239113330841064,0.015213382430374622
400,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558254465460777,0.018530232831835747,0.9072149395942688,0.018562883138656616,0.01855413429439068,0.018579527735710144
401,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.018558241426944733,0.018530230969190598,0.9072142839431763,0.01856294460594654,0.018554212525486946,0.018580038100481033
