,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8
448,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.013926733285188675,0.9026917219161987,0.01389847882091999,0.01389447320252657,0.013904175721108913,0.013893945142626762,0.013896139338612556,0.013894334435462952
449,He is busy today,0.04169591888785362,0.04172663763165474,0.04168388992547989,0.04168247431516647,0.04170285910367966,0.041711024940013885,0.708130419254303,0.04166683182120323
450,I don't have any questions right now.,0.03127097338438034,0.03125138580799103,0.7810267210006714,0.031265802681446075,0.03130529820919037,0.03128143399953842,0.03133293613791466,0.03126548230648041
451,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010420824401080608,0.010421719402074814,0.010421029292047024,0.010419650003314018,0.9270453453063965,0.010423860512673855,0.01042579859495163,0.01042178925126791
452,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.017861030995845795,0.017859775573015213,0.017861278727650642,0.017857544124126434,0.017860261723399162,0.017863456159830093,0.8749662041664124,0.017870498821139336
453,I’d rather not say.,0.7081331014633179,0.04166998714208603,0.04169640690088272,0.04171476885676384,0.04166710004210472,0.04171475023031235,0.04173393175005913,0.041669927537441254
454,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.013923396356403828,0.9026951193809509,0.013898476958274841,0.01389447133988142,0.013904171995818615,0.013893943279981613,0.013896139338612556,0.013894332572817802
455,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010420825332403183,0.010421722196042538,0.010421030223369598,0.010419650934636593,0.9270433187484741,0.01042387168854475,0.010427845641970634,0.010421792045235634
456,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.006251991260796785,0.006254884880036116,0.006252906750887632,0.00625161686912179,0.006257379427552223,0.006252293009310961,0.95622318983078,0.006255712825804949
457,"I'd really prefer just to wait until the brief, if that is ok.",0.8541467189788818,0.020839247852563858,0.020839883014559746,0.020834561437368393,0.02083640545606613,0.020835526287555695,0.020833391696214676,0.020834287628531456
458,He is busy today,0.041695915162563324,0.04172547534108162,0.04168388247489929,0.041682466864585876,0.04170285165309906,0.041711024940013885,0.7081316113471985,0.04166683182120323
459,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.020842116326093674,0.8541198372840881,0.020836977288126945,0.020842328667640686,0.020835500210523605,0.020843815058469772,0.020838197320699692,0.02084122598171234
460,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.013911282643675804,0.013910938985645771,0.013894018717110157,0.013894063420593739,0.013903305865824223,0.013894075527787209,0.013897847384214401,0.9026944637298584
461,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010420823469758034,0.010421719402074814,0.01042102836072445,0.010419649071991444,0.9270452857017517,0.01042385958135128,0.010425851680338383,0.010421788319945335
462,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.013892756775021553,0.013894212432205677,0.013896064832806587,0.01389400102198124,0.013894252479076385,0.9027380347251892,0.01389728020876646,0.013893394730985165
463,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9204133749008179,0.01137625239789486,0.011367550119757652,0.011366519145667553,0.011371280066668987,0.011370060965418816,0.011367919854819775,0.011367070488631725
464,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012515108101069927,0.012505798600614071,0.9124486446380615,0.012504051439464092,0.012509756721556187,0.012505502440035343,0.01250430103391409,0.01250679325312376
465,Why does it have to be in private? We don't have a ton of time. ,0.03126320242881775,0.031253330409526825,0.03127499669790268,0.031257789582014084,0.03129471093416214,0.7810624837875366,0.03132819011807442,0.03126527741551399
466,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.012504618614912033,0.012506500817835331,0.012514954432845116,0.012533280067145824,0.9124137163162231,0.012514026835560799,0.012501855380833149,0.012510979548096657
467,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9204152822494507,0.011374351568520069,0.011367548257112503,0.011366517283022404,0.011371277272701263,0.011370058171451092,0.011367917992174625,0.011367068625986576
468,I’d rather not say.,0.7081260681152344,0.04166998714208603,0.04169643670320511,0.041714832186698914,0.04166709631681442,0.041714806109666824,0.04174082726240158,0.041669927537441254
469,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012514314614236355,0.01250580046325922,0.9124494791030884,0.012504052370786667,0.012509756721556187,0.012505502440035343,0.012504302896559238,0.012506794184446335
470,The plan was to use one large aid station with American medics running it. How is this way better?,0.010418030433356762,0.010419120080769062,0.010443635284900665,0.9270131587982178,0.010434618219733238,0.010421478189527988,0.010417450219392776,0.01043253019452095
471,I’d rather not say.,0.7081316113471985,0.04166998341679573,0.04169641435146332,0.041714780032634735,0.04166709631681442,0.04171476140618324,0.04173541069030762,0.041669923812150955
472,The plan was to use one large aid station with American medics running it. How is this way better?,0.010418031364679337,0.010419120080769062,0.010439060628414154,0.9270177483558655,0.01043461263179779,0.010421478189527988,0.010417450219392776,0.010432526469230652
473,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.015628542751073837,0.015635114163160324,0.01563611999154091,0.01564340852200985,0.015634508803486824,0.8905621767044067,0.0156268123537302,0.015633296221494675
474,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.015628663823008537,0.015628371387720108,0.01563078910112381,0.015630224719643593,0.015633845701813698,0.01563102751970291,0.01566234976053238,0.8905547261238098
475,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.015628542751073837,0.015635116025805473,0.01563611999154091,0.015643656253814697,0.015634508803486824,0.8905619382858276,0.0156268123537302,0.015633298084139824
476,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.007813719101250172,0.007813666947185993,0.0078180693089962,0.00781922321766615,0.9452901482582092,0.007814916782081127,0.007812684401869774,0.007817556150257587
477,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.015628661960363388,0.01562836952507496,0.01563078723847866,0.015630222856998444,0.01563384383916855,0.015631025657057762,0.015658002346754074,0.8905590772628784
478,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015642808750271797,0.01564374938607216,0.8905328512191772,0.015642816200852394,0.01563473790884018,0.01562730222940445,0.015632862225174904,0.015642831102013588
479,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.01251512672752142,0.012505798600614071,0.9124486446380615,0.012504051439464092,0.012509756721556187,0.012505502440035343,0.01250430103391409,0.01250679325312376
480,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.006251991726458073,0.006254886277019978,0.00625290721654892,0.006251618266105652,0.0062575433403253555,0.006252293474972248,0.9562230110168457,0.006255713291466236
481,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.010422199964523315,0.010422593913972378,0.010424396954476833,0.010420320555567741,0.9270218014717102,0.010423841886222363,0.010438797995448112,0.010426019318401814
482,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.010422199964523315,0.010422593913972378,0.010424395091831684,0.010420321486890316,0.9270249009132385,0.010423841886222363,0.010435755364596844,0.010426017455756664
483,"Hello, sir. Have you eaten yet?",0.025000369176268578,0.025000369176268578,0.025000369176268578,0.025037501007318497,0.025006016716361046,0.8249483108520508,0.02500666119158268,0.025000369176268578
484,"I'd really prefer just to wait until the brief, if that is ok.",0.8541467785835266,0.02083919197320938,0.020839838311076164,0.020834561437368393,0.02083640545606613,0.020835526287555695,0.020833391696214676,0.020834285765886307
485,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.009624694474041462,0.009624642319977283,0.00962156057357788,0.009620118886232376,0.009638459421694279,0.9326252937316895,0.009625039994716644,0.009620143100619316
486,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006945419125258923,0.9513559937477112,0.006946598645299673,0.006948062218725681,0.00694727897644043,0.006949998438358307,0.006948299705982208,0.006958350073546171
487,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012516427785158157,0.01250580046325922,0.9124473333358765,0.012504052370786667,0.012509758584201336,0.012505502440035343,0.012504302896559238,0.012506794184446335
488,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015642814338207245,0.015643756836652756,0.8905314207077026,0.015644272789359093,0.015634741634130478,0.0156273040920496,0.015632865950465202,0.015642840415239334
489,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.020842116326093674,0.8541198372840881,0.020836977288126945,0.020842334255576134,0.020835500210523605,0.02084382250905037,0.020838197320699692,0.02084122598171234
490,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010420824401080608,0.010421719402074814,0.010421029292047024,0.010419650003314018,0.9270452857017517,0.010423860512673855,0.01042582280933857,0.01042178925126791
491,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015642810612916946,0.015643756836652756,0.890532910823822,0.01564277708530426,0.01563473977148533,0.0156273040920496,0.015632864087820053,0.015642855316400528
492,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.008931152522563934,0.9374758005142212,0.008931622840464115,0.008932686410844326,0.008932460099458694,0.00893236231058836,0.008931831456720829,0.008932084776461124
493,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.008931152522563934,0.9374758005142212,0.008931622840464115,0.008932697586715221,0.008932455442845821,0.008932369761168957,0.008931833319365978,0.008932081051170826
494,Can you explain to me why we are setting up two individual aid stations?,0.017861442640423775,0.0178965013474226,0.017870856449007988,0.017869167029857635,0.017867084592580795,0.8749110698699951,0.01785844936966896,0.017865430563688278
495,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.015626730397343636,0.01562568172812462,0.015627505257725716,0.015647025778889656,0.015632910653948784,0.015630513429641724,0.015634100884199142,0.8905755877494812
496,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015642806887626648,0.01564374379813671,0.8905342817306519,0.01564139686524868,0.01563473790884018,0.01562730222940445,0.015632862225174904,0.015642859041690826
497,I’d rather not say.,0.7081249356269836,0.04166998714208603,0.041696444153785706,0.041714832186698914,0.04166709631681442,0.04171480983495712,0.04174194484949112,0.041669927537441254
498,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.007813719101250172,0.007813666947185993,0.007818090729415417,0.007819576188921928,0.945289671421051,0.007814917713403702,0.007812684401869774,0.007817653007805347
499,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.007826485671103,0.007817218080163002,0.9452661275863647,0.007822099141776562,0.007815768010914326,0.007824588567018509,0.007813342846930027,0.007814375683665276
500,"No, he is not here. I am taking his place.",0.04175443574786186,0.04167000576853752,0.04168648645281792,0.041709329932928085,0.04166711866855621,0.041674986481666565,0.7080467343330383,0.04179085046052933
501,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.015628542751073837,0.015635114163160324,0.015636121854186058,0.015643589198589325,0.015634508803486824,0.8905619978904724,0.0156268123537302,0.015633298084139824
502,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012514854781329632,0.012505798600614071,0.9124489426612854,0.012504051439464092,0.012509754858911037,0.012505500577390194,0.01250430103391409,0.01250679325312376
503,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.010418564081192017,0.010420987382531166,0.010421928018331528,0.010422101244330406,0.010426370427012444,0.010420965030789375,0.010435627773404121,0.9270334839820862
504,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010420823469758034,0.010421719402074814,0.01042102836072445,0.010419649071991444,0.9270452857017517,0.01042385958135128,0.010425818152725697,0.010421788319945335
505,"I'd really prefer just to wait until the brief, if that is ok.",0.8541465401649475,0.020839188247919083,0.02084004506468773,0.020834559574723244,0.02083640545606613,0.020835526287555695,0.020833389833569527,0.020834285765886307
506,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.012504618614912033,0.012506501749157906,0.012514953501522541,0.012531702406704426,0.9124153852462769,0.012514026835560799,0.012501857243478298,0.012510979548096657
507,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.01391134224832058,0.013911973685026169,0.013894020579755306,0.013894065283238888,0.013903307728469372,0.013894077390432358,0.013897848315536976,0.9026933908462524
508,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.009624690748751163,0.009624638594686985,0.009621557779610157,0.009620117954909801,0.009633667767047882,0.9326301217079163,0.00962503720074892,0.009620142169296741
509,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012518211267888546,0.01250580046325922,0.912445604801178,0.012504052370786667,0.01250975951552391,0.012505504302680492,0.012504302896559238,0.012506796047091484
510,I’d rather not say.,0.7081167101860046,0.04166998714208603,0.04169647395610809,0.04171502962708473,0.04166709631681442,0.0417148694396019,0.04174993932247162,0.041669927537441254
511,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.020842185243964195,0.8541176319122314,0.020836982876062393,0.020843755453824997,0.020835502073168755,0.02084440365433693,0.020838219672441483,0.020841311663389206
512,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015642810612916946,0.01564374752342701,0.8905329704284668,0.015642713755369186,0.01563473977148533,0.0156273040920496,0.015632864087820053,0.01564284786581993
513,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015642816200852394,0.015643754974007607,0.8905306458473206,0.015644961968064308,0.015634743496775627,0.0156273040920496,0.015632865950465202,0.01564287580549717
514,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.009624690748751163,0.009624638594686985,0.009621557779610157,0.009620117954909801,0.009633716195821762,0.9326300621032715,0.00962503720074892,0.009620142169296741
515,I don't have any questions right now.,0.03127095848321915,0.03125138208270073,0.7810347676277161,0.03126579523086548,0.031305257230997086,0.03128141164779663,0.031324971467256546,0.03126547113060951
516,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.015628542751073837,0.015635114163160324,0.01563611999154091,0.015644066035747528,0.015634508803486824,0.8905615210533142,0.0156268123537302,0.015633298084139824
517,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.00893115159124136,0.9374757409095764,0.00893162190914154,0.008932688273489475,0.008932462893426418,0.008932375349104404,0.008931831456720829,0.008932093158364296
518,Why does it have to be in private? We don't have a ton of time. ,0.03126320242881775,0.03125333413481712,0.03127498924732208,0.03125779330730438,0.031294696033000946,0.7810667753219604,0.03132397308945656,0.031265273690223694
519,Can you explain to me why we are setting up two individual aid stations?,0.017861444503068924,0.017896514385938644,0.017870856449007988,0.017869168892502785,0.017867084592580795,0.8749110698699951,0.01785845123231411,0.017865430563688278
520,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8540228605270386,0.02084372751414776,0.020836487412452698,0.020863203331828117,0.02085770294070244,0.020883599296212196,0.020847056061029434,0.020845312625169754
521,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8540318608283997,0.020843718200922012,0.0208364836871624,0.020863177254796028,0.020857680588960648,0.020874712616205215,0.020847046747803688,0.020845303311944008
522,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.00962767843157053,0.00962028093636036,0.9326463341712952,0.009617709554731846,0.009619070217013359,0.009617548435926437,0.00963134691119194,0.009619999676942825
523,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00782812386751175,0.007817219011485577,0.945264458656311,0.007822100073099136,0.0078157689422369,0.007824590429663658,0.007813342846930027,0.007814375683665276
524,"I'd really prefer just to wait until the brief, if that is ok.",0.8541463017463684,0.020839303731918335,0.020840205252170563,0.020834563300013542,0.02083641104400158,0.020835531875491142,0.020833393558859825,0.020834289491176605
525,I’d rather not say.,0.7081323266029358,0.04166998714208603,0.04169641062617302,0.041714780032634735,0.04166710004210472,0.04171476140618324,0.04173470661044121,0.041669927537441254
526,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.007826355285942554,0.007817217148840427,0.9452662467956543,0.007822098210453987,0.007815767079591751,0.007824587635695934,0.007813341915607452,0.007814374752342701
527,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.015628544613718987,0.015635117888450623,0.015636123716831207,0.015645038336515427,0.015634512528777122,0.8905605673789978,0.01562681421637535,0.015633299946784973
528,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.010418562218546867,0.010420985519886017,0.010421926155686378,0.010422097519040108,0.010426366701722145,0.010420963168144226,0.010432761162519455,0.9270363450050354
529,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.012515086680650711,0.01250580046325922,0.9124487638473511,0.012504052370786667,0.012509757652878761,0.012505503371357918,0.012504302896559238,0.012506794184446335
530,It won't take long.,0.031260740011930466,0.03125084936618805,0.03125952184200287,0.03125685825943947,0.031264737248420715,0.0312592051923275,0.7811824083328247,0.03126563876867294
531,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.009627682156860828,0.009620281867682934,0.9326440095901489,0.009617709554731846,0.009619071148335934,0.009617548435926437,0.009633694775402546,0.009620001539587975
532,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9204126000404358,0.011376994661986828,0.011367550119757652,0.011366519145667553,0.011371281929314137,0.011370060965418816,0.01136792078614235,0.011367070488631725
533,I don't have any questions right now.,0.031270962208509445,0.03125138580799103,0.7810320854187012,0.03126579523086548,0.03130527213215828,0.03128141909837723,0.031327612698078156,0.03126547485589981
534,"No, he is not here. I am taking his place.",0.04175432398915291,0.04167000576853752,0.041686467826366425,0.041709281504154205,0.04166711866855621,0.04167497903108597,0.7080608010292053,0.04177701845765114
535,I’d rather not say.,0.7081170082092285,0.04166998714208603,0.041696466505527496,0.041714880615472794,0.04166709631681442,0.041714854538440704,0.0417497493326664,0.041669927537441254
536,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.8540316224098206,0.02084372006356716,0.02083648554980755,0.020863180980086327,0.020857686176896095,0.02087497152388096,0.020847048610448837,0.020845305174589157
537,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.009624691680073738,0.009624640457332134,0.009621558710932732,0.009620118886232376,0.009634283371269703,0.9326295852661133,0.009625038132071495,0.009620143100619316
538,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.00962768029421568,0.00962028093636036,0.9326459765434265,0.009617709554731846,0.009619070217013359,0.009617548435926437,0.009631738066673279,0.009619999676942825
539,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.3817777931690216,0.02084467001259327,0.020837396383285522,0.020874472334980965,0.02086109295487404,0.4931069612503052,0.02085142210125923,0.020846202969551086
540,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.015626611188054085,0.015625977888703346,0.8905779123306274,0.015648815780878067,0.015633946284651756,0.01562548242509365,0.015625126659870148,0.015636103227734566
541,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9204153418540955,0.011374285444617271,0.011367547325789928,0.011366516351699829,0.011371276341378689,0.011370057240128517,0.01136791706085205,0.011367067694664001
542,"I'm sorry to interrupt, it sounded important. Anything I can do to help? With your plane being delayed I'd like to do my best to make the mission go smoothly.",0.008338641375303268,0.008341765031218529,0.008341945707798004,0.008339788764715195,0.008337031118571758,0.00834022555500269,0.008339008316397667,0.9416215419769287
543,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010420825332403183,0.010421720333397388,0.010421030223369598,0.010419650934636593,0.9270452857017517,0.01042386144399643,0.010425840504467487,0.010421790182590485
544,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.013911303132772446,0.013910375535488129,0.013894018717110157,0.013894063420593739,0.013903304003179073,0.013894075527787209,0.013897847384214401,0.9026950001716614
545,He is busy today,0.04169592261314392,0.041727226227521896,0.041683897376060486,0.04168247804045677,0.041702866554260254,0.04171103611588478,0.7081297039985657,0.04166683554649353
546,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00782738532871008,0.007817219011485577,0.9452652335166931,0.007822100073099136,0.0078157689422369,0.007824589498341084,0.007813342846930027,0.007814375683665276
547,Can I talk with you in private once questions are over?,0.03131187707185745,0.03125200420618057,0.0313287079334259,0.031281039118766785,0.03132035583257675,0.780816912651062,0.031379468739032745,0.03130962327122688
548,Can I talk with you in private once questions are over?,0.031311895698308945,0.03125200420618057,0.03132873773574829,0.03128105029463768,0.03132037818431854,0.7808106541633606,0.03138561174273491,0.031309641897678375
549,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.01392278354614973,0.9026955962181091,0.013898477889597416,0.01389447320252657,0.013904173858463764,0.013893945142626762,0.013896138407289982,0.013894334435462952
550,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.020878246054053307,0.020844057202339172,0.020837752148509026,0.020863547921180725,0.020860372111201286,0.8540173172950745,0.020853349938988686,0.02084539830684662
551,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.017861027270555496,0.017859773710370064,0.017861276865005493,0.017857542261481285,0.017860261723399162,0.017863450571894646,0.8749664425849915,0.017870215699076653
552,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.9204151630401611,0.011374413967132568,0.011367547325789928,0.011366516351699829,0.011371276341378689,0.011370057240128517,0.0113679189234972,0.011367067694664001
553,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00782658252865076,0.007817219011485577,0.9452660083770752,0.007822099141776562,0.007815768010914326,0.007824588567018509,0.007813342846930027,0.007814375683665276
554,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.017861029133200645,0.017859775573015213,0.017861278727650642,0.017857544124126434,0.017860261723399162,0.017863450571894646,0.8749663829803467,0.01787026971578598
555,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.015626609325408936,0.015625977888703346,0.890577495098114,0.01564922370016575,0.015633944422006607,0.0156254805624485,0.015625124797225,0.015636101365089417
556,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005210066679865122,0.005210657604038715,0.005211586132645607,0.9635257720947266,0.005210915580391884,0.005210575181990862,0.005209742579609156,0.005210718605667353
557,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.013910608366131783,0.01390269584953785,0.01389866229146719,0.013898498378694057,0.01389540545642376,0.9027056097984314,0.013893157243728638,0.013895385898649693
558,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.015626730397343636,0.01562568172812462,0.015627505257725716,0.015647048130631447,0.015632910653948784,0.015630513429641724,0.015634100884199142,0.8905755281448364
559,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015642806887626648,0.01564374379813671,0.8905344605445862,0.015641281381249428,0.01563473790884018,0.01562730222940445,0.015632862225174904,0.01564282365143299
560,"No, he is not here. I am taking his place.",0.04175436869263649,0.04167000576853752,0.04168647155165672,0.0417093001306057,0.04166711866855621,0.041674982756376266,0.7080557942390442,0.04178192466497421
561,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005210066679865122,0.005210657604038715,0.005211573094129562,0.9635257720947266,0.005210916046053171,0.005210575181990862,0.005209742579609156,0.005210718605667353
562,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.008931150659918785,0.9374758005142212,0.00893162190914154,0.008932695724070072,0.008932456374168396,0.00893236231058836,0.008931831456720829,0.008932078257203102
563,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.006251991726458073,0.00625488581135869,0.006252907682210207,0.0062516178004443645,0.006257965695112944,0.006252293009310961,0.956222653388977,0.006255713291466236
564,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.013897456228733063,0.013893522322177887,0.01389553677290678,0.013895012438297272,0.013900090008974075,0.013898738659918308,0.9027263522148132,0.013893280178308487
565,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005210066679865122,0.005210657604038715,0.005211586132645607,0.9635257720947266,0.005210916046053171,0.005210575181990862,0.005209742579609156,0.005210718605667353
566,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.00961895752698183,0.009624064899981022,0.00962069071829319,0.932653546333313,0.009619125165045261,0.009622900746762753,0.009617499075829983,0.009623205289244652
567,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.015642806887626648,0.01564374379813671,0.8905344605445862,0.015641197562217712,0.01563473790884018,0.01562730222940445,0.015632862225174904,0.015642859041690826
568,I don't have any questions right now.,0.031270965933799744,0.03125138580799103,0.7810318470001221,0.03126579895615578,0.031305279582738876,0.031281422823667526,0.03132784739136696,0.03126547485589981
569,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.00625199219211936,0.006254886742681265,0.006252908147871494,0.006251618266105652,0.006257479079067707,0.006252293940633535,0.9562230706214905,0.006255713757127523
570,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.010420824401080608,0.010421720333397388,0.010421029292047024,0.010419649071991444,0.9270431399345398,0.010423882864415646,0.010427940636873245,0.010421790182590485
571,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.020842116326093674,0.8541198372840881,0.020836977288126945,0.020842324942350388,0.020835500210523605,0.020843815058469772,0.020838197320699692,0.02084122598171234
572,Can you explain to me why we are setting up two individual aid stations?,0.017861440777778625,0.017896736040711403,0.01787085458636284,0.017869167029857635,0.017867082729935646,0.874910831451416,0.01785844750702381,0.01786542870104313
573,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.005210066679865122,0.005210657604038715,0.005211571231484413,0.9635257720947266,0.005210915580391884,0.005210575181990862,0.005209742579609156,0.005210718140006065
574,"No, he is not here. I am taking his place.",0.04175427556037903,0.04167000949382782,0.04168646037578583,0.04170926287770271,0.04166712239384651,0.04167497530579567,0.7080656290054321,0.0417722687125206
