,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9
152,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00694480212405324,0.006944688502699137,0.006945114582777023,0.944434642791748,0.0069497982040047646,0.006944885011762381,0.006945091299712658,0.0069451411254704,0.006945793982595205
153,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.013893255032598972,0.013890134170651436,0.013890589587390423,0.013889030553400517,0.013891778886318207,0.01389376726001501,0.01389121450483799,0.8888708353042603,0.013889403082430363
154,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.8888710737228394,0.013890732079744339,0.01388983242213726,0.013890350237488747,0.013890177942812443,0.013890969567000866,0.013892044313251972,0.013890360482037067,0.013894454576075077
155,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.012348010204732418,0.012347040697932243,0.012352694757282734,0.012349473312497139,0.012348844669759274,0.012348497286438942,0.012347633950412273,0.012348541058599949,0.9012092351913452
156,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.008552120998501778,0.008550206199288368,0.008556139655411243,0.008550905622541904,0.008550167083740234,0.008550520054996014,0.9315911531448364,0.008550106547772884,0.0085486751049757
157,The plan was to use one large aid station with American medics running it. How is this way better?,0.009261740371584892,0.009264929220080376,0.009261107072234154,0.00926008727401495,0.009261407889425755,0.009260071441531181,0.9259101152420044,0.009259381331503391,0.009261204861104488
158,I’d rather not say.,0.03703721985220909,0.03703721985220909,0.03704260289669037,0.7036678791046143,0.03703778237104416,0.03703721985220909,0.03704080730676651,0.037058886140584946,0.03704039752483368
159,Can I talk with you in private once questions are over?,0.027794593945145607,0.02778005413711071,0.0277806855738163,0.02778448723256588,0.027784036472439766,0.02777787670493126,0.027781294658780098,0.02777857333421707,0.7777384519577026
160,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007937444373965263,0.00793819036334753,0.00793785136193037,0.007938931696116924,0.007937407121062279,0.007937917485833168,0.00793785136193037,0.936496913433075,0.007937507703900337
161,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.004630554001778364,0.9629544019699097,0.004630319308489561,0.004630520939826965,0.00463080545887351,0.004631975665688515,0.004630727227777243,0.004630476702004671,0.004630273208022118
162,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.013891910202801228,0.013894335366785526,0.8888654112815857,0.013889234513044357,0.013889608904719353,0.013894547708332539,0.013890341855585575,0.013891339302062988,0.013893302530050278
163,I’d rather not say.,0.03703722357749939,0.03703722357749939,0.03704260289669037,0.7036681175231934,0.03703778237104416,0.03703722357749939,0.03704081103205681,0.03705862537026405,0.03704039752483368
164,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.008547578938305378,0.008548170328140259,0.008547643199563026,0.9316146969795227,0.008548040874302387,0.008548696525394917,0.008548173122107983,0.008548717945814133,0.008548252284526825
165,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9555403590202332,0.005556440446525812,0.005556941498070955,0.005556561518460512,0.005556326359510422,0.005558186676353216,0.0055587757378816605,0.005558554083108902,0.0055578602477908134
166,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.012348009273409843,0.012347039766609669,0.012352798134088516,0.012349472381174564,0.012348843738436699,0.012348495423793793,0.012347632087767124,0.012348540127277374,0.9012091159820557
167,He is busy today,0.037049464881420135,0.03704126924276352,0.03704085201025009,0.037037141621112823,0.037060268223285675,0.037047889083623886,0.03703869879245758,0.037037141621112823,0.703647255897522
168,Can I talk with you in private once questions are over?,0.027794603258371353,0.02778005413711071,0.0277806855738163,0.02778448723256588,0.027784036472439766,0.02777787670493126,0.027781294658780098,0.02777857333421707,0.7777383923530579
169,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.013891911134123802,0.013894583098590374,0.8888651132583618,0.013889234513044357,0.013889608904719353,0.013894559815526009,0.013890341855585575,0.013891340233385563,0.013893303461372852
170,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.012348026968538761,0.012349392287433147,0.9011942744255066,0.012350933626294136,0.012349894270300865,0.012346288189291954,0.012349920347332954,0.012348233722150326,0.01236297469586134
171,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.004630554001778364,0.9629548788070679,0.004630319308489561,0.004630520939826965,0.00463080545887351,0.00463146110996604,0.004630727227777243,0.004630476702004671,0.004630273208022118
172,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.013893086463212967,0.013890131376683712,0.013890586793422699,0.013889027759432793,0.013891775161027908,0.01389374490827322,0.013891211710870266,0.8888710141181946,0.013889400288462639
173,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.013889793306589127,0.013903425075113773,0.013888997957110405,0.013888997957110405,0.8888641595840454,0.013891666196286678,0.013894909992814064,0.013889005407691002,0.013888997957110405
174,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.018521597608923912,0.018519224599003792,0.8518370389938354,0.01851865090429783,0.018527058884501457,0.018519598990678787,0.018519628793001175,0.018518613651394844,0.018518613651394844
175,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.006945562548935413,0.9444387555122375,0.006945125758647919,0.006944513414055109,0.0069449120201170444,0.006944792345166206,0.006946909707039595,0.006944566033780575,0.006944894324988127
176,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.00926219206303358,0.009260961785912514,0.009261761792004108,0.009260965511202812,0.009260767139494419,0.009262367151677608,0.9259082674980164,0.009261669591069221,0.009261061437427998
177,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.01234806701540947,0.012349308468401432,0.012346506118774414,0.012347288429737091,0.012348788790404797,0.9012155532836914,0.012347869575023651,0.012348155491054058,0.012348497286438942
178,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.008547578938305378,0.008548173122107983,0.008547643199563026,0.9316147565841675,0.008548041805624962,0.008548672311007977,0.008548174053430557,0.008548717014491558,0.0085482532158494
179,He is busy today,0.03704944998025894,0.03704126551747322,0.03704085201025009,0.037037141621112823,0.037057433277368546,0.03704787790775299,0.03703869879245758,0.037037141621112823,0.7036501169204712
180,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.012348064221441746,0.012348673306405544,0.01234650518745184,0.012347286567091942,0.012348795309662819,0.9012162089347839,0.012347863987088203,0.012348152697086334,0.012348494492471218
181,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.013891910202801228,0.013895345851778984,0.8888643383979797,0.013889233581721783,0.013889607042074203,0.013894610106945038,0.013890340924263,0.013891338370740414,0.013893303461372852
182,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.013891912065446377,0.013895277865231037,0.8888642191886902,0.013889235444366932,0.013889608904719353,0.013894795440137386,0.01389034278690815,0.013891340233385563,0.013893306255340576
183,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.012348064221441746,0.012348707765340805,0.01234650518745184,0.012347286567091942,0.012348775751888752,0.9012160897254944,0.012347863987088203,0.012348152697086334,0.012348495423793793
184,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.008548879995942116,0.008548753336071968,0.008551975712180138,0.9316092133522034,0.008547407574951649,0.00854827556759119,0.008548779413104057,0.008549051359295845,0.008547651581466198
185,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.00694480212405324,0.006944688502699137,0.006945114582777023,0.9444345831871033,0.006949863396584988,0.006944885011762381,0.006945091299712658,0.0069451411254704,0.006945793982595205
186,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.018521597608923912,0.018519224599003792,0.8518377542495728,0.01851865090429783,0.01852629892528057,0.018519597128033638,0.018519628793001175,0.018518613651394844,0.018518613651394844
187,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007937444373965263,0.00793819036334753,0.007937850430607796,0.007938955910503864,0.007937406189739704,0.007937916554510593,0.007937850430607796,0.9364968538284302,0.007937507703900337
188,I’d rather not say.,0.03703721985220909,0.03703721985220909,0.03704261779785156,0.7036596536636353,0.03703778237104416,0.03703721985220909,0.03704081475734711,0.03706708550453186,0.037040404975414276
189,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.012348063290119171,0.012348678894340992,0.01234650332480669,0.012347284704446793,0.012348780408501625,0.9012162089347839,0.012347875162959099,0.012348150834441185,0.012348493561148643
190,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.013889792375266552,0.013903135433793068,0.01388899702578783,0.01388899702578783,0.8888644576072693,0.013891665264964104,0.01389490906149149,0.013889004476368427,0.01388899702578783
191,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.0185205340385437,0.018524015322327614,0.01852579228579998,0.018519645556807518,0.8518092632293701,0.01852191798388958,0.018521368503570557,0.018525784835219383,0.01853170245885849
192,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007937444373965263,0.007938189432024956,0.007937850430607796,0.007938957773149014,0.007937406189739704,0.007937916554510593,0.007937850430607796,0.9364968538284302,0.007937507703900337
193,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.008547579869627953,0.008548172190785408,0.008547644130885601,0.9316146969795227,0.008548042736947536,0.008548686280846596,0.008548174984753132,0.008548717945814133,0.008548254147171974
194,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.012348026037216187,0.012349391356110573,0.9011967182159424,0.012350931763648987,0.01234989333897829,0.012346288189291954,0.01234991941601038,0.012348233722150326,0.012360602617263794
195,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.013893535360693932,0.0138948829844594,0.8888523578643799,0.013893852941691875,0.013892139308154583,0.013890386559069157,0.01389663852751255,0.013889148831367493,0.013897102326154709
196,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007937444373965263,0.00793819036334753,0.00793785136193037,0.007938980124890804,0.007937407121062279,0.007937917485833168,0.00793785136193037,0.9364968538284302,0.007937507703900337
197,"No, he is not here. I am taking his place.",0.037039708346128464,0.03703761473298073,0.03703819215297699,0.0370459146797657,0.7036672830581665,0.03703718259930611,0.03703815117478371,0.037058744579553604,0.03703718259930611
198,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.013891911134123802,0.01389484852552414,0.8888646960258484,0.013889234513044357,0.013889608904719353,0.01389474980533123,0.01389034278690815,0.013891340233385563,0.013893305324018002
199,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.008548879064619541,0.008548752404749393,0.00855199433863163,0.9316092133522034,0.008547406643629074,0.008548274636268616,0.008548778481781483,0.00854905042797327,0.008547651581466198
200,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0069448030553758144,0.006944689434021711,0.006945115979760885,0.9444332122802734,0.006951269693672657,0.0069448864087462425,0.0069450922310352325,0.0069451420567929745,0.00694579491391778
201,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.008552120998501778,0.008550206199288368,0.008557254448533058,0.008550906553864479,0.008550167083740234,0.008550520054996014,0.9315900802612305,0.008550107479095459,0.0085486751049757
202,Can you explain to me why we are setting up two individual aid stations?,0.01587783731520176,0.015877988189458847,0.872991681098938,0.015873542055487633,0.01587420515716076,0.0158739872276783,0.01587921567261219,0.01587332971394062,0.01587819866836071
203,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.004630554001778364,0.9629548788070679,0.004630318842828274,0.004630520474165678,0.004630804993212223,0.00463142991065979,0.004630726762115955,0.004630476702004671,0.00463027274236083
204,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.012351364828646183,0.012348049320280552,0.012347555719316006,0.012345810420811176,0.9012128114700317,0.012349391356110573,0.01234740111976862,0.012347044423222542,0.012350517325103283
205,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.013893535360693932,0.013894882053136826,0.888852059841156,0.0138938520103693,0.013892138376832008,0.013890385627746582,0.01389663852751255,0.013889147900044918,0.013897358439862728
206,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.009262188337743282,0.009260963648557663,0.00926177017390728,0.009260967373847961,0.009260768070816994,0.009262403473258018,0.9259082078933716,0.00926167145371437,0.009261063300073147
207,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.008552119135856628,0.008550205267965794,0.008555589243769646,0.00855090469121933,0.00855016615241766,0.008550519123673439,0.9315916895866394,0.00855010561645031,0.008548674173653126
208,Can I talk with you in private once questions are over?,0.027794837951660156,0.02778005227446556,0.02778068371117115,0.02778448723256588,0.027784034609794617,0.02777787484228611,0.02778129279613495,0.027778571471571922,0.7777381539344788
209,I’d rather not say.,0.03703722357749939,0.03703722357749939,0.03704260662198067,0.7036675214767456,0.03703778237104416,0.03703722357749939,0.03704081103205681,0.037059202790260315,0.03704039752483368
210,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.018520532175898552,0.018524013459682465,0.01852579228579998,0.01851964369416237,0.8518093228340149,0.01852191612124443,0.018521366640925407,0.018525784835219383,0.01853157766163349
211,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.009262190200388432,0.009260963648557663,0.009261764585971832,0.009260967373847961,0.009260768070816994,0.009262380190193653,0.9259082078933716,0.00926167145371437,0.009261063300073147
212,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.008552118204534054,0.008550204336643219,0.008554619736969471,0.008550903759896755,0.008550165221095085,0.00855051726102829,0.9315927028656006,0.008550104685127735,0.008548674173653126
213,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.011117605492472649,0.011116241104900837,0.011115984059870243,0.011113017797470093,0.011116146109998226,0.011111989617347717,0.011117019690573215,0.011111353524029255,0.9110805988311768
214,He is busy today,0.03704945370554924,0.03704126551747322,0.03704085201025009,0.037037141621112823,0.037058115005493164,0.03704787790775299,0.03703869879245758,0.037037141621112823,0.7036495208740234
215,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.012348024174571037,0.012349390424787998,0.9011968374252319,0.012350929901003838,0.012349892407655716,0.01234628725796938,0.01234991755336523,0.012348231859505177,0.012360425665974617
216,"I'd really prefer just to wait until the brief, if that is ok.",0.018523693084716797,0.01851922646164894,0.8518263697624207,0.01852179504930973,0.018518753349781036,0.018519200384616852,0.018518730998039246,0.01852024346590042,0.018531937152147293
217,He is busy today,0.03704944998025894,0.03704126551747322,0.03704085201025009,0.037037141621112823,0.03705751150846481,0.03704787790775299,0.03703869879245758,0.037037141621112823,0.7036500573158264
218,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007937444373965263,0.00793819036334753,0.007937850430607796,0.00793906394392252,0.007937406189739704,0.007937917485833168,0.007937850430607796,0.9364967942237854,0.007937507703900337
219,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006174180656671524,0.006174418143928051,0.006173770409077406,0.006174334324896336,0.00617539556697011,0.006174365524202585,0.006177846342325211,0.006174614652991295,0.9506011009216309
220,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.006945562548935413,0.9444387555122375,0.006945125758647919,0.006944513414055109,0.0069449120201170444,0.006944792345166206,0.0069469125010073185,0.006944566033780575,0.006944894324988127
221,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.018521597608923912,0.018519224599003792,0.851836621761322,0.01851865090429783,0.0185274425894022,0.018519598990678787,0.018519628793001175,0.018518613651394844,0.018518613651394844
222,I’d rather not say.,0.03703721985220909,0.03703721985220909,0.037042610347270966,0.7036629915237427,0.03703778237104416,0.03703721985220909,0.03704081475734711,0.03706371784210205,0.03704040125012398
223,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007937444373965263,0.00793819036334753,0.007937850430607796,0.007938921451568604,0.007937406189739704,0.007937916554510593,0.007937850430607796,0.936496913433075,0.007937507703900337
224,It won't take long.,0.027791393920779228,0.0277815293520689,0.02778014726936817,0.02778024412691593,0.7777286767959595,0.02778402529656887,0.027789093554019928,0.027782801538705826,0.02778209000825882
225,It won't take long.,0.027791425585746765,0.0277815293520689,0.02778014913201332,0.02778024412691593,0.7777286171913147,0.02778402529656887,0.027789093554019928,0.027782801538705826,0.02778209000825882
226,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.018520532175898552,0.018524015322327614,0.01852579228579998,0.01851964369416237,0.851808488368988,0.01852191612124443,0.018521368503570557,0.018525784835219383,0.018532445654273033
227,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.011117657646536827,0.011116240173578262,0.011115984059870243,0.011113016866147518,0.01111630816012621,0.011111988686025143,0.011117018759250641,0.011111351661384106,0.9110804200172424
228,The plan was to use one large aid station with American medics running it. How is this way better?,0.009261739440262318,0.009265023283660412,0.009261106140911579,0.00926008727401495,0.00926140695810318,0.009260070510208607,0.9259099364280701,0.009259381331503391,0.009261204861104488
229,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.8888716101646423,0.013890732079744339,0.013889831490814686,0.013890350237488747,0.013890177942812443,0.013890968635678291,0.013892043381929398,0.013890360482037067,0.013893917202949524
230,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.006174180656671524,0.006174418143928051,0.006173770409077406,0.006174334324896336,0.00617539556697011,0.006174365524202585,0.006177589297294617,0.006174614652991295,0.9506012797355652
231,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.01235119253396988,0.012348051182925701,0.01234755665063858,0.012345811352133751,0.9012129902839661,0.012349393218755722,0.012347402982413769,0.012347046285867691,0.012350519187748432
232,It won't take long.,0.0277914647012949,0.02778153121471405,0.02778015099465847,0.02778024598956108,0.7777286171913147,0.02778402715921402,0.027789095416665077,0.027782803401350975,0.02778209187090397
233,"Hello, sir. Have you eaten yet?",0.0222223661839962,0.0222223661839962,0.0222223661839962,0.02222360111773014,0.022223982959985733,0.022225014865398407,0.0222223661839962,0.8222097158432007,0.02222822792828083
234,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.9110928773880005,0.011113354936242104,0.011113534681499004,0.011113005690276623,0.011111997067928314,0.01111473049968481,0.01111326739192009,0.011114178225398064,0.011113081127405167
235,"I'd really prefer just to wait until the brief, if that is ok.",0.018523698672652245,0.01851922832429409,0.851823627948761,0.01852179877460003,0.018518755212426186,0.01851920410990715,0.018518732860684395,0.01852024719119072,0.018534742295742035
236,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.010103635489940643,0.010102679952979088,0.9191791415214539,0.010102149099111557,0.010101763531565666,0.010103026404976845,0.010103609412908554,0.010102282278239727,0.01010170765221119
237,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.0185205340385437,0.018524015322327614,0.01852579228579998,0.018519645556807518,0.8518093228340149,0.01852191798388958,0.018521368503570557,0.018525784835219383,0.018531644716858864
238,"No, he is not here. I am taking his place.",0.037039704620838165,0.03703761845827103,0.03703819215297699,0.037045903503894806,0.7036710977554321,0.037037186324596405,0.03703815117478371,0.03705497086048126,0.037037186324596405
239,Why does it have to be in private? We don't have a ton of time. ,0.02779153361916542,0.02778586372733116,0.02778307907283306,0.02778005599975586,0.027796458452939987,0.02778942696750164,0.02779480442404747,0.02777927741408348,0.7776995301246643
240,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.012348009273409843,0.012347039766609669,0.012352689169347286,0.01234947144985199,0.012348843738436699,0.012348495423793793,0.012347632087767124,0.0123485391959548,0.9012092351913452
241,He is busy today,0.03704945743083954,0.03704126551747322,0.03704085201025009,0.037037137895822525,0.03705906122922897,0.03704788163304329,0.03703869879245758,0.037037137895822525,0.7036485075950623
242,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.012351194396615028,0.012348049320280552,0.012347555719316006,0.012345810420811176,0.9012130498886108,0.012349391356110573,0.01234740111976862,0.012347044423222542,0.012350517325103283
243,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.018520532175898552,0.018524013459682465,0.01852579228579998,0.01851964369416237,0.8518092632293701,0.01852191612124443,0.018521366640925407,0.018525784835219383,0.018531665205955505
244,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.018521597608923912,0.018519222736358643,0.8518381714820862,0.01851865090429783,0.01852594129741192,0.018519597128033638,0.018519628793001175,0.018518613651394844,0.018518613651394844
245,I’d rather not say.,0.03703721985220909,0.03703721985220909,0.03704260289669037,0.7036667466163635,0.03703778237104416,0.03703721985220909,0.03704080730676651,0.0370599739253521,0.03704039752483368
246,He is busy today,0.03704945370554924,0.03704126551747322,0.03704085201025009,0.037037141621112823,0.03705799579620361,0.03704787790775299,0.03703869879245758,0.037037141621112823,0.7036495804786682
247,It won't take long.,0.02779165841639042,0.0277815293520689,0.02778014913201332,0.02778024412691593,0.7777283787727356,0.02778402529656887,0.027789104729890823,0.027782803401350975,0.02778209187090397
248,The plan was to use one large aid station with American medics running it. How is this way better?,0.009261741302907467,0.009266897104680538,0.009261108003556728,0.00926008727401495,0.009261407889425755,0.009260072372853756,0.925908088684082,0.009259381331503391,0.009261205792427063
249,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.012348009273409843,0.012347039766609669,0.012352701276540756,0.012349472381174564,0.012348843738436699,0.012348495423793793,0.012347632087767124,0.0123485391959548,0.9012092351913452
250,"No, he is not here. I am taking his place.",0.037039704620838165,0.03703761845827103,0.03703819215297699,0.03704589605331421,0.703673243522644,0.037037186324596405,0.03703815117478371,0.03705289214849472,0.037037186324596405
251,He is busy today,0.03704945743083954,0.03704126924276352,0.03704085201025009,0.037037141621112823,0.037059079855680466,0.03704788535833359,0.03703869879245758,0.037037141621112823,0.7036484479904175
252,"Hello, sir. Have you eaten yet?",0.02222236804664135,0.02222236804664135,0.02222236804664135,0.02222360298037529,0.022223984822630882,0.022225016728043556,0.02222236804664135,0.8222095370292664,0.022228389978408813
253,I’d rather not say.,0.03703722357749939,0.03703722357749939,0.03704260289669037,0.7036680579185486,0.03703778237104416,0.03703722357749939,0.03704081103205681,0.03705869987607002,0.03704039752483368
254,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.013893535360693932,0.0138948829844594,0.8888520002365112,0.0138938520103693,0.013892138376832008,0.013890385627746582,0.01389663852751255,0.013889147900044918,0.013897467404603958
255,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.018521597608923912,0.018519224599003792,0.8518365621566772,0.01851865090429783,0.018527494743466377,0.018519598990678787,0.018519628793001175,0.018518613651394844,0.018518613651394844
256,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",0.9555404186248779,0.005556440446525812,0.005556941498070955,0.005556561518460512,0.005556326359510422,0.005558186676353216,0.005558747798204422,0.005558554083108902,0.0055578602477908134
257,"No, he is not here. I am taking his place.",0.03703970089554787,0.03703761473298073,0.03703818842768669,0.03704589232802391,0.7036734223365784,0.03703718259930611,0.03703814744949341,0.037052661180496216,0.03703718259930611
258,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.018521595746278763,0.018519222736358643,0.8518387079238892,0.01851865090429783,0.01852535270154476,0.018519597128033638,0.018519626930356026,0.018518613651394844,0.018518613651394844
259,The plan was to use one large aid station with American medics running it. How is this way better?,0.009261741302907467,0.009265334345400333,0.009261107072234154,0.00926008727401495,0.009261407889425755,0.009260071441531181,0.9259096384048462,0.009259381331503391,0.009261204861104488
260,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.008552118204534054,0.008550204336643219,0.00855429470539093,0.00855090469121933,0.008550165221095085,0.008550518192350864,0.9315930008888245,0.00855010561645031,0.008548674173653126
261,It won't take long.,0.027791494503617287,0.02778153121471405,0.02778015099465847,0.02778024598956108,0.7777285575866699,0.02778402715921402,0.027789095416665077,0.027782803401350975,0.02778209187090397
262,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.013891909271478653,0.013894891366362572,0.8888648152351379,0.013889232650399208,0.013889607042074203,0.013894566334784031,0.013890339992940426,0.013891338370740414,0.013893301598727703
263,I don't have any questions right now.,0.02778611332178116,0.027781669050455093,0.027791589498519897,0.02780758962035179,0.027803217992186546,0.027783453464508057,0.777661144733429,0.027779916301369667,0.027805326506495476
264,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.012348025105893612,0.012349391356110573,0.9011937975883484,0.012350931763648987,0.01234989333897829,0.01234628725796938,0.012349918484687805,0.012348231859505177,0.012363508343696594
265,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.012348617427051067,0.012347347103059292,0.012349164113402367,0.012346691451966763,0.012346573173999786,0.9012152552604675,0.012351173907518387,0.012347186915576458,0.01234798226505518
266,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.01852159947156906,0.018519224599003792,0.8518362641334534,0.01851865090429783,0.018527792766690254,0.018519598990678787,0.018519628793001175,0.018518613651394844,0.018518613651394844
267,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.013891910202801228,0.013895017094910145,0.8888646960258484,0.013889233581721783,0.013889607973396778,0.013894578441977501,0.013890341855585575,0.013891339302062988,0.013893303461372852
268,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.007937445305287838,0.00793819036334753,0.00793785136193037,0.007938954047858715,0.007937407121062279,0.007937917485833168,0.00793785136193037,0.936496913433075,0.007937508635222912
269,"No, he is not here. I am taking his place.",0.037039704620838165,0.03703761845827103,0.03703819215297699,0.03704589977860451,0.7036722898483276,0.037037186324596405,0.03703815117478371,0.037053823471069336,0.037037186324596405
270,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.012348617427051067,0.012347347103059292,0.012349164113402367,0.012346691451966763,0.012346573173999786,0.901215136051178,0.012351260520517826,0.012347186915576458,0.01234798226505518
271,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.008548879064619541,0.008548752404749393,0.008551953360438347,0.9316092133522034,0.008547406643629074,0.008548274636268616,0.008548778481781483,0.00854905042797327,0.008547651581466198
