,V1,V2,V3,Topic,Docs,Stem_doc
221,0.355072464,0.257246377,0.387681159,3, absolutely yeah um so basically i just started a family uh about three years ago and my kids are going into pre-school and uh i've been working really hard for this company and everything that i've ever done has been for the betterment of this company i haven't cut corners i've been true to the company's values i've been working every single day i'm never sick um but i want to send my kids to a really good preschool .,absolut yeah um basic just start famili uh three year ago kid go preschool uh ive work realli hard compani everyth ive ever done better compani havent cut corner ive true compani valu ive work everi singl day im never sick um want send kid realli good preschool
222,0.35978836,0.343915344,0.296296296,1, yeah i understand what you're saying i just what have you seen for me in the past ten years that you would hate to see let's go away?,yeah understand your say just seen past ten year hate see let go away
223,0.286549708,0.426900585,0.286549708,2, i think i would really like to keep working with you but i do need to get a raise and if i don't see potential for getting a raise anytime soon here i might have to leave and go seek employment other places because i'm just worried that i'm not going to be able to send my kids to a good school and for me work has taken a priority in my life but now that i have kids their priority in my life and i understand that you from an economic standpoint can't necessarily divert funds to giving raises to people just because of family reasons but i know that my work has been far superior to that of my peers and that i have a deep love for this company and i know that i would hate to go and i hope that you would hate to see me go but i really need a raise .,think realli like keep work need get rais dont see potenti get rais anytim soon might leav go seek employ place im just worri im go abl send kid good school work taken prioriti life now kid prioriti life understand econom standpoint cant necessarili divert fund give rais peopl just famili reason know work far superior peer deep love compani know hate go hope hate see go realli need rais
224,0.327160494,0.345679012,0.327160494,2," Yeah, that would be i was going to ask you if you'd be willing to do that.",yeah go ask youd will
225,0.364197531,0.308641975,0.327160494,1," And, um, lobby for my case, i would really appreciate that.",um lobbi case realli appreci
226,0.394265233,0.286738351,0.318996416,1, i mean they're just going into preschool so i'd say within the next six months would be a reasonable time frame in order to get a raise because i understand that you will have to make adjustments within the company i understand that you can't just pull money out of nowhere and uh in order to get a raise you'll have to give me more money would just taking money from somewhere else so of course i would be happy to have it happened over a period of time .,mean theyr just go preschool id say within next six month reason time frame order get rais understand will make adjust within compani understand cant just pull money nowher uh order get rais youll give money just take money somewher els cours happi happen period time
227,0.318627451,0.362745098,0.318627451,2, i think that if within the next six months i don't hear from you again about it i'm going to come back in and talk to you about it obviously but i think we should proceed from there and at which point i may be considering other employment options.,think within next six month dont hear im go come back talk obvious think proceed point may consid employ option
228,0.289617486,0.404371585,0.306010929,2," Yeah, well, we i think that it's important that you discuss it with you you need to discuss it with now but you and i can discuss it later.",yeah well think import discuss need discuss now can discuss later
229,0.32748538,0.362573099,0.30994152,2, Once you hear back from the decision the upper management made okay.,hear back decis upper manag made okay
230,0.33974359,0.33974359,0.320512821,1, Thank you so much.,thank much
231,0.358974359,0.320512821,0.320512821,1," No there's, no problem.",there problem
232,0.30994152,0.397660819,0.292397661,2," I just wanted to talk about the idea, potentially me getting a raise.",just want talk idea potenti get rais
233,0.326797386,0.326797386,0.346405229,3, Sure.,sure
234,0.371069182,0.314465409,0.314465409,1," Um, so i've been here for three years.",um ive three year
235,0.367231638,0.282485876,0.350282486,1," I've been doing not only my own work, but i've been do, like more work than has been assigned to me, and i feel that it's all been very, very well done.",ive work ive like work assign feel well done
236,0.345679012,0.308641975,0.345679012,1, You always really appreciated everything.,alway realli appreci everyth
237,0.306010929,0.371584699,0.322404372,2," And so i was just thinking that after a long time and for the value that i bring, i think that a pay raise is appropriate at this time.",just think long time valu bring think pay rais appropri time
238,0.33908046,0.33908046,0.32183908,1," i didn't do it yet, but i can write that letter if that's what's needed .",didnt yet can write letter that what need
239,0.33974359,0.33974359,0.320512821,1," Like, maybe.",like mayb
240,0.352201258,0.333333333,0.314465409,1, Can you write a recommendation ?,can write recommend
241,0.371584699,0.289617486,0.338797814,1," Um, well, after so many years, i feel that i request that this point is usually normal to happen, so it doesn't happen.",um well mani year feel request point usual normal happen doesnt happen
242,0.320512821,0.33974359,0.33974359,2," Then i might want t,.",might want t
243,0.320512821,0.358974359,0.320512821,2, I don't know.,dont know
244,0.343915344,0.328042328,0.328042328,1," I was my direct manager that i was hoping that you'd be able to have a little more influence and maybe trying to accomplish that raise after such a long time of being here, .",direct manag hope youd abl littl influenc mayb tri accomplish rais long time
245,0.321212121,0.375757576,0.303030303,2,"  Um, recently or no, i'm not looking elsewhere right now.",um recent im look elsewher right now
246,0.350282486,0.316384181,0.333333333,1," I would like to stay this company, and, um, i really would like the pay raise in order to be able to do that.",like stay compani um realli like pay rais order abl
247,0.320512821,0.33974359,0.33974359,2, Sounds good.,sound good
248,0.314465409,0.371069182,0.314465409,2,"  No, i actually wanted to discuss.",actual want discuss
249,0.303030303,0.393939394,0.303030303,2, I was hoping to have a conversation with you about potentially increasing my salary.,hope convers potenti increas salari
250,0.308641975,0.308641975,0.382716049,3," Um, i have done a lot of good things.",um done lot good thing
251,0.268817204,0.268817204,0.462365591,3," Led many projects, brought in a lot of business for the company, and have taken on a lot o of extra work that has not been assigned to me.",led mani project brought lot busi compani taken lot o extra work assign
252,0.346405229,0.326797386,0.326797386,1," no it's, fine.",fine
253,0.362573099,0.32748538,0.30994152,1," There, you're going to show from all the work that i've been doing over the past couple months.",your go show work ive past coupl month
254,0.356321839,0.304597701,0.33908046,1," You can ask anyone the office, including upper management about my work.",can ask anyon offic includ upper manag work
255,0.327160494,0.345679012,0.327160494,2, I think that you would find that i work hard.,think find work hard
256,0.308641975,0.308641975,0.382716049,3," Or that I have good, good work ethic.",good good work ethic
257,0.326797386,0.346405229,0.326797386,2, Yeah.,yeah
258,0.308641975,0.327160494,0.364197531,3, So whatever works around your schedule.,whatev work around schedul
259,0.333333333,0.351190476,0.31547619,2, I might have to start looking for another job at that point.,might start look anoth job point
260,0.382716049,0.308641975,0.308641975,1," Thank you for saying that, and thank you for your time.",thank say thank time
261,0.321212121,0.357575758,0.321212121,2," No, um, i just wanted to talk about my current status.",um just want talk current status
262,0.303030303,0.393939394,0.303030303,2," Um, i think the i was hoping to have a conversation about potentially salary.",um think hope convers potenti salari
263,0.34502924,0.292397661,0.362573099,3," i've been doing, a lot of good work for the company over the past years.",ive lot good work compani past year
264,0.317948718,0.317948718,0.364102564,3," I've led a lot of projects subbed in for higher level management when you guys were busy with something else, I brought business for the company.",ive led lot project sub higher level manag guy busi someth els brought busi compani
265,0.303030303,0.321212121,0.375757576,3, And so I think because of all those things I deserve a better thing.,think thing deserv better thing
266,0.352380952,0.338095238,0.30952381,1,"  Uh, yeah, but at the same time, i think that, if you ask anyone in the office based on the fact that I’ve gotten so many employee of the month awards in the past, that I would deserve an increase in my salary and it’s been a few years not.",uh yeah time think ask anyon offic base fact ’ve gotten mani employe month award past deserv increas salari ’s year
267,0.301075269,0.349462366,0.349462366,2," I think that’s fine, as long as you also see where I’m coming from and why I think I deserve a higher salary.",think ’s fine long also see ’m come think deserv higher salari
268,0.338797814,0.273224044,0.387978142,3," Perhaps, I’m pretty dedicated to this company, and I’ve been working hard, but I would like to stay at this company.",perhap ’m pretti dedic compani ’ve work hard like stay compani
269,0.31547619,0.386904762,0.297619048,2, I was just wondering if we could discuss about if I could get a pay raise?,just wonder discuss get pay rais
270,0.349462366,0.284946237,0.365591398,3," I haven't mentioned in a long time, but since being with the company for very long and just rising through the company, I thought it was time.",havent mention long time sinc compani long just rise compani thought time
271,0.355191257,0.322404372,0.322404372,1," With family expenses, rising and me not making as much, I thought this would be the most opportune time to request a pay raise.",famili expens rise make much thought opportun time request pay rais
272,0.445833333,0.258333333,0.295833333,1," According to my awards, as or recently over the past few years i've been employee of the month several times, I’ve had the highest productivity rate in the office last year, and I’ve also been taking on tasks that weren’t necessarily assigned to me, so based on these credentials, I thought I should deserve a pay raise.",accord award recent past year ive employe month sever time ’ve highest product rate offic last year ’ve also take task weren’t necessarili assign base credenti thought deserv pay rais
273,0.345679012,0.327160494,0.327160494,1, But it sounds like you did the same jobs as your colleges.,sound like job colleg
274,0.346405229,0.326797386,0.326797386,1, Basically.,basic
275,0.301075269,0.317204301,0.38172043,3," I came in with the intention of working my way up but recently my position has been very stagnant, there have not been many opportunities to grow within the company.",came intent work way recent posit stagnant mani opportun grow within compani
276,0.311111111,0.361111111,0.327777778,2," I’m not saying I have to rise up on the ladders, or anything like that, but a small pay raise would be great.",’m say rise ladder anyth like small pay rais great
277,0.326797386,0.326797386,0.346405229,3, I would be more than willing to do that.,will
278,0.307291667,0.354166667,0.338541667,2," I don’t mind anything as long as I can like possibly get a pay raise, I would be more than down to help the company out as much as I can.",don’t mind anyth long can like possibl get pay rais help compani much can
279,0.326797386,0.326797386,0.346405229,3, I would be willing.,will
280,0.387978142,0.306010929,0.306010929,1," Maybe to compensate for it, instead of getting a raise, we can have vacation days, compensated vacation days.",mayb compens instead get rais can vacat day compens vacat day
281,0.304597701,0.33908046,0.356321839,3, So it’s not necessarily a raise but it’s like a paid expense trip.,’s necessarili rais ’s like paid expens trip
282,0.311111111,0.377777778,0.311111111,2," I thought you would be the ideal person to talk to about this just because you are my boss, you are in charge of pay roll and everything.",thought ideal person talk just boss charg pay roll everyth
283,0.299435028,0.384180791,0.316384181,2," Yeah of course, I just though I should let you know and see your opinion first.",yeah cours just though let know see opinion first
284,0.303030303,0.393939394,0.303030303,2," No, sir, i actually wanted to discuss something with you.",sir actual want discuss someth
285,0.297619048,0.404761905,0.297619048,2, I was hoping to have an open conversation with you about potentially increasing my salary.,hope open convers potenti increas salari
286,0.297619048,0.297619048,0.404761905,3," Yes, i have done a lot of good things for the company.",yes done lot good thing compani
287,0.268817204,0.268817204,0.462365591,3," I have led many projects, brought in a lot of business for the company and have taken a lot of extra work that was not assigned to me.",led mani project brought lot busi compani taken lot extra work assign
288,0.386904762,0.297619048,0.31547619,1,  i can show them all the work i have been doing over the past couple of months.,can show work past coupl month
289,0.33974359,0.320512821,0.33974359,1, I believe they would be very impressed.,believ impress
290,0.346405229,0.326797386,0.326797386,1, No I haven’t .,haven’t
291,0.333333333,0.352201258,0.314465409,2," Well, thank you for your help.",well thank help
292,0.33974359,0.33974359,0.320512821,1, And i appreciate your support.,appreci support
293,0.311111111,0.361111111,0.327777778,2," And if i do not get approved, are there any other options, that I can reapply or do something else, to Essentially get a raise.",get approv option can reappli someth els essenti get rais
294,0.345679012,0.308641975,0.345679012,1," I’ll try that, that sounds great.",’ll tri sound great
295,0.33974359,0.320512821,0.33974359,1," Ok, that sounds great.",ok sound great
296,0.321212121,0.339393939,0.339393939,2,"  Yes, yeah, and i have received offers from other companies.",yes yeah receiv offer compani
297,0.316384181,0.367231638,0.316384181,2," So i want to, uh, keep the honor of this company and ask for a pay raise before i considered the other option.",want uh keep honor compani ask pay rais consid option
298,0.321212121,0.357575758,0.321212121,2,"  uh, yes, currently they have offered me a higher salary.",uh yes current offer higher salari
299,0.314465409,0.352201258,0.333333333,2, I will talk the other offer.,will talk offer
300,0.346405229,0.326797386,0.326797386,1, Thank you.,thank
301,0.326797386,0.346405229,0.326797386,2, hi sir.,hi sir
302,0.308641975,0.382716049,0.308641975,2, I actually wanted to discuss something with you.,actual want discuss someth
303,0.297619048,0.404761905,0.297619048,2, I was hoping to have an open conversation with you about potentially increasing my salary.,hope open convers potenti increas salari
304,0.351190476,0.297619048,0.351190476,1, I feel as though i've done a lot for the company.,feel though ive done lot compani
305,0.30994152,0.292397661,0.397660819,3, I've led many projects and brought in a lot of business.,ive led mani project brought lot busi
306,0.314465409,0.314465409,0.371069182,3, Have a lot of work that was not assigned to me .,lot work assign
307,0.344444444,0.327777778,0.327777778,1, I feel as though the amount of work that i've taken on isn't reflective of my current salary.,feel though amount work ive taken isnt reflect current salari
308,0.345679012,0.345679012,0.308641975,1, i believe i should get a fifteen percent.,believ get fifteen percent
309,0.326797386,0.326797386,0.346405229,3, I have not done that.,done
310,0.327160494,0.364197531,0.308641975,2, my apology I was not aware of that there was another way to do this.,apolog awar anoth way
311,0.314465409,0.333333333,0.352201258,3, I would be willing to help out the company.,will help compani
312,0.346405229,0.326797386,0.326797386,1, I understand.,understand
313,0.373563218,0.32183908,0.304597701,1," Thank you, I appreciate the help, Is there anything i can do to improve my case with the supervisor?",thank appreci help anyth can improv case supervisor
314,0.33974359,0.33974359,0.320512821,1, Thank you for the help.,thank help
315,0.333333333,0.333333333,0.333333333,1, I will complete the application.,will complet applic
316,0.32183908,0.390804598,0.287356322,2, no ma'am no problem at all i was just wondering if we could have open conversation about increasing my salary.,maam problem just wonder open convers increas salari
317,0.378995434,0.296803653,0.324200913,1,  i've been here for several years now i have received a lot of employee of the month awards stood in for higher ups quite a few times and i work extremely hard for this company i just feel my salary is not reflective of the good work i have been doing.,ive sever year now receiv lot employe month award stood higher up quit time work extrem hard compani just feel salari reflect good work
318,0.373873874,0.333333333,0.292792793,1, i would very much like a raise there will be nice to actually get some momentum going with my career here in the company i was hoping by coming here i could maybe step it up and no start making more money and i feel i just feel that i've worked very hard to earn that .,much like rais will nice actual get momentum go career compani hope come mayb step start make money feel just feel ive work hard earn
319,0.314465409,0.333333333,0.352201258,3, if there is a higher position i could take.,higher posit take
320,0.346405229,0.326797386,0.326797386,1, That would be amazing.,amaz
321,0.350282486,0.333333333,0.316384181,1, But i would be perfectly content just increasing my current salary with my current position as well.,perfect content just increas current salari current posit well
322,0.306010929,0.355191257,0.338797814,2,"  Well, i mean, i think all of my past work has definitely shown that and you said that based on the results of my work.",well mean think past work definit shown said base result work
323,0.327777778,0.361111111,0.311111111,2," I think if we look back in the books projects i have worked on, i believe they are more than up to par when considering a raise.",think look back book project work believ par consid rais
324,0.371069182,0.314465409,0.314465409,1, So i believe that shows that i earned it.,believ show earn
325,0.424242424,0.260606061,0.315151515,1,"  In terms of money there's never needed in my opinion but i would like to make progress i need to make progress otherwise i don't believe i would be able to stay with this company because we all want to progress in life, we all want to make sure that we're moving forward i think by earning in the past employee of the month awards repeatedly doing the work of many people around me and just overall just working hard every day that i show up i just i believe that the work in the past that i've done will show to the other managers that you have to talk to about it i think it will clearly show i am deserving of it.",term money there never need opinion like make progress need make progress otherwis dont believ abl stay compani want progress life want make sure move forward think earn past employe month award repeat work mani peopl around just overal just work hard everi day show just believ work past ive done will show manag talk think will clear show deserv
326,0.388185654,0.337552743,0.274261603,1," well in that case what i would ask of you is uh like you said, you have to talk to other managers about increasing a salary so all i would ask is maybe if you could present my past work, or just present the fact that i have worked very hard to higher ups and other managers, and maybe they would look at it, and i would have sooner rather than later possibility and increasing my salary.",well case ask uh like said talk manag increas salari ask mayb present past work just present fact work hard higher up manag mayb look sooner rather later possibl increas salari
327,0.326797386,0.346405229,0.326797386,2, All righty.,righti
328,0.390804598,0.304597701,0.304597701,1," Well, thank you very much, that's, really all i can ask you appreciate that.",well thank much that realli can ask appreci
329,0.277777778,0.444444444,0.277777778,2," i actually wanted to talk to you about something i was hoping to open a conversation with you about, potentially, increasing my salary.",actual want talk someth hope open convers potenti increas salari
330,0.316384181,0.299435028,0.384180791,3," well, i've been working here for a while, and i've done a lot of great things for the company.",well ive work ive done lot great thing compani
331,0.313131313,0.267676768,0.419191919,3," I've been in charge of a lot of projects, brought in a lot of business, and i've taken a lot of on a lot of extra work that wasn't necessarily my job.",ive charg lot project brought lot busi ive taken lot lot extra work wasnt necessarili job
332,0.346405229,0.326797386,0.326797386,1, I understand.,understand
333,0.351190476,0.31547619,0.333333333,1," I can show them my work i've been doing, and i think that would be very impressed.",can show work ive think impress
334,0.352201258,0.333333333,0.314465409,1," Okay, that sounds very fair.",okay sound fair
335,0.263681592,0.338308458,0.39800995,3," I just thought it would be important to bring up to you before so you could vouch for me, as you've seen my work done around the office, and maybe that give me potentially more benefit in applying online.",just thought import bring vouch youv seen work done around offic mayb give potenti benefit appli onlin
336,0.317204301,0.301075269,0.38172043,3," Um, i'll continue working hard, and i'll try talking to other leaders around the office that could also vouch for me.",um ill continu work hard ill tri talk leader around offic also vouch
337,0.34502924,0.292397661,0.362573099,3," I could communicate with the hr department, try to show them the work i've done.",communic hr depart tri show work ive done
338,0.31547619,0.333333333,0.351190476,3," okay, it's, part of my job I guess, so I’d be willing to do that.",okay part job guess ’d will
339,0.30994152,0.30994152,0.380116959,3," I have not, because i genuinely enjoyed working here, and i think that i could do some great things for this company.",genuin enjoy work think great thing compani
340,0.345679012,0.345679012,0.308641975,1, Thank you so much for meeting with me today.,thank much meet today
341,0.321212121,0.375757576,0.303030303,2," No, ma’am, i actually wanted to discuss something.",ma’ actual want discuss someth
342,0.297619048,0.404761905,0.297619048,2, I was hoping to have an open conversation with you about potentially raising my salary.,hope open convers potenti rais salari
343,0.31547619,0.297619048,0.386904762,3, I've done a lot of good things for the company.,ive done lot good thing compani
344,0.282485876,0.282485876,0.435028249,3," I have led many extra, many projects, that brought in a lot of business with the company.",led mani extra mani project brought lot busi compani
345,0.31547619,0.297619048,0.386904762,3, And i've taken a lot of extra work that was not assigned to me.,ive taken lot extra work assign
346,0.408045977,0.287356322,0.304597701,1," Well, i can show them all the work i've been doing over the past couple of months.",well can show work ive past coupl month
347,0.364197531,0.308641975,0.327160494,1, I believe they'd be pretty impressed.,believ theyd pretti impress
348,0.346405229,0.326797386,0.326797386,1, I understand that.,understand
349,0.304597701,0.356321839,0.33908046,2, I just wanted to have honest conversation with you about my standing in the company and about how i feel about the work.,just want honest convers stand compani feel work
350,0.345679012,0.327160494,0.327160494,1," I think i would, because of the extent of work i've been doing.",think extent work ive
351,0.356321839,0.304597701,0.33908046,1," But i also understand if, for some extraordinary reason you would not be able to do it, i would understand if it were a real reason for that.",also understand extraordinari reason abl understand real reason
352,0.32183908,0.356321839,0.32183908,2," All right, if you could just keep keep in touch and let me know how all that's going on.",right just keep keep touch let know that go
353,0.308641975,0.382716049,0.308641975,2,  i actually wanted to discuss something with you.,actual want discuss someth
354,0.297619048,0.404761905,0.297619048,2, I was hoping to have an open conversation with you about potentially increasing my salary.,hope open convers potenti increas salari
355,0.321212121,0.303030303,0.375757576,3, done a lot of good things for this company.,done lot good thing compani
356,0.268817204,0.268817204,0.462365591,3," I have led many projects, brought in a lot of business for the company and have taken a lot of extra work that was not assigned to me.",led mani project brought lot busi compani taken lot extra work assign
357,0.397660819,0.292397661,0.30994152,1, I can show them all the work i've been doing over the past couple of months.,can show work ive past coupl month
358,0.33974359,0.320512821,0.33974359,1, I believe that they re very impressed.,believ re impress
359,0.299435028,0.316384181,0.384180791,3, I take i worked the extra hours i have taken on roles that weren't necessarily assigned to me.,take work extra hour taken role werent necessarili assign
360,0.361111111,0.327777778,0.311111111,1, I have tried my gone out of my way to learn the upper management's job and like to see if i can.,tri gone way learn upper manag job like see can
361,0.327160494,0.345679012,0.327160494,2, I guess kind of like emulate.,guess kind like emul
362,0.33908046,0.304597701,0.356321839,3," Um, even if i could, like, learn how to do and they believe that i would be like a great fit for the role.",um even like learn believ like great fit role
363,0.327160494,0.327160494,0.345679012,3, I think i could have gone above and beyond in the past.,think gone beyond past
364,0.343434343,0.328282828,0.328282828,1," Um, and i believe that, like, i would be a strong candidate for an upper level job or even a higher salary because i have shown the work and, like, i had to have the work ethic in the productivity for it.",um believ like strong candid upper level job even higher salari shown work like work ethic product
365,0.299435028,0.384180791,0.316384181,2," I think that any interaction is better face to face and thought that we could talk about, um, if i could get a raise.",think interact better face face thought talk um get rais
366,0.364197531,0.327160494,0.308641975,1," And if not, then like, what i can do to improve in the workplace.",like can improv workplac
367,0.357575758,0.339393939,0.303030303,1," And then, like, i just wanted some, like, um, like.",like just want like um like
368,0.33974359,0.33974359,0.320512821,1, Constructive feedback from you .,construct feedback
369,0.361111111,0.344444444,0.294444444,1, i mean i like know that you’re the person with the final say on if someone gets a raise or not.,mean like know ’re person final say someon get rais
370,0.385281385,0.32034632,0.294372294,1,  so as like a lower level worker here i've seen a lot of resources that have gone to waste on how we can better fix our budget if i work with you closely on how we can fix our budget do you think then you will be able to find space in the budget to increase my salary .,like lower level worker ive seen lot resourc gone wast can better fix budget work close can fix budget think will abl find space budget increas salari
371,0.308333333,0.295833333,0.395833333,3, i would like some upward mobility in this company and as a higher level management worker i think i would be a great leader i have strong speaking skills people always respect me and my work ethic i i always show up i rarely ever take a day off and i will always be there for this company rain or shine.,like upward mobil compani higher level manag worker think great leader strong speak skill peopl alway respect work ethic alway show rare ever take day will alway compani rain shine
372,0.346405229,0.326797386,0.326797386,1, Thank you.,thank
373,0.326797386,0.346405229,0.326797386,2, Doing well.,well
374,0.299435028,0.350282486,0.350282486,2," I’m not doing too well actually, we're behind on our group project and i think you're the cause of it.",’m well actual behind group project think your caus
375,0.346405229,0.326797386,0.326797386,1, i'm fine.,im fine
376,0.308641975,0.345679012,0.345679012,2, I was hoping to talk about our group project with you.,hope talk group project
377,0.339393939,0.357575758,0.303030303,2, There is some problems we need a fix right now.,problem need fix right now
378,0.306010929,0.322404372,0.371584699,3," The group and i feel like we have a lot of work to shoulder, and we're hoping that you'd be able to take on some more work.",group feel like lot work shoulder hope youd abl take work
379,0.323809524,0.338095238,0.338095238,2," i know you're probably really busy preparing for graduation, but it be great if you could accomplish some tasks being a senior, your expertise and, like your knowledge, were go really long way in helping us finish this project.",know your probabl realli busi prepar graduat great accomplish task senior expertis like knowledg go realli long way help us finish project
380,0.346320346,0.294372294,0.359307359,3, But we felt like you haven't put a lot into this project and we will we won't be able to finish his project if you don't get this work done i think we won't be able to graduate if we don't pass this project so i think we need a little more help from your end .,felt like havent put lot project will wont abl finish project dont get work done think wont abl graduat dont pass project think need littl help end
381,0.337719298,0.364035088,0.298245614,2, so maybe just like when we have like some questions and you keep missing some of our group meeting so just trying to attend the group meetings or like responding to some of our messages would really help us see where you're at and what t we can ask you for help and if you could help us back .,mayb just like like question keep miss group meet just tri attend group meet like respond messag realli help us see your t can ask help help us back
382,0.36036036,0.292792793,0.346846847,1, yeah so we notice you're really busy but we want have a chance to be able to work on the project we think you have some like great insight and a lot of stuff on what we're doing so it's been really hard tio keep up with the project because the full team hasn't been here .,yeah notic your realli busi want chanc abl work project think like great insight lot stuff realli hard tio keep project full team hasnt
383,0.36036036,0.346846847,0.292792793,1, i think if we have like four people then like we can have more brains attacking like some problems because being like a sophomore like i don't have much knowledge as you might have to input on the project and show us like the proper direction to go for this project.,think like four peopl like can brain attack like problem like sophomor like dont much knowledg might input project show us like proper direct go project
384,0.349019608,0.349019608,0.301960784,1, yeah i think like calling in or like via skype just your presence being at the meeting i think we really helped us with that if we have any issue that you might be able to help us like fix that you're right you're like nearby and easy to contact so that we can continue working on this project and that you have like a little input throughout the meetings.,yeah think like call like via skype just presenc meet think realli help us issu might abl help us like fix your right your like nearbi easi contact can continu work project like littl input throughout meet
385,0.346846847,0.346846847,0.306306306,1," Yeah so i think that's good, but i think still, i think you need to put in like, a little effort, because this is like a group project so just like putting in a little time, like we all know you're busy.",yeah think that good think still think need put like littl effort like group project just like put littl time like know your busi
386,0.35978836,0.312169312,0.328042328,1, And a lot of us are too just taking a little time out of your day to work on this project would really help us move along in the project.,lot us just take littl time day work project realli help us move along project
387,0.333333333,0.333333333,0.333333333,1,"  Yeah, i think that's a pretty good idea.",yeah think that pretti good idea
388,0.412935323,0.293532338,0.293532338,1," So i can just, like, check in with you to make sure that, like you, like, you're still technically the leader because the professor assigned you to be the leader so like checking up with you.",can just like check make sure like like your still technic leader professor assign leader like check
389,0.308641975,0.364197531,0.327160494,2," That, like, what we're doing, is looking in the right direction and that.",like look right direct
390,0.322404372,0.322404372,0.355191257,3," Like, i'm not taking the group in the wrong direction, making sure that you're also staying involved.",like im take group wrong direct make sure your also stay involv
391,0.321212121,0.339393939,0.339393939,2, So i think assigning me the leader role is okay.,think assign leader role okay
392,0.33974359,0.33974359,0.320512821,1, But i still think you should.,still think
393,0.362573099,0.32748538,0.30994152,1," be making the final decisions, because at the end of the day, you're the leader.",make final decis end day your leader
394,0.327160494,0.327160494,0.345679012,3, I'm just the one that you gave some of the work to.,im just one gave work
395,0.303030303,0.393939394,0.303030303,2," Yeah, i just wanted to see how you were doing, and while  i ran into you.",yeah just want see ran
396,0.303030303,0.357575758,0.339393939,2, I just want to talk about our group project.,just want talk group project
397,0.33974359,0.320512821,0.33974359,1, Have you been giving any thought at all?,give thought
398,0.314465409,0.371069182,0.314465409,2," Yeah, so i think we're doing okay.",yeah think okay
399,0.30994152,0.32748538,0.362573099,3, But a lot of us are taking on a lot more work than we can kind of handle.,lot us take lot work can kind handl
400,0.280952381,0.423809524,0.295238095,2," We know that you're very busy, but we were just maybe, if we could all meet up again and maybe talk about dividing the tasks up just to keep each other accountable, and i don't mind shoulder a little bit of extra work.",know your busi just mayb meet mayb talk divid task just keep account dont mind shoulder littl bit extra work
401,0.312169312,0.35978836,0.328042328,2," But i think because you're able to come to the meetings, maybe at least trying to do some work and kind of stay engaged in the meetings.",think your abl come meet mayb least tri work kind stay engag meet
402,0.326797386,0.326797386,0.346405229,3, that was great.,great
403,0.326797386,0.326797386,0.346405229,3, Great.,great
404,0.32748538,0.34502924,0.32748538,2, You could contribute those notes that there may be a little bit about outside research.,contribut note may littl bit outsid research
405,0.356321839,0.33908046,0.304597701,1," And then i think just your general contributions, like in our meetings, would be really helpful.",think just general contribut like meet realli help
406,0.326797386,0.346405229,0.326797386,2, That would be helpful.,help
407,0.327777778,0.394444444,0.277777778,2," I think just something that kind of balance the workload would be nice, just a little bit more.",think just someth kind balanc workload nice just littl bit
408,0.345679012,0.327160494,0.327160494,1," i mean, since there's four of us.",mean sinc there four us
409,0.373563218,0.32183908,0.304597701,1," I mean, it would Be nice if we could do like a twenty five percent split all the way.",mean nice like twenti five percent split way
410,0.320512821,0.33974359,0.33974359,2," Yeah, that would be great.",yeah great
411,0.317204301,0.333333333,0.349462366,3," Yeah, that's a good connection, that sounds good, so we'll just make sure we have very clear tasks.",yeah that good connect sound good well just make sure clear task
412,0.390804598,0.287356322,0.32183908,1," And then if you can't make a meeting that's fine, but we can move forward from there.",cant make meet that fine can move forward
413,0.273224044,0.43715847,0.289617486,2, no sir actually I wanted to discuss something with you i was hoping to have an open conversation with you about potentially increasing my salary.,sir actual want discuss someth hope open convers potenti increas salari
414,0.519379845,0.240310078,0.240310078,1, over the past three years i felt like i've kind of gotten stock a little bit in the company despite i mean i've won a couple employee of the month awards had the highest productivity rate in the office last year and i filled in for higher management numerous times i really feel like i deserve this raise .,past three year felt like ive kind gotten stock littl bit compani despit mean ive won coupl employe month award highest product rate offic last year fill higher manag numer time realli feel like deserv rais
415,0.33974359,0.33974359,0.320512821,1," I understand that, sir.",understand sir
416,0.311111111,0.361111111,0.327777778,2," In your opinion, is there anything that i could work on to improve my standing any more and potentially help help me get over the hump .",opinion anyth work improv stand potenti help help get hump
417,0.320512821,0.33974359,0.33974359,2, I totally get it.,total get
418,0.345679012,0.308641975,0.345679012,1," I mean, i enjoy working here, so i'm not going to be leaving.",mean enjoy work im go leav
419,0.333333333,0.333333333,0.333333333,1,"  that's a tough question, because it has been three years, and i'm definitely going to keep working my best.",that tough question three year im definit go keep work best
420,0.326797386,0.326797386,0.346405229,3, I always do.,alway
421,0.413978495,0.317204301,0.268817204,1," Um, if i feel like, you know, maybe it's not going to be right away, but in, like, a year or two, in a couple of years, you know how it is.",um feel like know mayb go right away like year two coupl year know
422,0.391534392,0.312169312,0.296296296,1," If i feel like i can earn a little bit of a bump up in pay somewhere else, i might have to take that opportunity.",feel like can earn littl bit bump pay somewher els might take opportun
423,0.364197531,0.308641975,0.327160494,1," I've got a family, you understand how that is?",ive got famili understand
424,0.326797386,0.346405229,0.326797386,2, Absolutely not.,absolut
425,0.352201258,0.314465409,0.333333333,1,  Thank you for listening to appreciate it.,thank listen appreci
426,0.357575758,0.321212121,0.321212121,1," Thank you for meeting me, I know your time is valuable.",thank meet know time valuabl
427,0.308641975,0.382716049,0.308641975,2, i just i think that i know you to be fair.,just think know fair
428,0.333333333,0.333333333,0.333333333,1, And i know you to be somebody who's going to reward hard work.,know somebodi whos go reward hard work
